variant_id,status,style,target_stock_names,single_name_cap,cagr,max_dd,sharpe,trade_count,avg_cash_weight,target_distance,valid_for_production,reason
monster_heavy_N4_cap0.33,completed,monster_heavy,4,0.33,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.3436988445629765,True,
monster_heavy_N4_cap0.4,completed,monster_heavy,4,0.4,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.3436988445629765,True,
monster_heavy_N4_cap0.5,completed,monster_heavy,4,0.5,0.1652044903499421,-0.3589033349129186,0.6745147247334006,565,0.0007532050034969547,0.3436988445629765,True,
monster_heavy_N4_cap0.25,completed,monster_heavy,4,0.25,0.16290850024362435,-0.36099962916843864,0.6654727609581758,562,0.0007874088532514763,0.3480911289248143,True,
leader_onset_shadow_N2_cap0.33,completed,leader_onset_shadow,2,0.33,0.10661728678029525,-0.30733312367607246,0.5203461929561735,299,0.3383841676729904,0.35071583689577723,True,
future_heavy_N5_cap0.25,completed,future_heavy,5,0.25,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.3512796307312843,True,
future_heavy_N5_cap0.33,completed,future_heavy,5,0.33,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.3512796307312843,True,
future_heavy_N5_cap0.4,completed,future_heavy,5,0.4,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.3512796307312843,True,
future_heavy_N5_cap0.5,completed,future_heavy,5,0.5,0.14902911827712084,-0.35030874900840514,0.6196867947330017,695,0.0008727903906092656,0.3512796307312843,True,
leader_onset_shadow_N4_cap0.33,completed,leader_onset_shadow,4,0.33,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.37152783900912534,True,
leader_onset_shadow_N4_cap0.4,completed,leader_onset_shadow,4,0.4,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.37152783900912534,True,
leader_onset_shadow_N4_cap0.5,completed,leader_onset_shadow,4,0.5,0.17550029581427973,-0.39702813482340504,0.7127018156892615,583,0.0005060819948700353,0.37152783900912534,True,
leader_onset_shadow_N4_cap0.25,completed,leader_onset_shadow,4,0.25,0.17489488437553335,-0.39789237693450563,0.7104636429870174,582,0.0005401872695627329,0.3729974925589723,True,
leader_onset_shadow_N3_cap0.33,completed,leader_onset_shadow,3,0.33,0.16341917511306892,-0.3905892550728588,0.6512952539056662,450,0.00871716973423911,0.3771700799597899,True,
leader_onset_shadow_N3_cap0.4,completed,leader_onset_shadow,3,0.4,0.16485056143000087,-0.393135107077327,0.652859178387155,449,0.0003500409120406691,0.37828454564732616,True,
leader_onset_shadow_N3_cap0.5,completed,leader_onset_shadow,3,0.5,0.16485056143000087,-0.393135107077327,0.652859178387155,449,0.0003500409120406691,0.37828454564732616,True,
monster_heavy_N5_cap0.25,completed,monster_heavy,5,0.25,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.38269482436311697,True,
monster_heavy_N5_cap0.33,completed,monster_heavy,5,0.33,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.38269482436311697,True,
monster_heavy_N5_cap0.4,completed,monster_heavy,5,0.4,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.38269482436311697,True,
monster_heavy_N5_cap0.5,completed,monster_heavy,5,0.5,0.13951975902956537,-0.3722145833926823,0.5879904987390744,695,0.0011644183775241551,0.38269482436311697,True,
leader_onset_shadow_N2_cap0.4,completed,leader_onset_shadow,2,0.4,0.12657897875333224,-0.3616130183816495,0.5468299354313725,299,0.1983428105457572,0.3850340396283173,True,
monster_heavy_N7_cap0.25,completed,monster_heavy,7,0.25,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.4073647660623627,True,
monster_heavy_N7_cap0.33,completed,monster_heavy,7,0.33,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.4073647660623627,True,
monster_heavy_N7_cap0.4,completed,monster_heavy,7,0.4,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.4073647660623627,True,
monster_heavy_N7_cap0.5,completed,monster_heavy,7,0.5,0.12531550414790238,-0.38268027021026507,0.5458176116904863,961,0.001214814954403118,0.4073647660623627,True,
leader_onset_shadow_N2_cap0.5,completed,leader_onset_shadow,2,0.5,0.1523837681493525,-0.433805118732428,0.5705874907921928,298,0.00039786788307124296,0.43142135058307546,True,
