variant_id,status,style,target_stock_names,single_name_cap,cagr,max_dd,sharpe,trade_count,avg_cash_weight,target_distance,valid_for_production,reason
future_heavy_N2_cap0.33,completed,future_heavy,2,0.33,0.16782574557061913,-0.18250233424224582,0.8368070177072748,290,0.33798681991892715,0.16467658867162668,True,
future_heavy_N2_cap0.4,completed,future_heavy,2,0.4,0.20259025627154648,-0.21917781648355006,0.863301754771012,290,0.19788944287196084,0.16658756021200358,True,
future_heavy_N2_cap0.5,completed,future_heavy,2,0.5,0.25015854985009645,-0.26985234723887586,0.8866590934926829,287,0.000475654952085556,0.1696937973887794,True,
monster_heavy_N2_cap0.33,completed,monster_heavy,2,0.33,0.1591146745769063,-0.17925987349955974,0.8342444390378715,288,0.3378093426264983,0.17014519892265342,True,
monster_heavy_N2_cap0.4,completed,monster_heavy,2,0.4,0.19275560759071042,-0.21391248048896072,0.8643300191135128,288,0.19793717493513038,0.1711568728982503,True,
monster_heavy_N2_cap0.5,completed,monster_heavy,2,0.5,0.24024911608179167,-0.2614669833918811,0.8947029805847178,287,0.0003425665770855468,0.17121786731008945,True,
future_heavy_N2_cap0.25,completed,future_heavy,2,0.25,0.12785910854018545,-0.13964839342902258,0.7908206132821952,286,0.4980314796498895,0.17214089145981454,True,
monster_heavy_N2_cap0.25,completed,monster_heavy,2,0.25,0.12035383305900615,-0.13847021923293967,0.7802105373430965,287,0.4978700357387241,0.17964616694099383,True,
rs_heavy_N2_cap0.25,completed,rs_heavy,2,0.25,0.10635055657308912,-0.16014621877599267,0.6461854380149172,283,0.4990989762791391,0.20379566220290354,True,
leader_onset_shadow_N5_cap0.25,completed,leader_onset_shadow,5,0.25,0.2007595481126423,-0.25952811650883056,0.8162623678511564,720,0.0005494073722279193,0.20876856839618826,True,
leader_onset_shadow_N5_cap0.33,completed,leader_onset_shadow,5,0.33,0.2007595481126423,-0.25952811650883056,0.8162623678511564,720,0.0005494073722279193,0.20876856839618826,True,
leader_onset_shadow_N5_cap0.4,completed,leader_onset_shadow,5,0.4,0.2007595481126423,-0.25952811650883056,0.8162623678511564,720,0.0005494073722279193,0.20876856839618826,True,
leader_onset_shadow_N5_cap0.5,completed,leader_onset_shadow,5,0.5,0.2007595481126423,-0.25952811650883056,0.8162623678511564,720,0.0005494073722279193,0.20876856839618826,True,
rs_heavy_N2_cap0.33,completed,rs_heavy,2,0.33,0.13837252298232516,-0.20859927220114916,0.6914870989137544,285,0.3388818195073611,0.220226749218824,True,
future_heavy_N3_cap0.25,completed,future_heavy,3,0.25,0.14709167657351951,-0.22028879163220894,0.7183624467649756,426,0.24878435567830406,0.22319711505868942,True,
rs_heavy_N2_cap0.4,completed,rs_heavy,2,0.4,0.1652596424999806,-0.2515678725683045,0.7153438107552728,285,0.19867145982799542,0.23630823006832388,True,
rs_heavy_N3_cap0.25,completed,rs_heavy,3,0.25,0.14124590985756202,-0.22893473601294578,0.670834353475726,432,0.24892105075215534,0.23768882615538375,True,
future_heavy_N3_cap0.4,completed,future_heavy,3,0.4,0.1943067513754051,-0.2889863739441533,0.7601103115745205,425,0.0005741820863485426,0.24467962256874817,True,
future_heavy_N3_cap0.5,completed,future_heavy,3,0.5,0.1943067513754051,-0.2889863739441533,0.7601103115745205,425,0.0005741820863485426,0.24467962256874817,True,
future_heavy_N3_cap0.33,completed,future_heavy,3,0.33,0.19182016668892166,-0.28750872319734866,0.7554354436554218,431,0.008793591342025878,0.245688556508427,True,
rs_heavy_N2_cap0.5,completed,rs_heavy,2,0.5,0.20151597492203033,-0.3108325824445688,0.7373702505779062,283,0.000306298811558852,0.2593166075225385,True,
rs_heavy_N3_cap0.4,completed,rs_heavy,3,0.4,0.18505524468852808,-0.29628017400867146,0.7099323394827208,431,0.0005227385548679641,0.2612249293201434,True,
rs_heavy_N3_cap0.5,completed,rs_heavy,3,0.5,0.18505524468852808,-0.29628017400867146,0.7099323394827208,431,0.0005227385548679641,0.2612249293201434,True,
rs_heavy_N3_cap0.33,completed,rs_heavy,3,0.33,0.18321752481185682,-0.2972929267848806,0.7067448524210871,431,0.00883865306327949,0.2640754019730238,True,
rs_heavy_N5_cap0.25,completed,rs_heavy,5,0.25,0.15919272444095323,-0.2734303980855991,0.6611576823472517,707,0.0007248609760828383,0.2642376736446459,True,
rs_heavy_N5_cap0.33,completed,rs_heavy,5,0.33,0.15919272444095323,-0.2734303980855991,0.6611576823472517,707,0.0007248609760828383,0.2642376736446459,True,
rs_heavy_N5_cap0.4,completed,rs_heavy,5,0.4,0.15919272444095323,-0.2734303980855991,0.6611576823472517,707,0.0007248609760828383,0.2642376736446459,True,
rs_heavy_N5_cap0.5,completed,rs_heavy,5,0.5,0.15919272444095323,-0.2734303980855991,0.6611576823472517,707,0.0007248609760828383,0.2642376736446459,True,
leader_onset_shadow_N7_cap0.25,completed,leader_onset_shadow,7,0.25,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.2646983954252281,True,
leader_onset_shadow_N7_cap0.33,completed,leader_onset_shadow,7,0.33,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.2646983954252281,True,
leader_onset_shadow_N7_cap0.4,completed,leader_onset_shadow,7,0.4,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.2646983954252281,True,
leader_onset_shadow_N7_cap0.5,completed,leader_onset_shadow,7,0.5,0.17710978051428405,-0.29180817593951214,0.7459367480673901,988,0.0008511991513511304,0.2646983954252281,True,
rs_heavy_N7_cap0.25,completed,rs_heavy,7,0.25,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.27544394322111565,True,
rs_heavy_N7_cap0.33,completed,rs_heavy,7,0.33,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.27544394322111565,True,
rs_heavy_N7_cap0.4,completed,rs_heavy,7,0.4,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.27544394322111565,True,
rs_heavy_N7_cap0.5,completed,rs_heavy,7,0.5,0.16680948228855685,-0.2922534255096725,0.7225110543609066,983,0.0009348456315251565,0.27544394322111565,True,
rs_heavy_N4_cap0.33,completed,rs_heavy,4,0.33,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.27704690982106395,True,
rs_heavy_N4_cap0.4,completed,rs_heavy,4,0.4,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.27704690982106395,True,
rs_heavy_N4_cap0.5,completed,rs_heavy,4,0.5,0.17648776406121636,-0.3035346738822803,0.7155172299439491,567,0.0005989634387443317,0.27704690982106395,True,
rs_heavy_N4_cap0.25,completed,rs_heavy,4,0.25,0.17483274012677796,-0.30686931836966014,0.7092178194892823,563,0.0005217540359548399,0.2820365782428822,True,
monster_heavy_N3_cap0.25,completed,monster_heavy,3,0.25,0.13776443396146365,-0.2807627409915078,0.6719296933456318,429,0.24865628514368016,0.29299830703004415,True,
leader_onset_shadow_N2_cap0.25,completed,leader_onset_shadow,2,0.25,0.08243136767771575,-0.2408053003157664,0.4723552121738974,298,0.49858679355096686,0.3083739326380507,True,
future_heavy_N4_cap0.33,completed,future_heavy,4,0.33,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.3107307229611703,True,
future_heavy_N4_cap0.4,completed,future_heavy,4,0.4,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.3107307229611703,True,
future_heavy_N4_cap0.5,completed,future_heavy,4,0.5,0.152914068638198,-0.3136447915993683,0.6325923038939815,563,0.0006372735445430037,0.3107307229611703,True,
future_heavy_N4_cap0.25,completed,future_heavy,4,0.25,0.1510325265076693,-0.3145406955636987,0.6249132978435421,562,0.0006679369154633638,0.3135081690560294,True,
future_heavy_N7_cap0.25,completed,future_heavy,7,0.25,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.3176812154601454,True,
future_heavy_N7_cap0.33,completed,future_heavy,7,0.33,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.3176812154601454,True,
future_heavy_N7_cap0.4,completed,future_heavy,7,0.4,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.3176812154601454,True,
future_heavy_N7_cap0.5,completed,future_heavy,7,0.5,0.14624251233520225,-0.3139237277953476,0.6163729010348359,955,0.0009002521331458242,0.3176812154601454,True,
monster_heavy_N3_cap0.4,completed,monster_heavy,3,0.4,0.18274778685396487,-0.3587966054435284,0.7196919058556581,430,0.0005275693124451345,0.3260488185895636,True,
monster_heavy_N3_cap0.5,completed,monster_heavy,3,0.5,0.18274778685396487,-0.3587966054435284,0.7196919058556581,430,0.0005275693124451345,0.3260488185895636,True,
monster_heavy_N3_cap0.33,completed,monster_heavy,3,0.33,0.17959195277477513,-0.35827064842003775,0.712030612975297,434,0.00885222146567129,0.32867869564526264,True,
leader_onset_shadow_N3_cap0.25,completed,leader_onset_shadow,3,0.25,0.12599556765403808,-0.30937069837887476,0.6120078378929472,450,0.24882508801518616,0.3333751307248367,True,
