snapshot_date,base_rebalance_date,portfolio_kind,governor_mode,crisis_score,raw_crisis_score,crisis_zone,event_reason,stock_weight,cash_weight,row_count,cash_hard_gate_enabled,cash_hard_gate_allowed,cash_hard_gate_reason,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,shakeout_guard_score
2019-06-28,2019-06-28,main,conservative,0.021225719021975644,0.021225719021975644,normal,base_rebalance,0.7141721741065473,0.2858278258934527,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,2019-07-31,main,conservative,0.0449568852560331,0.0449568852560331,normal,base_rebalance,0.7199999999999999,0.28000000000000025,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-08-30,2019-08-30,main,conservative,0.07154743213270594,0.07154743213270594,normal,base_rebalance,0.7898573285376126,0.21014267146238738,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-09-30,2019-09-30,main,conservative,0.02168329798471202,0.02168329798471202,normal,base_rebalance,0.8722094420165338,0.1277905579834663,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-10-31,2019-10-31,main,conservative,0.021434636984425274,0.021434636984425274,normal,base_rebalance,0.898757142660634,0.10124285733936618,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-11-29,2019-11-29,main,conservative,0.005989131686070624,0.005989131686070624,normal,base_rebalance,0.7967951235626266,0.2032048764373734,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-12-31,2019-12-31,main,conservative,0.009655820164113128,0.009655820164113128,normal,base_rebalance,0.7553487119111628,0.24465128808883735,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-01-31,2020-01-31,main,conservative,0.25136057714494037,0.25136057714494037,normal,base_rebalance,0.9479038290574832,0.052096170942516944,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-02-28,2020-02-28,main,conservative,0.6113451631396936,0.6113451631396936,caution,crisis_governor_caution,0.9000000000000001,0.10000000000000002,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-02,2020-02-28,main,conservative,0.32392589555436374,0.32392589555436374,normal,crisis_governor_reentry,0.6979196057418322,0.3020803942581679,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-03,2020-02-28,main,conservative,0.5951067459903584,0.5951067459903584,caution,crisis_governor_caution,0.9000000000000001,0.10000000000000002,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-04,2020-02-28,main,conservative,0.2798514015189395,0.2798514015189395,normal,crisis_governor_reentry,0.6979196057418322,0.3020803942581679,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2020-03-05,2020-02-28,main,conservative,0.6051444894982552,0.6051444894982552,caution,crisis_governor_caution,0.9000000000000001,0.10000000000000002,19,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
