label,horizon,action,n,avg_return,median_return,hit_rate,worst_return,best_return
AMBIGUOUS,1m,add25,349,0.014263327784491301,0.0008410621323381995,0.501432664756447,-0.2510173267568445,0.7587235714869702
AMBIGUOUS,1m,exit_to_cash,349,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,1m,hold,349,0.01141066222759304,0.0006728497058705596,0.501432664756447,-0.20081386140547564,0.6069788571895762
AMBIGUOUS,1m,label_oracle,349,0.00570533111379652,0.0003364248529352798,0.501432664756447,-0.10040693070273782,0.3034894285947881
AMBIGUOUS,1m,trim50,349,0.00570533111379652,0.0003364248529352798,0.501432664756447,-0.10040693070273782,0.3034894285947881
AMBIGUOUS,3m,add25,349,0.07234181070934445,0.07021953489862426,0.664756446991404,-0.28763550765410084,1.0247932724854683
AMBIGUOUS,3m,exit_to_cash,349,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,3m,hold,349,0.05787344856747557,0.05617562791889941,0.664756446991404,-0.23010840612328065,0.8198346179883746
AMBIGUOUS,3m,label_oracle,349,0.028936724283737784,0.028087813959449703,0.664756446991404,-0.11505420306164033,0.4099173089941873
AMBIGUOUS,3m,trim50,349,0.028936724283737784,0.028087813959449703,0.664756446991404,-0.11505420306164033,0.4099173089941873
AMBIGUOUS,6m,add25,349,0.11370897386457421,0.12699734957299896,0.8624641833810889,-0.12402527253186149,0.46656104861086595
AMBIGUOUS,6m,exit_to_cash,349,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,6m,hold,349,0.09096717909165936,0.10159787965839917,0.8624641833810889,-0.09922021802548919,0.37324883888869276
AMBIGUOUS,6m,label_oracle,349,0.04548358954582968,0.050798939829199585,0.8624641833810889,-0.049610109012744597,0.18662441944434638
AMBIGUOUS,6m,trim50,349,0.04548358954582968,0.050798939829199585,0.8624641833810889,-0.049610109012744597,0.18662441944434638
DISTRIBUTION,1m,add25,404,0.03455833179346455,0.03216494974943654,0.6311881188118812,-0.4365080005079472,0.5268171937584876
DISTRIBUTION,1m,exit_to_cash,404,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,hold,404,0.027646665434771633,0.02573195979954923,0.6311881188118812,-0.34920640040635775,0.42145375500679005
DISTRIBUTION,1m,label_oracle,404,0.0,0.0,0.0,0.0,0.0
