ticker,Name,sector,portfolio_sleeve_label,portfolio_candidate_gate_label,governance_catalyst_score,governance_catalyst_label,event_regime_label,live_event_alert_label,portfolio_monster_early_score,rs_acceleration_score,market_cap_live,ownership_flow_pillar_score,insider_cluster_boost_score,event_revision_pillar_score,selection_flow_confirmation_score,event_reaction_score,live_event_growth_reentry_score,live_event_defensive_score,live_event_risk_score,focus_live_event_growth_score,focus_event_stress_penalty
RKLB,ROCKET LAB CORP,Industrials,future_winner,future_relaxed,1.5091861190997509,revision_event+growth_reentry,balanced,balanced,0.0,-1.42434144157908,69047538212.51938,0.0666666666666666,0.0,2.81849190677088,0.2,5.894447643936993,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.3683586686060559,0.0
QCOM,QUALCOMM INC,Information Technology,unassigned,rejected,1.429267831239965,revision_event+growth_reentry,balanced,balanced,0.0,2.614565034665457,220343962280.27344,0.0666666666666666,0.0,2.418900467471951,0.2,5.894447643936993,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.2060525860490407,0.0
DVA,DAVITA INC,Health Care,early_scout,early_relaxed,1.3968754123342315,revision_event+growth_reentry,balanced,balanced,0.0,2.4367016570109508,12899705529.785156,0.0666666666666666,0.0,3.0243130970983527,0.2,4.871281345063568,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.2101502462201001,0.0
NXPI,NXP Semiconductors,Semiconductors,future_winner,adr_global_alpha_fallback,1.3715771354603354,revision_event+growth_reentry,balanced,balanced,0.0,0.6505542795739119,74284564480.0,0.0666666666666666,0.0,2.503484683229725,0.2,5.39706405106243,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.2106955683636827,0.0
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,unassigned,rejected,1.2329534112532172,revision_event+growth_reentry,balanced,balanced,0.0,3.0,8183264794.114914,0.0666666666666666,0.0,3.0203046088692806,0.2,3.784745275333507,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.0790574140103992,0.0005595719027633
URI,UNITED RENTALS INC,Industrials,unassigned,rejected,1.2296923909286754,revision_event+growth_reentry,balanced,balanced,0.0,-0.0122102735175118,60246254015.5993,0.0666666666666666,0.0,2.6016418622969275,0.2,4.320289515428426,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.1597239542911222,0.0
HRB,H&R BLOCK INC,Consumer Discretionary,early_scout,early_relaxed,1.2115104313852993,revision_event+growth_reentry,balanced,balanced,0.0,2.5449231377228463,4652099693.610363,0.0666666666666666,0.0,2.7665250390940086,0.2,3.983620617735552,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.0669961973240004,0.0026330409954445
ARM,Arm Holdings,Information Technology,future_winner,future_relaxed,1.1596267556524065,revision_event+growth_reentry,balanced,balanced,0.0,2.593452310262811,217571934814.45312,0.0666666666666666,0.0,2.33600613138942,0.2,4.2073662547966455,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.2205263862393299,0.0
AAON,AAON INC,Industrials,early_scout,early_relaxed,1.1268925069035967,revision_event+growth_reentry,balanced,balanced,0.0,1.963069334585323,10891800178.68988,0.0666666666666666,0.0,2.158892493579727,0.2,4.22528944688417,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.1557377478220411,0.0
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,future_winner,future_relaxed,1.0372821729631372,revision_event+growth_reentry,balanced,balanced,0.0,0.4856400303548067,15657643475.501678,0.0666666666666666,0.0,2.436764750301343,0.2,3.2573908783189527,0.4851294514616188,0.0989634670653127,0.0287694159645444,0.1437004489449175,0.0
