rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.08830258588465477,-0.27647343188475093,
2020-02-28,-0.0763106370001252,-0.08228527328531043,
2026-02-27,-0.06788647345257552,-0.08402036493054033,
2023-08-31,-0.06674429023422696,-0.17551405067910708,
2024-11-29,-0.06403996019797015,-0.0640399601979702,
2021-12-31,-0.06326279040082589,-0.08757985136418645,
2019-08-30,-0.06266396097209154,-0.06266396097209159,
2020-08-31,-0.05993164049292428,-0.05993164049292443,
2021-08-31,-0.05960062103312014,-0.05960062103312003,
2022-05-31,-0.05708566263196837,-0.2116647190941786,
