hard_stop_pct,trail_stop_pct,cagr_pct,sharpe,max_dd_pct,calmar,pct_stopped,beats_baseline_sharpe,beats_baseline_cagr,beats_baseline_calmar
-8.0,-10.0,13.687428693888371,0.728024985061628,-25.797645668856084,0.5305689080927398,38.95582329317269,False,False,False
-8.0,-15.0,16.033544679409605,0.7228764056504471,-30.426398437147572,0.5269616353881128,30.923694779116467,False,False,False
-8.0,-20.0,17.722375540328784,0.7942204397824053,-26.495829736704458,0.6688741479863195,28.915662650602407,False,False,False
-8.0,-25.0,17.430675583188293,0.803502665984252,-24.528641668128436,0.710625391288464,28.514056224899598,False,False,False
-8.0,-99.0,19.26755540389835,0.8359701000073351,-24.528641668128426,0.7855125312109668,27.710843373493976,False,False,False
-10.0,-10.0,13.517246354246982,0.7151265554050671,-27.796076151994463,0.4863005224310077,36.144578313253014,False,False,False
-10.0,-15.0,15.742625944514788,0.7047050151331488,-28.067347611027515,0.5608875538467194,24.899598393574294,False,False,False
-10.0,-20.0,17.796616483374095,0.7885830261632439,-25.96367957301546,0.6854427714425521,22.48995983935743,False,False,False
-10.0,-25.0,17.50838776769783,0.7973781515670945,-22.740275581655535,0.7699285659414682,22.08835341365462,False,False,False
-10.0,-99.0,19.348828857621527,0.8307613544651083,-22.740275581655535,0.8508616699979717,21.285140562248998,False,False,False
-12.0,-10.0,13.25833281173827,0.7025799748583715,-27.454967218694904,0.4829119884255509,36.144578313253014,False,False,False
-12.0,-15.0,20.134655326145644,0.8185636509023195,-32.834845035001756,0.6132100000679832,20.080321285140563,False,False,False
-12.0,-20.0,22.717372143516677,0.9163639092106682,-27.3052102998625,0.8319793875980905,16.06425702811245,False,False,False
-12.0,-25.0,22.385062891759276,0.9229997021167967,-24.27125473202184,0.9222870073637335,15.66265060240964,False,False,False
-12.0,-99.0,24.30433810825152,0.9525370024148613,-24.27125473202184,1.0013630682300916,14.859437751004014,False,False,False
-15.0,-10.0,14.635001900975396,0.7670112438812543,-26.49465962962608,0.5523755392807792,36.144578313253014,False,False,False
-15.0,-15.0,23.42492489041179,0.925113009102495,-34.659239360641195,0.6758637905081375,15.261044176706829,False,False,False
-15.0,-20.0,26.281788479399857,1.0128276213911422,-29.74692390910333,0.883512814962254,10.040160642570282,False,False,False
-15.0,-25.0,25.192899958753845,0.9897184583800605,-27.34358182009562,0.9213460081604534,9.63855421686747,False,False,False
-15.0,-99.0,27.010277665664507,1.0120552730028758,-27.933221178204093,0.9669589301337095,8.835341365461847,False,False,False
-20.0,-10.0,15.283862930808368,0.7976655831970056,-26.49465962962607,0.576865796521428,36.144578313253014,False,False,False
-20.0,-15.0,23.997666538557706,0.9485742131424793,-34.27597621467464,0.7001307968081603,15.261044176706829,False,False,False
-20.0,-20.0,28.802887573604142,1.087068999090421,-26.01888759085782,1.106999193298507,6.827309236947792,False,False,False
-20.0,-25.0,27.976495311617676,1.0659728004004025,-30.3453049145358,0.9219381841906149,5.220883534136546,False,False,False
-20.0,-99.0,29.05463152599108,1.055926506855692,-33.05553863386591,0.8789640927594555,4.016064257028113,False,False,False
