portfolio,cagr,cagr_target,cagr_gap_pp,cagr_pass,max_dd,max_dd_target,max_dd_improvement_needed_pp,max_dd_pass,target_pass
main_proxy,0.3326299458507995,0.25,0.0,True,-0.15189570861580304,-0.2,0.0,True,True
concentrated,0.43215253736514225,0.4,0.0,True,-0.1505341319007215,-0.22,0.0,True,True
unified_balanced,0.26576052767423985,0.28,1.4239472325760172,False,-0.11342010239876166,-0.22,0.0,True,False
