rebalance_date,ticker,weight,selected_theme,theme_member_score,raw_period_forward_return,risk_clipped_return,weighted_forward_return,market_cap_current,dollar_vol_current,mom_1m_current,mom_3m_current,mom_6m_current,rs_benchmark_current,rs_acceleration_score,breakout_setup_quality_score,industry_group_strength_score
2019-04-30,QCOM,0.5,ai_compute_semiconductors,2.241514011238817,-0.245382408513191,-0.2,-0.1,89101448654.1748,1954613476.8268013,0.5102581578122467,0.763795922740697,0.3936307537354531,0.6479512257710001,1.033769478032319,0.2813720338867513,2.0137497832499984
2019-04-30,AVGO,0.32268663926507735,ai_compute_semiconductors,1.1957141431659664,-0.2104837154394733,-0.2,-0.06453732785301547,10521634820.722898,495155852.8532028,0.0588274342339383,0.2062337107488983,0.4607146805884563,0.0903890137792013,-0.5017158975178398,0.5758264583989791,2.0137497832499984
2019-04-30,AMAT,0.17731336073492265,ai_compute_semiconductors,1.10845807701346,-0.1053475411655163,-0.1053475411655163,-0.018679526569218306,39695603790.2832,311671598.7292862,0.1111950963627501,0.1595659003739764,0.3647200981282383,0.0437212034042795,1.308106649591713,0.4447133219640423,2.0137497832499984
2019-05-31,PYPL,0.5,financials,1.2972708471091794,0.0368170671729508,0.0368170671729508,0.0184085335864754,130999621582.03123,552653806.9601059,-0.0107265732882487,0.1108299745222554,0.3389044240970853,0.1292449918743877,-0.203542575899407,0.5833156571089841,1.129677624183443
2019-05-31,V,0.29342022099171133,financials,1.1666145747288985,0.0777514952011044,0.0777514952011044,0.022813860904344035,267826162246.7041,1049569335.2293396,-0.0074440888498059,0.0810075684508666,0.1909362668870471,0.099422585802999,-0.0469567706961191,0.6054824166535852,1.129677624183443
2019-05-31,MKTX,0.2065797790082887,financials,1.118666128922403,0.0869169741496029,0.0869169741496029,0.017955289311894107,10499273624.083862,112550641.39221191,0.0578070414793379,0.2272978948972368,0.3727494264976871,0.2457129122493692,0.5862094784500482,0.5607142857142857,-0.4161957891971571
2019-06-28,QCOM,0.5,ai_compute_semiconductors,1.2951920787445814,-0.0723935860652824,-0.0723935860652824,-0.0361967930326412,79413666755.67627,765446566.7950821,0.1528055966125254,0.3460514937870631,0.3845238609656978,0.3081739888477461,1.5805389181146103,0.3272497075622574,0.2147599333119017
2019-06-28,AMAT,0.41697037508045043,ai_compute_semiconductors,1.1401076755014588,0.083637105043697,0.083637105043697,0.03487419506071337,40659121551.51367,396294316.7083168,0.1298110950945283,0.138166753405533,0.4380532734190132,0.1002892484662161,1.3355254196806434,0.5185419927521566,0.2147599333119017
2019-06-28,TER,0.08302962491954956,ai_compute_semiconductors,0.8298651503603042,0.1609308832307587,0.1609308832307587,0.013362030872621722,8169696612.01477,81814167.5156784,0.1259700007225606,0.2051497294728734,0.5562113072506336,0.1672722245335565,0.7637588558662021,0.6414529193134019,0.2147599333119017
2019-07-31,MDT,0.39607618736010397,health_care,1.3501635412513409,0.0645000944082454,0.0645000944082454,0.025546951477584602,112917787773.80608,322235266.45233154,0.0448537679595661,0.1606855840307264,0.173425827277954,0.1413096498644388,1.058014564058813,0.3593403399767501,1.024701180851589
2019-07-31,EW,0.3942118467417414,health_care,1.349353986425986,0.0407388427212334,0.0407388427212334,0.016059734423258767,14750504365.53955,244350812.34981537,0.1488637444607927,0.2135811140055743,0.2614080451545861,0.1942051798392867,0.0667755850803977,0.5491736788103293,1.024701180851589
2019-07-31,HUM,0.2097119658981546,health_care,1.2565915362414843,-0.058626247806823,-0.058626247806823,-0.012294625680801226,37703293862.98279,286680698.96499634,0.1363632607789817,0.2080530636148223,-0.0273908240239683,0.1886771294485347,2.5113844758535007,0.2519685549356985,-1.3174685683208744
2019-08-30,TGT,0.5,consumer_staples,1.7097845875450433,-0.0175140929723974,-0.0175140929723974,-0.0087570464861987,45915591894.07893,677143146.1525726,0.3055218311421763,0.3003280007453759,0.4976461965561125,0.2340087017965881,1.1560995947498005,0.3660052251224992,1.9736538096845304
2019-08-30,COST,0.40437220553340136,consumer_staples,1.2594362457175636,-0.0319239923258886,-0.0319239923258886,-0.012909175186250952,117928179096.75896,575626420.1163483,0.0759081795609057,0.2254206671052809,0.3562100761689453,0.1591013681564932,0.4051020280550044,0.5313751254098831,1.9736538096845304
2019-08-30,DG,0.09562779446659864,consumer_staples,0.9953469190036857,0.0147996637837162,0.0147996637837162,0.0014152592064839763,36511552085.87647,247829071.5845871,0.1811579913376142,0.2127732440903342,0.3195694785183338,0.1464539451415465,-0.4016011568377076,0.5055850352980193,1.9736538096845304
2019-09-30,DOCU,0.5,information_technology,1.2030236935274896,0.0741576425059737,0.0741576425059737,0.03707882125298685,10895009437.820436,325085674.3543434,0.3339078115338962,0.2225073307709213,0.1875719005328284,0.2183208872912818,1.7574982835923811,0.474723505291625,-0.2681528105390033
2019-09-30,TYL,0.305727871750565,information_technology,1.0832007462273698,0.002311279074258,0.002311279074258,0.0007066224323945145,12638841862.5,59864578.03833008,0.0251904413768082,0.1904222327295117,0.2689128737654742,0.1862357892498722,1.8609269967936428,0.6011689702141958,-0.2681528105390033
2019-09-30,AAPL,0.19427212824943504,information_technology,1.0195818108093335,0.0874838286199071,0.0874838286199071,0.016995669573398188,243912382440.1474,5695764686.773148,0.0715756164804675,0.115459824106453,0.1801229259692609,0.1112733806268135,1.3974266955292582,0.5936337946703729,-0.1770015221344773
2019-10-31,BKNG,0.5,consumer_discretionary,1.5387869850090448,-0.0781915855386354,-0.0781915855386354,-0.0390957927693177,5079803089.416504,425101350.75855255,0.055283528781618,0.1097945750467306,0.1231857559452751,0.0738095134004421,1.0609303008018631,0.7192631696434991,0.3258986768164428
2019-10-31,HD,0.37418317801377066,consumer_discretionary,1.310717751535273,-0.0831108726925682,-0.0831108726925682,-0.031098690471603078,229304297866.8213,519805622.6352692,0.0400354406875638,0.112479399458891,0.1850217368672961,0.0764943378126026,0.0458191004558287,0.6135656816274013,-0.0235209636910274
2019-10-31,LULU,0.12581682198622932,consumer_discretionary,1.1295832459651178,0.084754923819091,0.084754923819091,0.010663595162602998,24839232519.53125,306817450.58555603,0.0800507534435341,0.1416196983956481,0.1434729342273926,0.1056346367493596,0.0394825181104931,0.7232969917776583,-0.6614108517855204
2019-11-29,AAPL,0.5,information_technology,2.1578620618890314,0.1083926015562706,0.1083926015562706,0.0541963007781353,286242411539.8025,5662711254.926376,0.1019171219016108,0.2841450038077053,0.5526303450388541,0.2108414220058012,0.5668169730866612,0.6466177881185121,0.016144920046884
2019-11-29,QRVO,0.4150319399891512,information_technology,2.012303424891626,0.1268499412582064,0.1268499412582064,0.05264677720790328,13031043545.516968,221136085.97862244,0.3050720234922295,0.458910802733423,0.6840658902019428,0.3856072209315189,1.9068404981138585,0.5299853367804058,2.536202856500501
2019-11-29,UI,0.08496806001084875,information_technology,1.7097771725773576,-0.0388465489538204,-0.0388465489538204,-0.0033007159027225856,13771775457.000135,51426544.33742523,0.5327867847117089,0.7873035805872137,0.6514161090121253,0.7139999987853096,0.83492560672109,0.4022603151378487,-0.3455891153519345
2019-12-31,AMD,0.5,ai_compute_semiconductors,2.0703384222369956,-0.0098164549398456,-0.0098164549398456,-0.0049082274699228,46089300613.40332,2020307818.3190155,0.1713920516717533,0.5945758082538986,0.4679897870149732,0.4957644826863447,-0.6322891317403965,0.5532279382042342,2.801934800340968
2019-12-31,INTC,0.2743175748349678,ai_compute_semiconductors,1.4365512944358356,0.0700530637146057,0.0700530637146057,0.01921678654795012,229650426292.41943,1020798840.7930564,0.031007967924179,0.1855672902691694,0.2590545869395824,0.0867559647016156,1.184773292173216,0.528544655112884,2.801934800340968
