ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,71190.0,0.2729056827111641,0.0,0.0,-71190.0
DDOG,57022.301818847656,0.2185940470239454,0.0,0.0,-57022.301818847656
DXCM,26917.053634643555,0.1031860780830934,0.0,0.0,-26917.053634643555
BILL,25636.500549316406,0.0982770990972935,0.0,0.0,-25636.500549316406
TSLA,18607.0400390625,0.0713297789730905,0.0,0.0,-18607.0400390625
