portfolio_kind,ticker,entry_date,entry_signal_date,entry_reason,quantity_open,entry_price,entry_value_usd,entry_fee_unrealized_usd,entry_target_weight,fill_mode,entry_regime_state,entry_sleeve,entry_signal_breakdown
concentrated,EXPE,2026-05-15,2026-05-15,target_rebalance,284.0,217.72999572753903,61835.31878662109,154.58829696655275,0.2088810371884173,next_close,unknown,unknown,{}
concentrated,ADI,2026-05-15,2026-05-15,target_rebalance,165.0,417.489990234375,68885.84838867188,172.2146209716797,0.23361415002711,next_close,unknown,unknown,{}
concentrated,CIEN,2026-05-15,2026-05-15,target_rebalance,18.0,554.4600219726562,9980.280395507812,24.950700988769533,0.0355041154179514,next_close,unknown,unknown,{}
concentrated,JHG,2026-05-15,2026-05-15,target_rebalance,1186.0,51.720001220703125,61339.921447753906,153.34980361938477,0.2070468076679743,next_close,unknown,unknown,{}
concentrated,MRVL,2026-05-15,2026-05-15,target_rebalance,88.0,176.88999938964844,15566.319946289062,38.915799865722654,0.0525701222200711,next_close,unknown,unknown,{}
concentrated,MU,2026-05-15,2026-05-15,target_rebalance,8.0,724.6599731445312,5797.27978515625,14.493199462890626,0.0205476074530569,next_close,unknown,unknown,{}
concentrated,NVDA,2026-05-15,2026-05-15,target_rebalance,318.0,225.32000732421875,71651.76232910156,179.1294058227539,0.2418361600254186,next_close,unknown,unknown,{}
