ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,168.0,428.2200012207031,2026-06-18,71940.96020507812,402.5450711275545,0.09234602059252539
COHR,50.0,389.57000732421875,2026-06-18,19478.500366210938,290.0401208496094,0.02500330814048071
FIX,12.0,1931.77001953125,2026-06-17,23181.240234375,1866.2886962890625,0.02975627906468735
KEYS,19.0,350.70001220703125,2026-06-17,6663.300231933594,313.2699890136719,0.008553253371629094
LITE,58.0,850.0,2026-06-18,49300.0,498.4315695774017,0.06328326453015763
MRVL,214.0,310.5799865722656,2026-06-18,66464.11712646484,164.9499969482422,0.08531574656952241
MU,23.0,1133.989990234375,2026-06-18,26081.769775390625,470.2160957551985,0.03347950377506521
ON,361.0,121.62000274658203,2026-06-18,43904.82099151611,105.03833715803405,0.05635781746359699
PWR,58.0,702.25,2026-06-18,40730.5,730.4976017392914,0.05228314413682729
SNDK,43.0,2184.75,2026-06-18,93944.25,763.4664534229344,0.1205902398344272
STM,1049.0,78.38999938964844,2026-06-18,82231.10935974121,55.75,0.10555482852374896
TER,24.0,437.9200134277344,2026-06-18,10510.080322265625,212.23284727510728,0.013491119538887219
WDC,116.0,746.22998046875,2026-06-18,86562.677734375,337.059477295969,0.11111498648079593
