rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2022-06-30,2022-07-29,balanced,0.25,0.7,0.0499999999999999,0.0,0.0961440065148993,0.0070705596128612,0.0961440065148993,0.9929294403871388,0.9038559934851004,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1351827932828165,-0.0944690303326952,2.279002915943078,bear,0.004756641085241599,0.3644295389879573,0.31414419763809315,0.2840085104772792,0.10681365363170489,0.051428571428571386,0.0,0.1127975567695487,balanced,bear,0.43000000000000005,0.1341084195147665,0.12780382971477564,0.0,1,False,0.27408787082164676,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-07-29,2022-08-31,balanced,0.25,0.725,0.0249999999999999,0.0,0.1296173845421335,0.0,0.1296173845421335,1.0,0.8703826154578664,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0944690303326952,-0.116179273130619,2.2243634742236207,bear,0.3635695414537605,0.47851442613287515,0.1842044089356403,0.17626912126053257,0.4553050496396405,0.08247221137788599,0.1319555382046176,0.1616641613470554,turnaround_accumulation,bear,0.43000000000000005,0.12318892261184286,0.07932110456723966,0.0,1,False,0.2616614515664087,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-08-31,2022-09-30,balanced,0.25,0.725,0.0249999999999999,0.0,0.1176466400053035,0.0,0.1176466400053035,1.0,0.8823533599946964,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.116179273130619,-0.1542379649695952,2.12857893169177,bear,0.0,0.3879312134149481,0.4427599074899794,0.3228584403823298,0.10935797181089492,0.5038158541507113,0.10763170830142241,0.255200616168878,balanced,bear,0.63,0.32734711203464995,0.1452862981720484,0.0,2,True,0.48589403764307215,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2022-09-30,2022-10-31,balanced,0.25,0.75,0.0,0.0,0.0679154028297528,0.0,0.0679154028297528,1.0,0.9320845971702472,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1542379649695952,-0.0811286130033176,2.3125775268751805,bear,0.0,0.34293598319706786,0.4712859115653603,0.5347727261438058,0.10379292800569831,0.4500000000000001,0.0,0.3908315649872258,quality_compounder,bear,0.63,0.35974156542563657,0.3206477267647126,0.0,3,True,0.5890649367093517,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2022-10-31,2022-11-30,balanced,0.25,0.45,0.3,0.0,0.131925238165832,0.0,0.131925238165832,1.0,0.8680747618341681,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.0811286130033176,-0.0723758113750768,2.3346062162316152,bear,0.0291004556523422,0.4649330541803373,0.32951974361140657,0.1884103836651114,0.2910831577950946,0.4276580952435741,0.16103047620143496,0.2151618179026502,turnaround_accumulation,bear,0.43000000000000005,0.26210964834740214,0.08478467264930013,0.0,1,False,0.2974843466167106,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2022-11-30,2022-12-30,balanced,0.25,0.45,0.3,0.0,0.1949587810490227,0.0,0.1949587810490227,1.0,0.8050412189509772,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0723758113750768,-0.1061340716348135,2.2496448221476872,neutral,0.4990863773640889,0.5147748502667924,0.3382850531519383,0.03670430851965971,0.4336798460239413,0.03715622110999339,0.07431244221998679,0.1597684164370255,turnaround_accumulation,neutral,0.15,0.0719359151659383,0.01651693883384687,0.0,0,False,0.09628736655825394,green,turnaround_accumulation,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_early_scout_turnaround_accumulation,True,False
2022-12-30,2023-01-31,balanced,0.25,0.55,0.2,0.0,0.0464734637482716,0.0,0.0464734637482716,1.0,0.9535265362517285,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.1061340716348135,-0.0784779277746964,2.319248661897205,bear,0.07653735970616529,0.31023489489426415,0.3766241397562768,0.28359606741150645,0.10920947831638571,0.45685826201445995,0.013716524028919801,0.20987842192889433,balanced,bear,0.43000000000000005,0.2775747334465635,0.1276182303351779,0.0,1,False,0.30991732942867645,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2023-01-31,2023-02-28,balanced,0.25,0.45,0.3,0.0,0.0774081918678153,0.0,0.0774081918678153,1.0,0.9225918081321848,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.0784779277746964,-0.0998903131307816,2.2653588554759576,neutral,0.7012118547325288,0.4240739283078109,0.3715871749670811,0.0415557301147853,0.34020685204327156,0.0638239044499328,0.1276478088998656,0.10630764899710851,breakout_growth,neutral,0.15,0.09022872373300456,0.018700078551653385,0.0,0,False,0.10129719664358182,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2023-02-28,2023-03-31,balanced,0.25,0.5,0.25,0.0,0.101530446206594,0.0,0.101530446206594,1.0,0.8984695537934059,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0998903131307816,-0.0717727194941791,2.336124052949726,neutral,0.3239957086637142,0.3787921175206713,0.5024145625467478,0.09445225879594188,0.19034752738731092,0.4628202068938813,0.0256404137877626,0.17185443717873317,quality_compounder,neutral,0.15,0.2282007312819208,0.12250351645817384,0.0,0,False,0.15655088611211498,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-03-31,2023-04-28,balanced,0.25,0.45,0.3,0.0,0.1016381266911763,0.0,0.1016381266911763,1.0,0.8983618733088237,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,-0.0717727194941791,-0.0669297658417039,2.348312598527381,bull,0.7194776680189535,0.4467506963536692,0.2659101581476228,0.0322425566148502,0.7257458621894661,0.0,0.0,0.1088129583573161,breakout_growth,bull,0.0,0.02821110299443326,0.01450915047668259,0.0,0,False,0.009954605843944832,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2023-04-28,2023-05-31,balanced,0.25,0.45,0.3,0.0,0.3055889060635288,0.0,0.3055889060635288,1.0,0.6944110939364713,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0669297658417039,-0.0238426341198926,2.456752510714712,neutral,0.2181925216656784,0.31027331022051463,0.43068712986877117,0.0686431988500852,0.0588080937783222,0.09923011868194809,0.19472798831682755,0.12022646481515141,balanced,neutral,0.04,0.15060775662316506,0.03088943948253834,0.0,0,False,0.06382982705229893,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-05-31,2023-06-30,balanced,0.25,0.45,0.3,0.0,0.0611075647096865,0.0,0.0611075647096865,1.0000000000000002,0.9388924352903134,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0238426341198926,0.0,2.660749498620149,bull,0.5425189024930329,0.42146974714216034,0.3868987948303602,0.03881156358458881,0.2569982432013478,0.2571428571428574,0.0,0.1575837491221884,breakout_growth,bull,0.0,0.1407220953640779,0.017465203613064965,0.0,0,False,0.03867356456363247,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2023-06-30,2023-07-31,growth_reentry_alert,0.25,0.45,0.3,0.0,0.1654680187594666,0.0,0.1654680187594666,1.0,0.8345319812405334,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.7537355099903684,bull,0.23826178560529396,0.37444406978424644,0.5574565652999878,0.04522726760175421,0.11667302546674181,0.4676498993673418,0.4210140844489687,0.20855529792279026,quality_compounder,bull,0.0,0.313586997258231,0.1003522704207894,0.0,0,False,0.09846720339871563,recovery,quality_compounder,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2023-07-31,2023-08-31,balanced,0.25,0.45,0.3,0.0,0.0398241306108578,0.0,0.0398241306108578,1.0,0.9601758693891422,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.805246618634477,bull,0.29081557337101666,0.35740488555124894,0.5944529812660235,0.0339162466652917,0.1440641918560399,0.4901677895432503,0.5689070076579289,0.2200727536054952,quality_compounder,bull,0.0,0.3472231192631143,0.09526231099938126,0.0,0,False,0.10585824201565483,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-08-31,2023-09-29,balanced,0.25,0.45,0.3,0.0,0.4741446224579751,0.0,0.4741446224579751,1.0,0.5258553775420248,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.0616539141712479,2.632292184380004,bull,0.1833695139764171,0.19567260017633784,0.615176754728742,0.31369876577195177,0.1278225705445732,0.053729663598602415,0.08174504148291971,0.13599876437185002,quality_compounder,bull,0.0,0.1596251563504677,0.22116444459737833,0.0,0,False,0.08413917800709259,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2023-09-29,2023-10-31,systemic_alert,0.2,0.3,0.1,0.4,0.4428256155570176,0.4,0.4428256155570176,0.6,0.5571743844429823,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0616539141712479,-0.0656447093671521,2.6210970196510304,bear,0.09354879947006657,0.2761325053286099,0.7702650305464324,0.4908262008184503,0.1057174667083336,0.7221743544945677,0.46847091120443995,0.38620670791277034,quality_compounder,bear,0.92,0.5251813236646691,0.6508717903683026,0.0,3,True,0.8414696889898278,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2023-10-31,2023-11-30,balanced,0.25,0.45,0.3,0.0,0.1010275031521247,0.0,0.1010275031521247,1.0,0.8989724968478752,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0656447093671521,-0.0149267685665204,2.763373351586106,bear,0.0086455715320076,0.339054410768886,0.4042051715848758,0.3717934140834158,0.15151282561239401,0.29797354975566487,0.10737567093990252,0.18509535410086064,balanced,bear,0.32,0.2570936701902959,0.16730703633753713,0.0,1,False,0.25773482481508136,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2023-11-30,2023-12-29,balanced,0.25,0.45,0.3,0.0,0.0623223601746744,0.0,0.0623223601746744,1.0,0.9376776398253256,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0149267685665204,0.0,2.835349493727312,neutral,0.45290435273374097,0.46980153993715706,0.31551761160062386,0.03431772834147679,0.4675712872450796,0.0,0.0,0.09469941423609408,turnaround_accumulation,neutral,0.0,0.029046299791006213,0.015442977753664556,0.0,0,False,0.010350170498484464,green,turnaround_accumulation,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_early_scout_turnaround_accumulation,True,False
2023-12-29,2024-01-31,balanced,0.25,0.45,0.3,0.0,0.0769773645191989,0.0,0.0769773645191989,1.0,0.9230226354808012,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,3.001432120998186,bull,0.37449810115313437,0.37049923333579077,0.33538631563372295,0.04,0.2501230455557469,0.0,0.0,0.11282738797255,balanced,bull,0.0,0.05555317303893531,0.018000000000000002,0.0,0,False,0.017488293259733827,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2024-01-31,2024-02-29,balanced,0.25,0.45,0.3,0.0,0.1085819420312806,0.0,0.1085819420312806,1.0,0.8914180579687192,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,3.219538241940864,neutral,0.20426391345311906,0.25619935703692037,0.4678789682630066,0.1553156310097182,0.0924604045051839,0.1402188046406225,0.17758046642410213,0.18996770228317209,quality_compounder,neutral,0.0,0.18739236088506686,0.1498920339543732,0.0,0,False,0.07682649701214136,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-02-29,2024-03-28,balanced,0.25,0.45,0.3,0.0,0.1455842929017835,0.0026408154467862,0.1455842929017835,0.9973591845532138,0.8544157070982163,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,3.4273774616648485,neutral,0.2350391625804654,0.279503124459895,0.40190355886616513,0.03660515177232681,0.1787106240499299,0.3342857142857141,0.0,0.20023079433879065,balanced,neutral,0.0,0.1797818411029447,0.016472318297547063,0.0,0,False,0.048239923935245586,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-03-28,2024-04-30,balanced,0.25,0.45,0.3,0.0,0.3487126437911716,0.0,0.3487126437911716,1.0,0.6512873562088284,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0438788385883645,3.276988119243058,strong_bull,0.1773252585172402,0.26124382719324807,0.4694786916293947,0.0844252206390624,0.091970077371913,0.17368807762717367,0.3430278239965332,0.18460819858780278,quality_compounder,strong_bull,0.0,0.21532166419564047,0.11799134928757808,0.0,0,False,0.07742868590642574,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-04-30,2024-05-31,balanced,0.25,0.45,0.3,0.0,0.0681514019910068,0.0,0.0681514019910068,1.0,0.9318485980089932,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0438788385883645,0.0,3.561316434591761,neutral,0.09765318488402419,0.2332538692918579,0.7794587329970373,0.4425881079171382,0.0476186199952873,0.8236595771900249,0.6473191543800502,0.3940859867635207,quality_compounder,neutral,0.04,0.5891346609696205,0.2791646485627122,0.0,1,False,0.22311659495494757,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2024-05-31,2024-06-28,balanced,0.25,0.45,0.3,0.0,0.1862359316678738,0.0,0.1862359316678738,1.0,0.8137640683321262,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,3.6585349693922105,neutral,0.3414015597552313,0.316637501264162,0.33783309808506257,0.031081342050013897,0.21523096293221267,0.0103928253637253,0.0207856507274506,0.12303227276254092,balanced,neutral,0.0,0.06657460442389741,0.013986603922506254,0.0,0,False,0.019440971890475604,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2024-06-28,2024-07-31,balanced,0.25,0.45,0.3,0.0,0.341228253932797,0.0395167318065671,0.341228253932797,0.960483268193433,0.658771746067203,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.0082050690150372,3.62851643747442,neutral,0.2769479796919206,0.3346088695139476,0.35186313534839525,0.04944403525749302,0.1440895283720489,0.0,0.0,0.0873185288551963,balanced,neutral,0.0,0.06294355998533298,0.02224981586587186,0.0,0,False,0.020185853169507616,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-07-31,2024-08-30,systemic_alert,0.2,0.3,0.1,0.4,0.4288287144132703,0.4,0.4288287144132703,0.6,0.5711712855867297,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0082050690150372,0.0,3.668392198160255,neutral,0.11503423810889501,0.2082934768685809,0.5621772037761074,0.48937150642626814,0.1363053649262098,0.0,0.0,0.3097914728774525,quality_compounder,neutral,0.6,0.19620205936812316,0.6502171778918205,0.0,2,True,0.5390939504203949,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2024-08-30,2024-09-30,balanced,0.25,0.45,0.3,0.0,0.2366595512458958,0.0,0.2366595512458958,1.0,0.7633404487541042,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,3.8545396208988847,neutral,0.31990487455996736,0.3104444929037053,0.3360063295115552,0.05644133309381528,0.27759258641259693,0.022888556570575005,0.04577711314115001,0.14913652702415717,balanced,neutral,0.0,0.0793783029817373,0.025398599892216874,0.0,0,False,0.0249242957238777,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-09-30,2024-10-31,balanced,0.25,0.45,0.3,0.0,0.1316611281150986,0.0,0.1316611281150986,1.0,0.8683388718849013,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,3.998916563762161,neutral,0.3348991320824566,0.29229533685547443,0.4221884531797738,0.0421593188250122,0.15119574140345363,0.1311161620022491,0.2551746537287627,0.1697674728686465,balanced,neutral,0.0,0.16763556354481365,0.01897169347125549,0.0,0,False,0.04570322958045451,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2024-10-31,2024-11-29,balanced,0.25,0.45,0.3,0.0,0.0362996509031444,0.0,0.0362996509031444,1.0,0.9637003490968556,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,4.2837825360382285,neutral,0.1497384436990448,0.26030608016318374,0.5928601940123169,0.31012630032055943,0.2078311489303262,0.6704109630388116,0.35592382020518765,0.3980256364191645,quality_compounder,neutral,0.0,0.4431553254075932,0.21955683514425173,0.0,1,False,0.15470019838074867,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2024-11-29,2024-12-31,growth_reentry_alert,0.25,0.45,0.3,0.0,0.2887705419795607,0.0,0.2887705419795607,1.0,0.7112294580204395,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0329855696999399,4.142479528616354,bull,0.24948902722188399,0.26980137416186695,0.39037527510158126,0.03984614404514209,0.14693171316417583,0.09733404080730833,0.17744948697957172,0.13460547506884546,balanced,bull,0.0,0.13488726214448676,0.01793076482031394,0.0,0,False,0.03730796850018448,recovery,quality_compounder,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2024-12-31,2025-01-31,balanced,0.25,0.45,0.3,0.0,0.0490772610599217,0.0,0.0490772610599217,1.0,0.9509227389400784,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0329855696999399,-0.0076041531317639,4.251207997651018,neutral,0.25061019113045957,0.3441522512905743,0.7199454377723775,0.24823817427595346,0.22031376566029273,0.7729609716043796,0.5995763338864136,0.2739955882979164,quality_compounder,neutral,0.0,0.4842189342073413,0.19170717842417906,0.0,1,False,0.15939616923667113,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2025-01-31,2025-02-28,balanced,0.25,0.45,0.3,0.0,0.0957581938431933,0.0,0.0957581938431933,1.0,0.9042418061568066,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0076041531317639,0.0,4.350215993903418,neutral,0.18562443380362684,0.2847654863785456,0.3704649685607437,0.0770051798482806,0.10779819685946511,0.0341985623135374,0.042682838912789685,0.13331213468121078,balanced,neutral,0.0,0.10007977969657092,0.034652330931726275,0.0,0,False,0.031950411110487985,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2025-02-28,2025-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.7579645859744552,0.2357662900911246,0.7579645859744552,0.7642337099088754,0.2420354140255448,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.0417422418020507,4.168628225994753,neutral,0.11622488038887291,0.2591735096264926,0.5860805336334037,0.5148554177289082,0.20361945951629232,0.057139629398902596,0.0914234070382442,0.3021759227730128,quality_compounder,neutral,0.49,0.2284708923760746,0.6616849379780086,0.0,2,True,0.4944547106896204,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2025-03-31,2025-04-30,risk_off_alert,0.18,0.36,0.18,0.28,0.3421391904382856,0.28,0.3421391904382856,0.72,0.6578608095617143,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.0417422418020507,-0.0462251076823219,4.149126791143873,bear,0.0,0.2390991742696445,0.5339540402838666,0.74992521580607,0.18199028821221122,0.11550599817307763,0.23101199634615527,0.3041907366359213,cash_defense,bear,0.77,0.3234783603883315,0.9374663471127315,0.0,2,True,0.7133628595196293,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2025-04-30,2025-05-30,balanced,0.25,0.45,0.3,0.0,0.1610714467496773,0.0,0.1610714467496773,1.0,0.8389285532503228,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0462251076823219,0.0,4.415855509885726,bear,0.12997864347953608,0.31907053686697495,0.2501201859080422,0.3576616509194413,0.12896643123170737,0.0,0.0,0.13738070626841312,balanced,bear,0.32,0.13611182831440016,0.16094774291374858,0.0,1,False,0.22621750566134977,yellow,cash_defense,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2025-05-30,2025-06-30,balanced,0.25,0.45,0.3,0.0,0.0691062776552419,0.0,0.0691062776552419,1.0,0.930893722344758,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,4.543085143349696,neutral,0.4455877084637647,0.4346203173159275,0.42311290025731724,0.029094486189016198,0.2311863925750454,0.2454638226184291,0.07949907380828648,0.1238364585282974,balanced,neutral,0.0,0.1470065112331442,0.01309251878505729,0.0,0,False,0.039370131565297506,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2025-06-30,2025-07-31,balanced,0.25,0.45,0.3,0.0,0.3122274298787844,0.0,0.3122274298787844,1.0,0.6877725701212155,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,4.585209147275141,bull,0.39614851692404607,0.3884510005297663,0.3713322293120798,0.03755320692325569,0.24123538315977228,0.03665115026291121,0.07330230052582241,0.10007733164049058,balanced,bull,0.0,0.07905837458080987,0.01689894311546506,0.0,0,False,0.02314438226829548,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2025-07-31,2025-08-29,balanced,0.25,0.45,0.3,0.0,0.0918345869250567,0.0,0.0918345869250567,1.0,0.9081654130749433,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.0034851365244846,4.569229067403572,bull,0.21633056046793003,0.3103033273125715,0.47107684317211296,0.10797192208771832,0.146967649915874,0.3400000000000003,0.3999999999999999,0.16674192447577882,quality_compounder,bull,0.0,0.2722460043211121,0.12858736493947326,0.0,0,False,0.09377897406817268,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2025-08-29,2025-09-30,balanced,0.25,0.45,0.3,0.0,0.0992122256906705,0.0,0.0992122256906705,1.0,0.9007877743093292,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0034851365244846,0.0,4.800493293242779,bull,0.2227548121662378,0.27666166516766666,0.3629487939620639,0.0402023989246324,0.14573315439965168,0.07047881358394911,0.1127661017343186,0.11696133046486289,balanced,bull,0.0,0.11055629485998233,0.01809107951608458,0.0,0,False,0.0312572896182125,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
