horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-12,2026-06-12,0.14470713713519423,3.915327473637854,-0.12755101334627983,2.9243417359352413,0.5909729272742775,727049.7724778629,832259.0636079288,0.1702411656307074,0.1581487343690202,main,portfolio
3M,completed,2026-03-12,2026-06-12,0.436186599831464,3.208663884104988,-0.12755101334627983,3.248991547485403,0.47488174825693563,579492.2913955569,832259.0636079288,0.30514849326289967,0.1581487343690202,main,portfolio
6M,completed,2025-12-12,2026-06-12,0.7601556932447682,2.110202360460607,-0.1285367448680954,2.8957035494623975,0.4297071395263078,472832.6402045131,832259.0636079288,0.26233621107003274,0.1581487343690202,main,portfolio
YTD,completed,2026-01-02,2026-06-12,0.7166230248612833,2.407151342266285,-0.1285367448680954,2.9492250281727523,0.4516960718356954,484823.4303947903,832259.0636079288,0.22610836828656042,0.1581487343690202,main,portfolio
1Y,completed,2025-06-12,2026-06-12,1.516661134342324,1.5182525344130582,-0.1285367448680954,2.7015595065023676,0.36884000885623014,330699.69264075044,832259.0636079288,0.18569506641909314,0.1581487343690202,main,portfolio
2Y,completed,2024-06-12,2026-06-12,1.8052004622802325,0.6754650124167343,-0.23797512853672165,1.8027594296383342,0.3158354845099365,296684.3456639885,832259.0636079288,0.2228836525970427,0.1581487343690202,main,portfolio
FULL,completed,2019-06-03,2026-06-12,7.342590120250264,0.3525083884517688,-0.24488089785914802,1.3053974441470833,0.2573116883311676,99760.27248273374,832259.0636079288,0.2658236267936659,0.1581487343690202,main,portfolio
1M,completed,2026-05-12,2026-06-12,0.09242920085065731,1.8337385170190768,-0.15019094808052624,1.898344119989601,0.6440355744352453,1211463.5044566,1323438.10803326,0.06982811092591926,0.0655196289435729,concentrated,portfolio
3M,completed,2026-03-12,2026-06-12,0.29039469388392436,1.7515704213340788,-0.15019094808052624,2.3693231718179892,0.47148270574089723,1025607.214835857,1323438.10803326,0.44822960872047135,0.0655196289435729,concentrated,portfolio
6M,completed,2025-12-12,2026-06-12,1.0890590627228534,3.386305749867809,-0.15019094808052624,3.374248130405365,0.47881563881517814,633509.1868146167,1323438.10803326,0.3090870930129427,0.0655196289435729,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-12,0.8798097660590787,3.186624310172739,-0.15019094808052624,3.2079947043585806,0.4843655984753686,704027.6797836719,1323438.10803326,0.33053823411894145,0.0655196289435729,concentrated,portfolio
1Y,completed,2025-06-12,2026-06-12,2.9254689069926894,2.929147357508483,-0.15019094808052624,3.2645018816280036,0.4530336082485466,337141.4063873325,1323438.10803326,0.20809150953548936,0.0655196289435729,concentrated,portfolio
2Y,completed,2024-06-12,2026-06-12,3.555527091590995,1.13547673220316,-0.2303357977164192,2.2816602497984317,0.363654248134755,290512.6193796942,1323438.10803326,0.31434778129287216,0.0655196289435729,concentrated,portfolio
FULL,completed,2019-06-03,2026-06-12,12.249557612411069,0.44456329522105276,-0.2592091275279843,1.4020773573129828,0.2972632654382942,99885.45631090165,1323438.10803326,0.42572450118979505,0.0655196289435729,concentrated,portfolio
1M,completed,2026-05-12,2026-06-12,0.004836228778401397,0.05849104335036048,-0.044946501730241395,0.4566235122692955,0.14383775340279917,738.1799926757812,741.75,,,SPY,benchmark
3M,completed,2026-03-12,2026-06-12,0.11667981407708616,0.549822679875303,-0.055299084239559315,2.9756895039406923,0.14993142004372537,664.2459106445312,741.75,,,SPY,benchmark
6M,completed,2025-12-12,2026-06-12,0.09418789391713878,0.19798753492894927,-0.08884972579331007,1.422222864071621,0.13508367399798643,677.9000244140625,741.75,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-12,0.0887125296929776,0.21266982617490515,-0.08884972579331007,1.4540781091163213,0.1394421147260691,681.309326171875,741.75,,,SPY,benchmark
1Y,completed,2025-06-12,2026-06-12,0.24265529239102634,0.24284021534614508,-0.08884972579331007,1.8370356012096025,0.12289873797889066,596.9072875976562,741.75,,,SPY,benchmark
2Y,completed,2024-06-12,2026-06-12,0.40350582192148643,0.18483404600294673,-0.18755233666641313,1.0967487560694478,0.16834576067187368,528.4979858398438,741.75,,,SPY,benchmark
FULL,completed,2019-05-17,2026-06-12,1.880641927679315,0.16137972161984315,-0.3371726482138069,0.8585697056028274,0.19761649821386493,257.49468994140625,741.75,,,SPY,benchmark
1M,completed,2026-05-12,2026-06-12,0.01993670722214258,0.26186215763596055,-0.07032000186501774,1.030687330274633,0.2501441492277124,707.239990234375,721.3400268554688,,,QQQ,benchmark
3M,completed,2026-03-12,2026-06-12,0.20927159365140424,1.1263201721405123,-0.07347138925605412,3.5293440439539294,0.2191278995698046,596.5078735351562,721.3400268554688,,,QQQ,benchmark
6M,completed,2025-12-12,2026-06-12,0.17854710375080907,0.3905413572127028,-0.11723572714706232,1.8228275621424277,0.19357542236675157,612.0587158203125,721.3400268554688,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-12,0.17799052857912345,0.45008904110336334,-0.11723572714706232,1.966715886845483,0.19935598641498814,612.347900390625,721.3400268554688,,,QQQ,benchmark
1Y,completed,2025-06-12,2026-06-12,0.3582275472609704,0.35851241472757045,-0.11964367111609375,1.8751892027438077,0.17192969175081418,531.0892333984375,721.3400268554688,,,QQQ,benchmark
2Y,completed,2024-06-12,2026-06-12,0.5380409387794913,0.24036064393925716,-0.22768296008055722,1.1043235874595687,0.21746474332031696,468.9992370605469,721.3400268554688,,,QQQ,benchmark
FULL,completed,2019-05-17,2026-06-12,3.1154577055043617,0.22146775863017343,-0.35118723599276813,0.9480455985564392,0.24288072894861856,175.27577209472656,721.3400268554688,,,QQQ,benchmark
