ticker,name,sector,weight,score,stale_winner_score,mom_3m,mom_6m,mom_12m,rs_benchmark_3m,rs_benchmark_6m,relative_strength_composite,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.0609664208489582,6.609783100684205,0.959951,-0.03877784433803311,-0.24633224764639194,0.14322330918507542,-0.10310398629145046,-0.34938091199570864,-0.8455797291348448,core_compounder,"weak_3m_absolute_momentum,negative_6m_absolute_momentum,under_benchmark_3m,under_benchmark_6m,high_weight_low_relative_strength,broken_momentum_penalty",trim_or_replace_replay,False
