ticker,name,sector,score_rank,score,missed_winner_score,mom_1m,mom_3m,mom_6m,mom_12m,relative_strength_composite,entry_quality_score,future_winner_score,early_scout_score,portfolio_sleeve_label,diagnosis,policy_probe,production_activation_allowed
SNDK,SANDISK CORP,Information Technology,79,2.609039366205264,7.058639,0.49231501701935687,1.6243076864133563,4.935485548146265,36.663751735389,4.774239157271832,0.0,0.8915741614920829,0.8759161663962323,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
STX,Seagate Technology,Information Technology,18,5.022610263105748,5.795228,0.5595775294366663,1.0238153434411519,1.878110664052342,7.471604622683731,4.774239157271832,0.0,0.5991427229473513,0.6607973790084476,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
LITE,LUMENTUM HOLDINGS INC,Information Technology,10,5.381539503291037,5.399977,0.10993138081270404,0.7232192251222977,3.0271126140064,13.905965334770691,4.774239157271832,0.0,0.7933538361598642,0.6506632410449464,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
FLEX,FLEX LTD,Information Technology,217,1.2653750262303236,5.077661,0.7644618485445791,1.1492456227106032,1.2058589463299372,2.5908265253510327,4.247966043875602,0.0,0.873602182356574,0.9060421072803398,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
CIEN,CIENA CORP,Information Technology,34,4.268720993194205,5.05482,0.1836216435830449,0.9016404295877665,1.8506475719679054,6.599946959680068,4.774239157271832,0.0,0.7874573441815271,0.8616533729623221,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",fundamental_acceleration_override_replay,False
RKLB,ROCKET LAB CORP,Industrials,118,2.1683318038897705,4.972919,0.6893853432876293,0.6563154186433044,1.3103098178371226,4.816889139523528,4.34670753474875,0.0,0.8915741614920829,0.9060421072803398,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
HIMX,Himax Technologies,Information Technology,617,-1.2868650394966834,4.964178,1.032796920723713,1.3325527463457845,1.3124937539607067,1.577841000957838,4.425108630255176,0.0,0.8594629116441665,0.9060421072803398,early_scout,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
BE,Bloom Energy,Industrials,358,0.3745478956784337,4.910865,0.5574800844169387,0.8504371843254575,1.0350565046890785,14.616344526467167,3.9853682112285234,0.0,0.783358056656633,0.7581445956737685,future_winner,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
AMD,ADVANCED MICRO DEVICES INC,Information Technology,81,2.5934549511995373,4.867514,0.781874180859335,1.05937159826254,0.8832748992390009,3.276740791385757,3.7120868718106808,0.0,0.8915741614920829,0.9060421072803398,core_compounder,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",fundamental_acceleration_override_replay,False
COHR,COHERENT CORP,Information Technology,31,4.416076168805518,4.004318,0.19080637248829313,0.6056618881584257,1.3732121584042294,4.196046466548126,4.5259745242624065,0.0,0.5327210155509189,0.5369552667166786,unassigned,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",fundamental_acceleration_override_replay,False
