ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
HD,SELL,60.0,159.73704528808594,9584.222717285156,23.96055679321289,9560.262160491944,65138.5390741968,29.0,2019-06-03,2019-05-31,target_rebalance,0.0462429173250461,next_close,
DHR,BUY,1.0,113.2987289428711,113.2987289428711,0.28324682235717774,-113.58197576522826,65024.95709843157,45.0,2019-06-03,2019-05-31,target_rebalance,0.0520952848073671,next_close,
FDS,BUY,4.0,258.81585693359375,1035.263427734375,2.5881585693359375,-1037.851586303711,63987.10551212786,19.0,2019-06-03,2019-05-31,target_rebalance,0.0508762472015879,next_close,
AZO,BUY,2.0,1037.6500244140625,2075.300048828125,5.188250122070313,-2080.4882989501953,61906.61721317767,2.0,2019-06-03,2019-05-31,target_rebalance,0.0236921304222374,next_close,
KO,BUY,57.0,40.374610900878906,2301.3528213500977,5.753382053375244,-2307.106203403473,59599.5110097742,57.0,2019-06-03,2019-05-31,target_rebalance,0.0237240104099402,next_close,
ELS,BUY,46.0,50.21999740600586,2310.1198806762695,5.775299701690674,-2315.89518037796,57283.615829396236,46.0,2019-06-03,2019-05-31,target_rebalance,0.02374599709503,next_close,
SUI,BUY,24.0,102.85348510742188,2468.483642578125,6.171209106445312,-2474.6548516845705,54808.960977711664,24.0,2019-06-03,2019-05-31,target_rebalance,0.0253114365160663,next_close,
HEI,BUY,20.0,121.51224517822266,2430.244903564453,6.075612258911133,-2436.320515823364,52372.6404618883,20.0,2019-06-03,2019-05-31,target_rebalance,0.0254922365628166,next_close,
SHOP,BUY,107.0,26.5,2835.5,7.08875,-2842.58875,49530.0517118883,107.0,2019-06-03,2019-05-31,target_rebalance,0.0288,next_close,
NOW,BUY,61.0,49.67599868774414,3030.2359199523926,7.575589799880982,-3037.8115097522737,46492.240202136025,171.0,2019-06-03,2019-05-31,target_rebalance,0.0863999999999999,next_close,
PYPL,BUY,29.0,104.9588394165039,3043.8063430786133,7.609515857696533,-3051.4158589363096,43440.82434319972,29.0,2019-06-03,2019-05-31,target_rebalance,0.0311131894156197,next_close,
ADBE,BUY,12.0,259.0299987792969,3108.3599853515625,7.770899963378906,-3116.130885314941,40324.69345788478,12.0,2019-06-03,2019-05-31,target_rebalance,0.0334630002214167,next_close,
PEG,BUY,76.0,46.920223236083984,3565.936965942383,8.914842414855958,-3574.851808357239,36749.84164952754,76.0,2019-06-03,2019-05-31,target_rebalance,0.0364559531610172,next_close,
UNH,BUY,18.0,210.1200714111328,3782.1612854003906,9.455403213500977,-3791.6166886138917,32958.22496091365,18.0,2019-06-03,2019-05-31,target_rebalance,0.0405260822308668,next_close,
MA,BUY,21.0,232.9153594970703,4891.222549438477,12.228056373596191,-4903.450605812072,28054.774355101577,21.0,2019-06-03,2019-05-31,target_rebalance,0.0504,next_close,
PAYC,SELL,2.0,221.88821411132812,443.77642822265625,1.1094410705566407,442.66698715209964,28497.441342253678,15.0,2019-07-01,2019-06-28,target_rebalance,0.0309638989013054,next_close,
AZO,SELL,1.0,1098.7900390625,1098.7900390625,2.74697509765625,1096.0430639648437,29593.484406218522,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001146750086415,next_close,
ELS,SELL,45.0,51.358219146728516,2311.119861602783,5.777799654006958,2305.342061948776,31898.8264681673,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001073781014853,next_close,
KO,SELL,56.0,42.0086669921875,2352.4853515625,5.88121337890625,2346.604138183594,34245.43060635089,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001113457135291,next_close,
SUI,SELL,23.0,105.32280731201172,2422.4245681762695,6.056061420440674,2416.368506755829,36661.799113106725,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001165284971014,next_close,
HEI,SELL,19.0,131.76043701171875,2503.4483032226562,6.258620758056641,2497.1896824645996,39158.98879557133,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001261966956819,next_close,
NOW,SELL,50.0,56.70199966430664,2835.099983215332,7.08774995803833,2828.0122332572937,41987.00102882862,121.0,2019-07-01,2019-06-28,target_rebalance,0.065897359954733,next_close,
PYPL,SELL,28.0,114.41827392578125,3203.711669921875,8.009279174804687,3195.7023907470702,45182.70341957569,1.0,2019-07-01,2019-06-28,target_rebalance,0.000146544388811,next_close,
PEG,SELL,75.0,46.53152084350586,3489.8640632629395,8.724660158157349,3481.139403104782,48663.842822680475,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001643450563298,next_close,
UNH,SELL,17.0,216.4749298095703,3680.0738067626953,9.200184516906738,3670.8736222457887,52334.716444926264,1.0,2019-07-01,2019-06-28,target_rebalance,0.0001858470040708,next_close,
DHR,BUY,1.0,123.82295227050781,123.82295227050781,0.30955738067626953,-124.13250965118408,52210.58393527508,46.0,2019-07-01,2019-06-28,target_rebalance,0.0556919188904722,next_close,
AMT,BUY,5.0,168.2615203857422,841.3076019287109,2.1032690048217773,-843.4108709335327,51367.17306434154,33.0,2019-07-01,2019-06-28,target_rebalance,0.0535295519177272,next_close,
V,BUY,6.0,165.85879516601562,995.1527709960938,2.4878819274902346,-997.640652923584,50369.53241141796,47.0,2019-07-01,2019-06-28,target_rebalance,0.0749765490015257,next_close,
ADBE,BUY,3.0,300.9700012207031,902.9100036621094,2.2572750091552733,-905.1672786712646,49464.365132746694,15.0,2019-07-01,2019-06-28,target_rebalance,0.0459472025957668,next_close,
SHOP,BUY,65.0,30.468000411987305,1980.4200267791748,4.951050066947937,-1985.3710768461228,47478.99405590057,172.0,2019-07-01,2019-06-28,target_rebalance,0.0506114786691813,next_close,
MELI,BUY,4.0,619.3099975585938,2477.239990234375,6.1930999755859375,-2483.433090209961,44995.56096569061,4.0,2019-07-01,2019-06-28,target_rebalance,0.0294160318950869,next_close,
FDS,BUY,12.0,268.02294921875,3216.275390625,8.0406884765625,-3224.3160791015625,41771.24488658905,31.0,2019-07-01,2019-06-28,target_rebalance,0.0799373338926638,next_close,
MKTX,BUY,10.0,301.64739990234375,3016.4739990234375,7.541184997558594,-3024.015184020996,38747.22970256805,10.0,2019-07-01,2019-06-28,target_rebalance,0.0311321858105614,next_close,
WRB,BUY,158.0,25.609561920166016,4046.3107833862305,10.115776958465576,-4056.426560344696,34690.803142223354,158.0,2019-07-01,2019-06-28,target_rebalance,0.0391202397048621,next_close,
VEEV,BUY,25.0,163.47000122070312,4086.750030517578,10.216875076293945,-4096.966905593872,30593.836236629482,25.0,2019-07-01,2019-06-28,target_rebalance,0.0394198762057923,next_close,
CMS,BUY,88.0,46.85295486450195,4123.060028076172,10.30765007019043,-4133.367678146362,26460.46855848312,88.0,2019-07-01,2019-06-28,target_rebalance,0.0399063571558406,next_close,
AVGO,BUY,164.0,25.294025421142578,4148.220169067383,10.370550422668456,-4158.590719490051,22301.87783899307,164.0,2019-07-01,2019-06-28,target_rebalance,0.0399145028188013,next_close,
TSCO,BUY,208.0,19.904512405395508,4140.138580322266,10.350346450805665,-4150.488926773071,18151.388912219998,208.0,2019-07-01,2019-06-28,target_rebalance,0.0399145028188013,next_close,
ORCL,BUY,97.0,52.401546478271484,5082.950008392334,12.707375020980836,-5095.657383413315,13055.731528806682,97.0,2019-07-01,2019-06-28,target_rebalance,0.0490588765757068,next_close,
HD,BUY,37.0,178.4307403564453,6601.937393188477,16.504843482971193,-6618.442236671448,6437.289292135234,66.0,2019-07-01,2019-06-28,target_rebalance,0.1136353763968075,next_close,
MA,BUY,25.0,256.4798583984375,6411.9964599609375,16.029991149902344,-6428.02645111084,9.26284102439422,46.0,2019-07-01,2019-06-28,target_rebalance,0.1198538963287125,next_close,
AVGO,SELL,82.0,23.155799865722656,1898.7755889892578,4.746938972473145,1894.0286500167847,1903.291491041179,82.0,2019-07-08,2019-07-05,weekly_relative_trim,,next_close,weekly_relative_trim
AVGO,SELL,82.0,23.203800201416016,1902.7116165161133,4.756779041290283,1897.954837474823,3801.246328516002,0.0,2019-07-09,2019-07-08,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
AZO,SELL,1.0,1102.8199462890625,1102.8199462890625,2.757049865722656,1100.06289642334,4901.309224939342,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
CMS,SELL,88.0,48.25110626220703,4246.097351074219,10.615243377685546,4235.482107696534,9136.791332635876,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
ELS,SELL,1.0,52.816829681396484,52.816829681396484,0.1320420742034912,52.684787607192995,9189.476120243069,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
FDS,SELL,31.0,261.1900329589844,8096.891021728516,20.24222755432129,8076.648794174194,17266.12491441726,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
KO,SELL,1.0,42.35874938964844,42.35874938964844,0.10589687347412109,42.252852516174315,17308.377766933438,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
MELI,SELL,4.0,626.4500122070312,2505.800048828125,6.264500122070313,2499.5355487060547,19807.913315639493,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
PAYC,SELL,15.0,232.5232391357422,3487.848587036133,8.719621467590333,3479.1289655685423,23287.042281208036,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
PEG,SELL,1.0,45.54385757446289,45.54385757446289,0.11385964393615723,45.42999793052673,23332.47227913856,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
PYPL,SELL,1.0,110.21076965332031,110.21076965332031,0.27552692413330077,109.93524272918701,23442.40752186775,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
SUI,SELL,1.0,108.90049743652344,108.90049743652344,0.2722512435913086,108.62824619293212,23551.035768060683,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
UNH,SELL,1.0,222.3721160888672,222.3721160888672,0.555930290222168,221.81618579864502,23772.85195385933,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
VEEV,SELL,25.0,165.24000549316406,4131.000137329102,10.327500343322754,4120.672636985779,27893.524590845107,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
NOW,SELL,5.0,54.79999923706055,273.99999618530273,0.6849999904632569,273.31499619483947,28166.839587039947,116.0,2019-08-01,2019-07-31,target_rebalance,0.0605051802090915,next_close,
ORCL,SELL,8.0,50.68181228637695,405.4544982910156,1.0136362457275392,404.4408620452881,28571.280449085236,89.0,2019-08-01,2019-07-31,target_rebalance,0.0429254396484091,next_close,
DHR,SELL,7.0,120.5726089477539,844.0082626342773,2.1100206565856934,841.8982419776917,29413.178691062927,39.0,2019-08-01,2019-07-31,target_rebalance,0.0448546268894135,next_close,
AMT,SELL,7.0,175.83871459960938,1230.8710021972656,3.077177505493164,1227.7938246917724,30640.9725157547,26.0,2019-08-01,2019-07-31,target_rebalance,0.0434372386493145,next_close,
MA,SELL,9.0,263.90484619140625,2375.1436157226562,5.937859039306641,2369.2057566833496,33010.17827243805,37.0,2019-08-01,2019-07-31,target_rebalance,0.09253194811079,next_close,
HD,SELL,17.0,180.59449768066406,3070.106460571289,7.6752661514282225,3062.4311944198607,36072.60946685791,49.0,2019-08-01,2019-07-31,target_rebalance,0.0837787407429147,next_close,
ADBE,BUY,2.0,298.44000244140625,596.8800048828125,1.4922000122070314,-598.3722048950195,35474.23726196289,17.0,2019-08-01,2019-07-31,target_rebalance,0.0493312803211676,next_close,
SHOP,BUY,27.0,34.138999938964844,921.7529983520508,2.304382495880127,-924.0573808479309,34550.17988111496,199.0,2019-08-01,2019-07-31,target_rebalance,0.0650354530991587,next_close,
TSCO,BUY,75.0,19.427635192871094,1457.072639465332,3.64268159866333,-1460.7153210639954,33089.46456005096,283.0,2019-08-01,2019-07-31,target_rebalance,0.0524767013998231,next_close,
WRB,BUY,71.0,26.527212142944336,1883.4320621490479,4.70858015537262,-1888.1406423044205,31201.32391774654,229.0,2019-08-01,2019-07-31,target_rebalance,0.0581289155181391,next_close,
MKTX,BUY,8.0,318.21759033203125,2545.74072265625,6.3643518066406255,-2552.1050744628906,28649.21884328365,18.0,2019-08-01,2019-07-31,target_rebalance,0.056901741312544,next_close,
SBUX,BUY,35.0,82.24127960205078,2878.4447860717773,7.196111965179443,-2885.640898036957,25763.577945246692,35.0,2019-08-01,2019-07-31,target_rebalance,0.0278556715209688,next_close,
CTAS,BUY,50.0,60.485198974609375,3024.2599487304688,7.560649871826172,-3031.820598602295,22731.757346644397,50.0,2019-08-01,2019-07-31,target_rebalance,0.0293928689676226,next_close,
CBRE,BUY,65.0,54.5,3542.5,8.856250000000001,-3551.35625,19180.401096644397,65.0,2019-08-01,2019-07-31,target_rebalance,0.0342492402986137,next_close,
NEE,BUY,83.0,44.525028228759766,3695.5773429870605,9.238943357467651,-3704.816286344528,15475.584810299868,83.0,2019-08-01,2019-07-31,target_rebalance,0.0354803126912149,next_close,
V,BUY,26.0,170.84580993652344,4441.991058349609,11.104977645874024,-4453.096035995483,11022.488774304384,73.0,2019-08-01,2019-07-31,target_rebalance,0.12,next_close,
HEI,BUY,33.0,136.9812469482422,4520.381149291992,11.300952873229981,-4531.682102165222,6490.8066721391615,34.0,2019-08-01,2019-07-31,target_rebalance,0.0449563517887189,next_close,
AVGO,BUY,253.0,24.029953002929688,6079.578109741211,15.198945274353028,-6094.777055015564,396.02961712359775,253.0,2019-08-01,2019-07-31,target_rebalance,0.0581582888320944,next_close,
HEI,SELL,17.0,131.42298889160156,2234.1908111572266,5.5854770278930665,2228.6053341293336,2624.6349512529314,17.0,2019-08-05,2019-08-02,weekly_relative_trim,,next_close,weekly_relative_trim
CBRE,SELL,65.0,50.459999084472656,3279.8999404907227,8.199749851226807,3271.7001906394958,5896.335141892427,0.0,2019-08-15,2019-08-14,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
ORCL,SELL,89.0,47.69785690307617,4245.109264373779,10.612773160934449,4234.496491212845,10130.831633105272,0.0,2019-08-15,2019-08-14,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
TSCO,SELL,283.0,17.880048751831055,5060.0537967681885,12.650134491920472,5047.403662276268,15178.235295381539,0.0,2019-08-15,2019-08-14,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
ADBE,SELL,17.0,282.45001220703125,4801.650207519531,12.004125518798828,4789.646082000732,19967.88137738227,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
AVGO,SELL,253.0,23.079160690307617,5839.027654647827,14.597569136619569,5824.430085511208,25792.311462893478,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
CTAS,SELL,50.0,60.69533920288086,3034.766960144043,7.586917400360107,3027.180042743683,28819.49150563716,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
DHR,SELL,39.0,120.27164459228516,4690.594139099121,11.726485347747802,4678.867653751373,33498.359159388536,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
HEI,SELL,17.0,140.951416015625,2396.174072265625,5.990435180664063,2390.183637084961,35888.5427964735,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
MKTX,SELL,18.0,376.5791015625,6778.423828125,16.9460595703125,6761.477768554688,42650.020565028186,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
SBUX,SELL,35.0,83.75607299804688,2931.4625549316406,7.328656387329102,2924.1338985443117,45574.1544635725,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
WRB,SELL,229.0,27.53354835510254,6305.182573318481,15.762956433296203,6289.419616885185,51863.574080457685,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
HD,SELL,4.0,190.1321258544922,760.5285034179688,1.901321258544922,758.6271821594238,52622.20126261711,45.0,2019-09-03,2019-08-30,target_rebalance,0.0801322656524348,next_close,
MA,SELL,5.0,269.63232421875,1348.16162109375,3.3704040527343753,1344.7912170410157,53966.992479658125,32.0,2019-09-03,2019-08-30,target_rebalance,0.0801322656524348,next_close,
SHOP,SELL,52.0,38.39099884033203,1996.3319396972656,4.990829849243164,1991.3411098480224,55958.33358950615,147.0,2019-09-03,2019-08-30,target_rebalance,0.0528490206749263,next_close,
AMT,BUY,6.0,197.82162475585938,1186.9297485351562,2.9673243713378907,-1189.897072906494,54768.43651659965,32.0,2019-09-03,2019-08-30,target_rebalance,0.0602847578636647,next_close,
NOW,BUY,25.0,52.67599868774414,1316.8999671936035,3.292249917984009,-1320.1922171115875,53448.24429948806,141.0,2019-09-03,2019-08-30,target_rebalance,0.0697517836479992,next_close,
NEE,BUY,35.0,48.03300857543945,1681.1553001403809,4.202888250350952,-1685.3581883907318,51762.88611109733,118.0,2019-09-03,2019-08-30,target_rebalance,0.0535714726302422,next_close,
V,BUY,14.0,171.12094116210938,2395.6931762695312,5.989232940673828,-2401.682409210205,49361.20370188713,87.0,2019-09-03,2019-08-30,target_rebalance,0.14,next_close,
DG,BUY,24.0,141.6121826171875,3398.6923828125,8.49673095703125,-3407.189113769531,45954.0145881176,24.0,2019-09-03,2019-08-30,target_rebalance,0.0326697530072176,next_close,
ABT,BUY,47.0,74.46002960205078,3499.6213912963867,8.749053478240967,-3508.3704447746277,42445.64414334297,47.0,2019-09-03,2019-08-30,target_rebalance,0.0333332200120904,next_close,
ELS,BUY,65.0,57.81476974487305,3757.960033416748,9.39490008354187,-3767.35493350029,38678.28920984268,65.0,2019-09-03,2019-08-30,target_rebalance,0.0356241953616746,next_close,
AEP,BUY,53.0,73.12708282470703,3875.7353897094727,9.689338474273681,-3885.4247281837465,34792.86448165894,53.0,2019-09-03,2019-08-30,target_rebalance,0.0370215039161029,next_close,
ORLY,BUY,156.0,25.590667724609375,3992.1441650390625,9.980360412597657,-4002.1245254516602,30790.739956207275,156.0,2019-09-03,2019-08-30,target_rebalance,0.037617510331181,next_close,
DUK,BUY,58.0,72.37133026123047,4197.537155151367,10.493842887878419,-4208.030998039246,26582.70895816803,58.0,2019-09-03,2019-08-30,target_rebalance,0.0396537293104604,next_close,
BKNG,BUY,55.0,76.24681854248047,4193.575019836426,10.483937549591065,-4204.058957386017,22378.650000782014,55.0,2019-09-03,2019-08-30,target_rebalance,0.04,next_close,
JKHY,BUY,31.0,133.2830810546875,4131.7755126953125,10.329438781738281,-4142.104951477051,18236.545049304965,31.0,2019-09-03,2019-08-30,target_rebalance,0.04,next_close,
LRCX,BUY,217.0,19.628358840942383,4259.353868484497,10.648384671211243,-4270.002253155708,13966.542796149257,217.0,2019-09-03,2019-08-30,target_rebalance,0.04,next_close,
PG,BUY,49.0,102.34183502197266,5014.74991607666,12.53687479019165,-5027.286790866852,8939.256005282405,49.0,2019-09-03,2019-08-30,target_rebalance,0.0478493307641104,next_close,
ORCL,BUY,179.0,47.06296920776367,8424.271488189697,21.060678720474243,-8445.332166910172,493.92383837223315,179.0,2019-09-03,2019-08-30,target_rebalance,0.0795091911754601,next_close,
SHOP,SELL,147.0,34.750999450683594,5108.396919250488,12.77099229812622,5095.625926952362,5589.549765324595,0.0,2019-09-11,2019-09-10,daily_trailing_stop_exit,,next_close,daily_trailing_stop_exit
ELS,SELL,32.0,55.53649139404297,1777.167724609375,4.442919311523438,1772.7248052978516,7362.274570622447,33.0,2019-09-16,2019-09-13,weekly_relative_trim,,next_close,weekly_relative_trim
NOW,SELL,70.0,52.22999954223633,3656.099967956543,9.140249919891358,3646.959718036652,11009.2342886591,71.0,2019-09-16,2019-09-13,weekly_relative_trim,,next_close,weekly_relative_trim
ABT,SELL,47.0,72.49353790283203,3407.1962814331055,8.517990703582765,3398.678290729523,14407.912579388623,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
ELS,SELL,33.0,56.582942962646484,1867.237117767334,4.668092794418335,1862.5690249729157,16270.48160436154,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
JKHY,SELL,31.0,135.2052764892578,4191.363571166992,10.478408927917481,4180.885162239075,20451.366766600615,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
NOW,SELL,71.0,50.0260009765625,3551.8460693359375,8.879615173339843,3542.9664541625975,23994.333220763212,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
ORLY,SELL,156.0,26.711332321166992,4166.967842102051,10.417419605255127,4156.550422496795,28150.883643260007,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
V,SELL,87.0,166.43235778808594,14479.615127563477,36.19903781890869,14443.416089744567,42594.29973300458,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
ORCL,SELL,2.0,48.795284271240234,97.59056854248047,0.24397642135620118,97.34659212112427,42691.6463251257,177.0,2019-10-01,2019-09-30,target_rebalance,0.0814191063475994,next_close,
PG,SELL,6.0,104.44160461425781,626.6496276855469,1.5666240692138673,625.083003616333,43316.72932874203,43.0,2019-10-01,2019-09-30,target_rebalance,0.0414031795240434,next_close,
HD,SELL,18.0,197.27769470214844,3550.998504638672,8.87749626159668,3542.121008377075,46858.85033711911,27.0,2019-10-01,2019-09-30,target_rebalance,0.0492241406195982,next_close,
MA,BUY,4.0,260.80535888671875,1043.221435546875,2.6080535888671874,-1045.8294891357423,45813.02084798337,36.0,2019-10-01,2019-09-30,target_rebalance,0.0909714195034889,next_close,
AMT,BUY,7.0,184.5130615234375,1291.5914306640625,3.228978576660156,-1294.8204092407227,44518.20043874264,39.0,2019-10-01,2019-09-30,target_rebalance,0.069349555570998,next_close,
LRCX,BUY,90.0,21.34354019165039,1920.9186172485352,4.802296543121338,-1925.7209137916566,42592.479524950984,307.0,2019-10-01,2019-09-30,target_rebalance,0.0618471285030311,next_close,
NEE,BUY,45.0,49.410789489746094,2223.485527038574,5.558713817596436,-2229.0442408561707,40363.43528409481,163.0,2019-10-01,2019-09-30,target_rebalance,0.0764047642390363,next_close,
DUK,BUY,37.0,74.31831359863281,2749.777603149414,6.874444007873535,-2756.6520471572876,37606.783236937525,95.0,2019-10-01,2019-09-30,target_rebalance,0.066897787612903,next_close,
DG,BUY,22.0,144.71498107910156,3183.7295837402344,7.959323959350586,-3191.688907699585,34415.09432923794,46.0,2019-10-01,2019-09-30,target_rebalance,0.0629685808063293,next_close,
