ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
DDOG,-50445.47180175781,0.10749388985097022,0.2271185795284393,37,Information Technology,Software - Application,MARKET_LEADER
NVDA,-34038.13973236085,0.05553607456242919,0.0794365860762883,42,Information Technology,Semiconductors,MARKET_LEADER
BLD,-26355.749618530273,0.1341072783166633,0.2166727735292849,41,Consumer Discretionary,Construction & Engineering,MARKET_LEADER
ORLY,-17468.708946228027,0.05943080663551526,0.1033113816321353,41,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER
STLD,-15076.065971374512,0.019122815174638826,0.0315880897281044,42,Materials,Metals & Mining,MARKET_LEADER
MA,-14435.411010742184,0.0461738391725764,0.108575140200937,123,Financials,Consumer Finance,QUALITY_COMPOUNDER
MLI,-14025.352458953857,0.07534639043888001,0.1104283918731442,42,Industrials,Other,MARKET_LEADER
XPO,-12490.670597076416,0.1829698392880343,0.2304287301207671,33,Industrials,Transportation & Logistics,MARKET_LEADER
NET,-7311.358154296875,0.26622311448298774,0.2798849082808056,15,Information Technology,Software - Infrastructure,MARKET_LEADER
TMUS,-5688.341827392577,0.02296771738645284,0.0402012755846363,42,Communication,Communication Equipment,MARKET_LEADER
WCC,-5377.04704284668,0.0498764052689467,0.068001795673139,65,Industrials,Capital Goods - Machinery,QUALITY_COMPOUNDER
BILL,-4511.780090332028,0.09218691598373331,0.0978755498887175,15,Information Technology,Software - Application,MARKET_LEADER
LOPE,-4313.500022888184,0.07514025050812217,0.0909680225571859,42,Consumer Discretionary,Other,MARKET_LEADER
ON,-4298.2794189453125,0.1142218642472513,0.1201260885923661,13,Information Technology,Semiconductors,MARKET_LEADER
RKLB,-3288.2998275756836,0.06421973907252251,0.0760343208446152,22,Industrials,Aerospace & Defense,MARKET_LEADER
DXCM,-3240.75,0.10662825155730309,0.1092336803763231,15,Health Care,Medical Devices,MARKET_LEADER
FANG,-3156.811279296873,0.027935290847158907,0.0392773732728016,43,Energy,Oil Gas & Consumable Fuels,QUALITY_COMPOUNDER
ONTO,-2797.599365234375,0.11703741194938613,0.1201425336455648,13,Information Technology,Semiconductors,MARKET_LEADER
CTAS,-2158.412574768066,0.01751844418108563,0.0230003765642327,44,Industrials,Commercial Services,QUALITY_COMPOUNDER
JBL,-2051.378875732422,0.12506055811778008,0.2919456493710918,123,Information Technology,Tech Hardware & Storage,MARKET_LEADER
TSLA,-1698.5595703125,0.07190730501269205,0.0786587126266179,37,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER
MSI,-1003.8218383789099,0.11226140905156123,0.1147926982164087,22,Information Technology,Communication Equipment,QUALITY_COMPOUNDER
TXRH,-902.7173538208008,0.11294877461364328,0.1175157528757311,22,Consumer Discretionary,Hotels Restaurants & Leisure,QUALITY_COMPOUNDER
BRKR,-845.4522857666016,0.019155193659119857,0.021613615115403,23,Health Care,Medical Devices,QUALITY_COMPOUNDER
DAL,-682.4226379394531,0.09790485291090571,0.1027960934937875,20,Industrials,Transportation & Logistics,MARKET_LEADER
RGLD,-559.2503509521484,0.0183804821461417,0.0202523831126802,21,Materials,Metals & Mining,MARKET_LEADER
CHE,-445.8896484375,0.0630972316931613,0.0642617133735677,22,Health Care,Diagnostics & Research,QUALITY_COMPOUNDER
PLNT,-428.7300567626953,0.039028038287974125,0.0408848377530789,19,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
CW,-110.83351135253906,0.0145368021253258,0.0152754660520208,21,Industrials,Aerospace & Defense,QUALITY_COMPOUNDER
LOW,-103.35403442382767,0.01221830140934822,0.0128786335083784,21,Consumer Discretionary,Specialty Retail,QUALITY_COMPOUNDER
