portfolio,ticker,row_role,target_weight,monster_recommendation,monster_stage,monster_priority_score,monster_reason,replacement_candidate,production_activation_allowed
concentrated,FIX,current_target,0.5,review_rotation,,1.60557,challenger BE outranks held name,BE,False
concentrated,NVDA,current_target,0.125,hold_target,,0.125,existing target holding,,False
concentrated,MRVL,current_target,0.125,review_rotation,,3.068183,challenger SNDK outranks held name,SNDK,False
concentrated,MU,current_target,0.125,hold_target,,0.125,existing target holding,,False
concentrated,CIEN,current_target,0.125,hold_target,,0.125,existing target holding,,False
concentrated,SNDK,candidate,0.0,consider_concentrated_challenger,,7.756141041327424,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
concentrated,INTC,candidate,0.0,consider_concentrated_challenger,,7.546327942132482,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
concentrated,RKLB,candidate,0.0,consider_concentrated_challenger,,6.571001041327424,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",,False
concentrated,LITE,candidate,0.0,consider_concentrated_challenger,,6.513864441714669,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
concentrated,HIMX,candidate,0.0,consider_concentrated_challenger,,6.43232661847582,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",,False
concentrated,STX,candidate,0.0,consider_concentrated_challenger,,6.328541396178915,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
concentrated,BE,candidate,0.0,consider_concentrated_challenger,,6.300911474769417,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",,False
concentrated,WDC,candidate,0.0,consider_concentrated_challenger,,6.251979,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
concentrated,FLEX,candidate,0.0,consider_concentrated_challenger,,6.2177920471036225,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",,False
concentrated,PL,candidate,0.0,consider_concentrated_challenger,,6.192305242769811,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name,ranking_mismatch",,False
concentrated,COHR,candidate,0.0,consider_concentrated_challenger,,5.332417013495808,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty",,False
concentrated,GLW,candidate,0.0,consider_concentrated_challenger,,5.035580735886911,"strong_3m_momentum,strong_6m_momentum,strong_12m_momentum,high_relative_strength,entry_quality_chase_penalty,engine_likes_nonheld_name",,False
