ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
DDOG,2021-10-29,2021-11-30,2,-42141.08151245117,Information Technology,Software - Application,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.1091650366676664,0.1923189969771149,0.0260110763582179,0.1091650366676664,0.1923189969771149,0.0260110763582179,1.0,1.0,1.0,0.5998428424586557,0.7203186338243511,0.4793670510929603,0.10235921796892825,0.1434000722351386,0.0613183637027179,0.1382828259092245,0.2092804675680037,0.0672851842504453,0.043925663919143,0.0519514697547432,0.0358998580835428
NVDA,2021-11-30,2021-12-31,2,-30088.289213180542,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.057999999999999996,0.076,0.04,0.057999999999999996,0.076,0.04,0.246716875,0.246716875,0.246716875,0.47713861422766957,0.5228535530131646,0.4314236754421746,0.07169555125344965,0.2720867968702055,-0.1286956943633062,0.08912176882454664,0.2780536174179329,-0.0998100797688396,0.05186012073116545,0.0532181862279094,0.0505020552344215
BLD,2023-03-31,2023-04-28,2,-23060.939666748047,Consumer Discretionary,Construction & Engineering,MARKET_LEADER,DEFENSE_REVIEW,balanced,neutral,neutral,0.138,0.2,0.076,0.138,0.2,0.076,1.0,1.0,1.0,0.4996155064541504,0.5301833938606818,0.469047619047619,0.01931740439648015,0.1019878808242813,-0.063353072031321,0.0777345707725072,0.1528196735481917,0.0026494679968227,0.029102195179529,0.0303178497576379,0.0278865406014201
ORLY,2022-11-30,2022-12-30,2,-15021.063003540039,Consumer Discretionary,Auto Manufacturers & Parts,QUALITY_COMPOUNDER,DEFENSE_REVIEW,balanced,bear,bear,0.05709822170049619,0.0978661377784061,0.0163303056225863,0.05709822170049619,0.0978661377784061,0.0163303056225863,0.4408666666666666,0.4408666666666666,0.4408666666666666,0.650409463994356,0.7241740071648133,0.5766449208238986,0.01917924052849965,0.0501586760027599,-0.0118001949457606,0.0050220764542169005,0.0337678019393514,-0.0237236490309176,0.01802279202970745,0.019120827713983,0.0169247563454319
STLD,2022-04-29,2022-05-31,2,-13213.880153656006,Materials,Metals & Mining,MARKET_LEADER,DEFENSE_REVIEW,balanced,bear,bear,0.0206561052875163,0.0298462650599081,0.0114659455151245,0.0206561052875163,0.0298462650599081,0.0114659455151245,1.0,1.0,1.0,0.5467917669432047,0.5954400881021968,0.4981434457842127,0.07861937836877185,0.1547493615324947,0.002489395205049,0.0093551634309722,0.0230251960414178,-0.0043148691794734,0.089836518467757,0.0962590148223579,0.0834140221131561
MA,2022-01-31,2023-01-31,6,-12456.716705322266,Financials,Consumer Finance,QUALITY_COMPOUNDER,DEFENSE_REVIEW,breakout_growth,neutral,neutral,0.04825554261233995,0.1088762516089659,0.0029070040650739,0.04825554261233995,0.1088762516089659,0.0029070040650739,1.0,1.0,1.0,0.41800284963412104,0.5120940453308488,0.2435410650771303,0.027242195708505317,0.1468255394453416,-0.0435792157459273,0.021626971316434415,0.0817373452279524,-0.0567043028222739,0.03871486292054043,0.0486738401958983,0.0293762775255312
MLI,2023-02-28,2023-03-31,2,-11599.159507751465,Industrials,Other,MARKET_LEADER,DEFENSE_REVIEW,breakout_growth,bull,bull,0.0727930734658172,0.106360199724462,0.0392259472071724,0.0727930734658172,0.106360199724462,0.0392259472071724,1.0,1.0,1.0,0.5221295426445611,0.5348414284577832,0.509417656831339,0.03715674339232715,0.1427281720433988,-0.0684146852587445,0.06207454663598145,0.1265612385025636,-0.0024121452306007,0.05715134925152595,0.0589957468406542,0.0553069516623977
XPO,2023-06-30,2023-07-31,2,-11120.550518035892,Industrials,Transportation & Logistics,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.16457275462528842,0.2,0.1291455092505768,0.16457275462528842,0.2,0.1291455092505768,1.0,1.0,1.0,0.6315220375638795,0.7550491700486258,0.5079949050791333,0.148346607759932,0.1588010292898103,0.1378921862300537,0.19515248223824205,0.216745678649882,0.1735592858266021,0.037869105085100496,0.0422031002877078,0.0335351098824932
NET,2021-10-29,2021-10-29,1,-8761.018341064453,Information Technology,Software - Infrastructure,MARKET_LEADER,GREEN,balanced,bull,bull,0.2732475752546446,0.2732475752546446,0.2732475752546446,0.2732475752546446,0.2732475752546446,0.2732475752546446,1.0,1.0,1.0,0.5607142857142857,0.5607142857142857,0.5607142857142857,0.6674292679061654,0.6674292679061654,0.6674292679061654,0.7333096632390306,0.7333096632390306,0.7333096632390306,0.0497586204310195,0.0497586204310195,0.0497586204310195
WCC,2022-07-29,2022-10-31,3,-6250.767822265624,Industrials,Capital Goods - Machinery,QUALITY_COMPOUNDER,DEFENSE_REVIEW,turnaround_accumulation,bear,bear,0.047786008473613965,0.0633883016784719,0.0320563461085589,0.047786008473613965,0.0633883016784719,0.0320563461085589,1.0,1.0,1.0,0.46545785725080496,0.6275463290646995,0.3688496383866714,0.08733186633699343,0.0934090480710037,0.0760995342934071,0.12465226565417149,0.1898734631807237,0.0300375667461274,0.05197088265051691,0.0576048695344424,0.0476167111593518
LOPE,2022-10-31,2022-11-30,2,-3885.08002471924,Consumer Discretionary,Other,MARKET_LEADER,DEFENSE_REVIEW,turnaround_accumulation,neutral,neutral,0.07319624748320144,0.0825,0.0638924949664029,0.07319624748320144,0.0825,0.0638924949664029,0.6225624999999999,1.0,0.2451249999999999,0.5841829204131027,0.6750825098281086,0.4932833309980969,0.1221206177815199,0.1628282932349507,0.0814129423280891,0.17522297570640585,0.2234650121996104,0.1269809392132013,0.02791085373217215,0.0343053236313735,0.0215163838329708
ON,2023-07-31,2023-07-31,1,-3756.4794921875,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.12,0.12,0.12,0.12,0.12,0.12,1.0,1.0,1.0,0.6474016874536735,0.6474016874536735,0.6474016874536735,0.1035800764869376,0.1035800764869376,0.1035800764869376,0.1392471760834861,0.1392471760834861,0.1392471760834861,0.0344050391288557,0.0344050391288557,0.0344050391288557
DXCM,2021-10-29,2021-10-29,1,-3003.698120117191,Health Care,Medical Devices,MARKET_LEADER,GREEN,balanced,bull,bull,0.1013444057744777,0.1013444057744777,0.1013444057744777,0.1013444057744777,0.1013444057744777,0.1013444057744777,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.538883171116878,0.538883171116878,0.538883171116878,0.0764085493702336,0.0764085493702336,0.0764085493702336,0.1422889447030988,0.1422889447030988,0.1422889447030988,0.0281790016611609,0.0281790016611609,0.0281790016611609
