portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3502292258141284,0.3,True,0.0,-0.26032442012514556,-0.25,False,1.0324,1.276208074437592,0.0,False
concentrated,broker_ledger_next_close,True,0.45960777470565395,0.5,False,4.0392,-0.2459978159609808,-0.28,True,0.0,1.4341529693138253,0.0,False
