rebalance_date,ticker,Name,sector,weight,raw_score,concentrated_score,portfolio_sleeve_label,concentrated_selection_source,period_forward_return,weighted_forward_return,target_n,weighting_mode,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_stock_names,portfolio_mode
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,1.0,1.2117342242710165,0.5850191321433675,early_scout,preferred_final_label,0.012671884232181796,0.012671884232181796,1,conviction_curve,initial_rebalance,1,2019-05-31,1,concentrated_alpha
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.478707590809757,0.7846309160770408,early_scout,preferred_final_label,0.07224007715479197,0.07224007715479197,1,conviction_curve,rebalance,1,2019-06-28,1,concentrated_alpha
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,1.0,5.468245360066179,0.7717088638603677,early_scout,preferred_final_label,0.01582522070357073,0.01582522070357073,1,conviction_curve,rebalance,1,2019-07-31,1,concentrated_alpha
2019-07-31,V,VISA INC CLASS A,Financials,1.0,5.933169729537896,0.7540284544410862,early_scout,preferred_final_label,0.00887592076666266,0.00887592076666266,1,conviction_curve,rebalance,1,2019-08-30,1,concentrated_alpha
2019-08-30,V,VISA INC CLASS A,Financials,1.0,5.6980540170586425,0.7651901670965988,early_scout,preferred_final_label,-0.041546744902610455,-0.041546744902610455,1,conviction_curve,rebalance,1,2019-09-30,1,concentrated_alpha
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,1.0,4.366069052676106,0.6845951503592265,early_scout,preferred_final_label,0.02358107466179926,0.02358107466179926,1,conviction_curve,rebalance,1,2019-10-31,1,concentrated_alpha
2019-10-31,V,VISA INC CLASS A,Financials,1.0,6.247573960934803,0.7452694848928194,early_scout,preferred_final_label,0.024529628390603575,0.024529628390603575,1,conviction_curve,rebalance,1,2019-11-29,1,concentrated_alpha
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,1.0,5.834899937514465,0.7844519214504537,early_scout,preferred_final_label,0.033965380590298855,0.033965380590298855,1,conviction_curve,rebalance,1,2019-12-31,1,concentrated_alpha
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,1.0,2.5247809015149945,0.6542662920547242,early_scout,monster_extreme_early,0.01426730306172952,0.01426730306172952,1,conviction_curve,rebalance,1,2020-01-31,1,concentrated_alpha
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.865618585339609,0.7812285296970038,early_scout,preferred_final_label,-0.062452969466752606,-0.062452969466752606,1,conviction_curve,rebalance,1,2020-02-28,1,concentrated_alpha
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,1.0,5.88487427368617,0.7688593156578458,early_scout,preferred_final_label,-0.22734102360032538,-0.22734102360032538,1,conviction_curve,rebalance,1,2020-03-31,1,concentrated_alpha
2020-03-31,MA,MASTERCARD INC CLASS A,Financials,1.0,5.763352560541796,0.7783518972367127,early_scout,preferred_final_label,0.1653049102279962,0.1653049102279962,1,conviction_curve,rebalance,1,2020-04-30,1,concentrated_alpha
2020-04-30,AMZN,AMAZON.COM INC,Consumer Discretionary,1.0,6.191494973971914,0.5976416994815544,future_winner,monster_extreme_early,0.04758648889297512,0.04758648889297512,1,conviction_curve,rebalance,1,2020-05-29,1,concentrated_alpha
2020-05-29,NVDA,NVIDIA CORP,Information Technology,1.0,3.758963508018608,0.7403634384939364,early_scout,preferred_final_label,0.07832306944895007,0.07832306944895007,1,conviction_curve,rebalance,1,2020-06-30,1,concentrated_alpha
2020-06-30,NOW,SERVICENOW INC,Information Technology,1.0,5.744024803795466,0.6708189884151967,future_winner,monster_extreme_early,0.09457801615219186,0.09457801615219186,1,conviction_curve,rebalance,1,2020-07-31,1,concentrated_alpha
2020-07-31,MELI,MercadoLibre,Internet,1.0,2.407721594826661,0.4600010045143331,future_winner,monster_extreme_early,0.06667615749185263,0.06667615749185263,1,conviction_curve,rebalance,1,2020-08-31,1,concentrated_alpha
2020-08-31,META,META PLATFORMS INC CLASS A,Communication,1.0,5.00632940408126,0.6647930938501108,future_winner,monster_extreme_early,-0.09962336657433102,-0.09962336657433102,1,conviction_curve,rebalance,1,2020-09-30,1,concentrated_alpha
