rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2024-07-31,2024-08-30,systemic_alert,0.2,0.3,0.1,0.4,0.44129553890391554,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.041705118550023394,-0.028689798202230433,3.9309389720856727
2024-08-30,2024-09-30,balanced,0.1,0.4,0.5,0.0,0.19099845819621517,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.028689798202230433,0.0,4.17828676649541
2024-09-30,2024-10-31,balanced,0.1,0.4,0.5,0.0,0.08765518388485583,rebalance,"core_compounder,early_scout,future_winner",1,13,0.0,0.0,4.324614875105258
2024-10-31,2024-11-29,balanced,0.1,0.4,0.5,0.0,0.03790623136652458,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,4.551366136083515
2024-11-29,2024-12-31,growth_reentry_alert,0.1,0.4,0.5,0.0,0.334665156763544,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.02833962285155391,4.422382136327574
2024-12-31,2025-01-31,balanced,0.1,0.4,0.5,0.0,0.015030807468957776,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.02833962285155391,-0.0031599330380803863,4.536984123861704
2025-01-31,2025-02-28,balanced,0.1,0.4,0.5,0.0,0.1819337443472041,rebalance,"core_compounder,early_scout,future_winner",1,14,-0.0031599330380803863,0.0,4.587484803713688
2025-02-28,2025-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8330969744229524,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.04408834762875406,4.385230178945933
2025-03-31,2025-04-30,risk_off_alert,0.18,0.36,0.18,0.28,0.37914627053203404,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.04408834762875406,-0.042756284637776955,4.39134099767463
2025-04-30,2025-05-30,balanced,0.1,0.4,0.5,0.0,0.11121030249562683,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.042756284637776955,0.0,4.721263403377694
2025-05-30,2025-06-30,balanced,0.1,0.4,0.5,0.0,0.04958425652781148,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,4.863256967834715
2025-06-30,2025-07-31,balanced,0.1,0.4,0.5,0.0,0.24753000871380915,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,4.864162422470029
2025-07-31,2025-08-29,balanced,0.1,0.4,0.5,0.0,0.038320410522799137,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,4.899310958015973
2025-08-29,2025-09-30,balanced,0.1,0.4,0.5,0.0,0.10223702659617048,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,13,0.0,0.0,5.242011200187674
2025-09-30,2025-10-31,balanced,0.1,0.4,0.5,0.0,0.0649090681221412,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,5.446809516811698
2025-10-31,2025-11-28,balanced,0.1,0.4,0.5,0.0,0.628564939977472,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.026097945040652555,5.304658981395043
2025-11-28,2025-12-31,growth_reentry_alert,0.1,0.4,0.5,0.0,0.13302316793444055,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.026097945040652555,0.0,5.4991119961981765
2025-12-31,2026-01-30,balanced,0.1,0.4,0.5,0.0,0.1406235151644162,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,6.204196885574178
2026-01-30,2026-02-27,balanced,0.1,0.4,0.5,0.0,0.28138271227945694,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,6.344271527761265
2026-02-27,2026-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.5649603642944354,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.01712672044142082,6.235614962900832
