rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2019-04-30,2019-05-31,balanced,0.1,0.4,0.5,0.0,0.18283173753907672,initial_rebalance,"core_compounder,early_scout,future_winner",1,13,0.0,0.0,1.0047320179081038
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.2936095464942791,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,1.0500870329254082
2019-06-28,2019-07-31,balanced,0.1,0.4,0.5,0.0,0.03636391133420698,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,1.0528320102926418
2019-07-31,2019-08-30,balanced,0.1,0.4,0.5,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,1.0617927937316856
2019-08-30,2019-09-30,balanced,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,1.0670493407063812
2019-09-30,2019-10-31,balanced,0.1,0.4,0.5,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,1.0842078526146088
2019-10-31,2019-11-29,growth_reentry_alert,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.004985095706266123,1.0788029727038397
2019-11-29,2019-12-31,balanced,0.1,0.4,0.5,0.0,0.052262629361256946,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,-0.004985095706266123,0.0,1.1181723710737455
2019-12-31,2020-01-31,balanced,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,1.2163246029645254
2020-01-31,2020-02-28,balanced,0.1,0.4,0.5,0.0,0.24090879985510014,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.019307362597403403,1.1928405828189466
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.9037259168289169,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.019307362597403403,-0.07387594202373134,1.12646747711388
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.36023899133005044,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.07387594202373134,0.0,1.2478937458696058
2020-04-30,2020-05-29,balanced,0.1,0.4,0.5,0.0,0.03517389068568166,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,1.415370800950158
2020-05-29,2020-06-30,balanced,0.1,0.4,0.5,0.0,0.03840612975237197,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,1.472111811399192
2020-06-30,2020-07-31,balanced,0.1,0.4,0.5,0.0,0.04988387351570049,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,1.5851099474586752
2020-07-31,2020-08-31,balanced,0.1,0.4,0.5,0.0,0.08250740598958756,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.7786964766184836
2020-08-31,2020-09-30,balanced,0.1,0.4,0.5,0.0,0.21607008421046636,rebalance,"core_compounder,early_scout,future_winner",1,13,0.0,-0.03139583691829867,1.7228528121114173
2020-09-30,2020-10-30,balanced,0.1,0.4,0.5,0.0,0.06399673598896137,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.03139583691829867,-0.019901930991742492,1.743296982085567
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.2805708892273031,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.019901930991742492,0.0,1.8710907855655592
2020-11-30,2020-12-31,growth_reentry_alert,0.1,0.4,0.5,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.9461288878718324
2020-12-31,2021-01-29,balanced,0.1,0.4,0.5,0.0,0.15176111879042856,rebalance,"core_compounder,early_scout,future_winner",1,13,0.0,0.0,1.9490673539215324
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.5149656089323256,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,13,0.0,0.0,2.0256604151688617
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.40055031798951196,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,-0.016242072803670654,1.9927594912301754
2021-03-31,2021-04-30,growth_reentry_alert,0.1,0.4,0.5,0.0,0.03412355270367905,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,15,-0.016242072803670654,0.0,2.1172417772901007
2021-04-30,2021-05-28,balanced,0.1,0.4,0.5,0.0,0.0876022585259032,rebalance,"core_compounder,early_scout,future_winner",1,15,0.0,-0.0007615584336785402,2.115629373958469
2021-05-28,2021-06-30,balanced,0.1,0.4,0.5,0.0,0.051504820429564335,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,13,-0.0007615584336785402,0.0,2.245645464558357
2021-06-30,2021-07-30,balanced,0.1,0.4,0.5,0.0,0.18196530199055647,rebalance,"core_compounder,early_scout,future_winner",1,15,0.0,0.0,2.337747204754651
2021-07-30,2021-08-31,balanced,0.1,0.4,0.5,0.0,0.13559899731759736,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,13,0.0,0.0,2.491144518677642
2021-08-31,2021-09-30,balanced,0.1,0.4,0.5,0.0,0.2328448904997673,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.0523150795144701,2.360820095100985
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.35721502410680306,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.0523150795144701,0.0,2.533955843355204
2021-10-29,2021-11-30,growth_reentry_alert,0.1,0.4,0.5,0.0,0.19356378858690843,rebalance,"core_compounder,early_scout,future_winner",1,13,0.0,0.0,2.536863423996563
2021-11-30,2021-12-31,balanced,0.1,0.4,0.5,0.0,0.11885635522442733,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,2.6256215359262858
2021-12-31,2022-01-31,balanced,0.1,0.4,0.5,0.0,0.4194185273370026,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,-0.06542930737698177,2.453828937396542
2022-01-31,2022-02-28,balanced,0.1,0.4,0.5,0.0,0.12816181563099197,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.06542930737698177,-0.07325767034208626,2.4332746190043157
2022-02-28,2022-03-31,balanced,0.1,0.4,0.5,0.0,0.012645886346708015,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.07325767034208626,-0.03436082664178776,2.535403009503378
2022-03-31,2022-04-29,growth_reentry_alert,0.1,0.4,0.5,0.0,0.8834477273284779,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.03436082664178776,-0.11001263462863015,2.3367699932213646
2022-04-29,2022-05-31,risk_off_alert,0.1,0.5666666666666667,0.33333333333333337,0.0,0.37002195700121776,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.11001263462863015,-0.10586397057962278,2.3476628148937615
2022-05-31,2022-06-30,balanced,0.1,0.65,0.25,0.0,0.7532479149924324,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.10586397057962278,-0.1683007534192713,2.1837274532360276
2022-06-30,2022-07-29,balanced,0.1,0.8166666666666667,0.08333333333333334,0.0,0.15538948297714006,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.1683007534192713,-0.141238492950594,2.254782707133433
2022-07-29,2022-08-31,balanced,0.1,0.4,0.5,0.0,0.152261247486456,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,12,-0.141238492950594,-0.15996616686433876,2.2056109231877
2022-08-31,2022-09-30,balanced,0.1,0.48333333333333334,0.4166666666666667,0.0,0.17831839136258504,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.15996616686433876,-0.18896759193113333,2.129464156959772
2022-09-30,2022-10-31,balanced,0.1,0.5666666666666667,0.33333333333333337,0.0,0.0,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.18896759193113333,-0.09774070891075112,2.3689914256735154
2022-10-31,2022-11-30,balanced,0.1,0.4,0.5,0.0,0.1553594959988589,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,12,-0.09774070891075112,-0.11145766494335628,2.3329758905069533
2022-11-30,2022-12-30,balanced,0.1,0.5666666666666667,0.33333333333333337,0.0,0.24501144647809608,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.11145766494335628,-0.14708971583797983,2.239419610308808
2022-12-30,2023-01-31,balanced,0.1,0.7333333333333334,0.16666666666666669,0.0,0.04476392834690193,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.14708971583797983,-0.11400207436044393,2.3262952343452343
2023-01-31,2023-02-28,balanced,0.1,0.788888888888889,0.11111111111111113,0.0,0.026707255771183915,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,12,-0.11400207436044393,-0.13440986655265558,2.272712095664655
2023-02-28,2023-03-31,balanced,0.1,0.788888888888889,0.11111111111111113,0.0,0.08390867492393429,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,14,-0.13440986655265558,-0.10158587293350661,2.3588954802061997
2023-03-31,2023-04-28,balanced,0.09999999999999999,0.825925925925926,0.0740740740740741,0.0,0.10184796015375465,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,14,-0.10158587293350661,-0.10257072602712312,2.3563096287138765
2023-04-28,2023-05-31,balanced,0.09999999999999999,0.9,0.0,0.0,0.11566544555358799,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,13,-0.10257072602712312,-0.014639862407983902,2.5871827979048856
2023-05-31,2023-06-30,balanced,0.1,0.4,0.5,0.0,0.11323216515663825,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,13,-0.014639862407983902,0.0,2.823556061456364
2023-06-30,2023-07-31,growth_reentry_alert,0.1,0.4,0.5,0.0,0.11245993058944015,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,13,0.0,0.0,2.878910666321472
2023-07-31,2023-08-31,balanced,0.1,0.4,0.5,0.0,0.054005842800934074,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,2.9302365213841113
2023-08-31,2023-09-29,balanced,0.1,0.4,0.5,0.0,0.6481331434517232,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.06479730351229492,2.7403650961451738
2023-09-29,2023-10-31,systemic_alert,0.2,0.3,0.1,0.4,0.44623707375498955,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.06479730351229492,-0.06638524276838001,2.7357120585432537
2023-10-31,2023-11-30,balanced,0.1,0.4,0.5,0.0,0.12126601108679239,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.06638524276838001,-0.03545267560210102,2.8263517965540514
2023-11-30,2023-12-29,balanced,0.1,0.4,0.5,0.0,0.0035692100510348306,rebalance,"core_compounder,early_scout,future_winner",1,12,-0.03545267560210102,-0.002249012873168918,2.9236463817260887
2023-12-29,2024-01-31,balanced,0.1,0.4,0.5,0.0,0.1393244964732609,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.002249012873168918,0.0,3.153136205474544
2024-01-31,2024-02-29,balanced,0.1,0.4,0.5,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,3.5648733536780974
2024-02-29,2024-03-28,balanced,0.1,0.4,0.5,0.0,0.042101183590999215,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,0.0,3.846265085997668
2024-03-28,2024-04-30,balanced,0.1,0.4,0.5,0.0,0.2270451077685298,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,-0.03378191568110294,3.7163308831753246
2024-04-30,2024-05-31,balanced,0.1,0.4,0.5,0.0,0.10594439742603184,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,-0.03378191568110294,0.0,3.992723571112211
2024-05-31,2024-06-28,balanced,0.1,0.4,0.5,0.0,0.3076450611219852,rebalance,"core_compounder,early_scout,future_winner",1,12,0.0,0.0,4.04704796141337
2024-06-28,2024-07-31,balanced,0.1,0.4,0.5,0.0,0.43857458758082957,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,12,0.0,-0.041705118550023394,3.878265346404995
