rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2019-04-30,2019-05-31,0.012671884232181796,0.0025,0.010171884232181795,0.5,0,0.0,initial_rebalance,1,2019-05-31,1,conviction_curve,concentrated_alpha,1.0101718842321818,101017.18842321819,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.07224007715479197,0.005,0.06724007715479197,1.0,0,0.0,rebalance,1,2019-06-28,1,conviction_curve,concentrated_alpha,1.0780959196675552,107809.59196675553,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.01582522070357073,0.0,0.01582522070357073,0.0,0,0.0,rebalance,1,2019-07-31,1,conviction_curve,concentrated_alpha,1.0951570255359133,109515.70255359133,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.00887592076666266,0.005,0.0038759207666626593,1.0,0,0.0,rebalance,1,2019-08-30,1,conviction_curve,concentrated_alpha,1.0994017673939447,109940.17673939448,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.041546744902610455,0.0,-0.041546744902610455,0.0,0,0.0,rebalance,1,2019-09-30,1,conviction_curve,concentrated_alpha,1.0537252026185493,105372.52026185492,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.02358107466179926,0.005,0.01858107466179926,1.0,0,0.0,rebalance,1,2019-10-31,1,conviction_curve,concentrated_alpha,1.0733045492814242,107330.45492814241,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,0.024529628390603575,0.005,0.019529628390603574,1.0,0,0.0,rebalance,1,2019-11-29,1,conviction_curve,concentrated_alpha,1.0942657882788347,109426.57882788347,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.033965380590298855,0.005,0.028965380590298854,1.0,0,0.0,rebalance,1,2019-12-31,1,conviction_curve,concentrated_alpha,1.1259616133032746,112596.16133032746,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.01426730306172952,0.005,0.009267303061729518,1.0,0,0.0,rebalance,1,2020-01-31,1,conviction_curve,concentrated_alpha,1.13639624080963,113639.624080963,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.062452969466752606,0.005,-0.06745296946675261,1.0,0,0.0,rebalance,1,2020-02-28,1,conviction_curve,concentrated_alpha,1.0597429398761655,105974.29398761655,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
2020-02-28,2020-03-31,-0.22734102360032538,0.0,-0.22734102360032538,0.0,0,0.0,rebalance,1,2020-03-31,1,conviction_curve,concentrated_alpha,0.8188198951715,81881.98951715,-0.20054494325665084,0.8449822658042982,84498.22658042982,1
2020-03-31,2020-04-30,0.1653049102279962,0.0,0.1653049102279962,0.0,0,0.0,rebalance,1,2020-04-30,1,conviction_curve,concentrated_alpha,0.9541748444357221,95417.4844435722,0.1458044930176079,0.9681844766787635,96818.44766787635,1
2020-04-30,2020-05-29,0.04758648889297512,0.005,0.04258648889297512,1.0,0,0.0,rebalance,1,2020-05-29,1,conviction_curve,concentrated_alpha,0.9948098008502403,99480.98008502403,0.07949242416213598,1.0451478077661074,104514.78077661074,1
2020-05-29,2020-06-30,0.07832306944895007,0.005,0.07332306944895006,1.0,0,0.0,rebalance,1,2020-06-30,1,conviction_curve,concentrated_alpha,1.0677523089664784,106775.23089664784,0.019677785668236414,1.065714002318956,106571.40023189559,1
2020-06-30,2020-07-31,0.09457801615219186,0.005,0.08957801615219185,1.0,0,0.0,rebalance,1,2020-07-31,1,conviction_curve,concentrated_alpha,1.163399442545618,116339.9442545618,0.0573677893101745,1.1268516586688926,112685.16586688926,1
2020-07-31,2020-08-31,0.06667615749185263,0.005,0.06167615749185263,1.0,0,0.0,rebalance,1,2020-08-31,1,conviction_curve,concentrated_alpha,1.2351534497899952,123515.34497899952,0.07043018748804863,1.2062160322601614,120621.60322601614,1
2020-08-31,2020-09-30,-0.09962336657433102,0.005,-0.10462336657433102,1.0,0,0.0,rebalance,1,2020-09-30,1,conviction_curve,concentrated_alpha,1.105927537637067,110592.7537637067,-0.04135652814994395,1.1563311249670802,115633.11249670802,1
2020-09-30,2020-10-30,0.14601590400837772,0.005,0.1410159040083777,1.0,0,0.0,rebalance,1,2020-10-30,1,conviction_curve,concentrated_alpha,1.2618809091247172,126188.09091247171,-0.02087079981069584,1.1321975695430155,113219.75695430156,1
2020-10-30,2020-11-30,0.03663984287947386,0.005,0.03163984287947386,1.0,0,0.0,rebalance,1,2020-11-30,1,conviction_curve,concentrated_alpha,1.301806622822031,130180.6622822031,0.10640014017110544,1.2526635496437772,125266.35496437772,1
2020-11-30,2020-12-31,0.04198399838947986,0.005,0.03698399838947986,1.0,0,0.0,rebalance,1,2020-12-31,1,conviction_curve,concentrated_alpha,1.3499526368638954,134995.26368638955,0.010430176521181167,1.2657290515882111,126572.90515882112,1
2020-12-31,2021-01-29,0.02697887929800169,0.0,0.02697887929800169,0.0,0,0.0,rebalance,1,2021-01-29,1,conviction_curve,concentrated_alpha,1.3863728461118656,138637.28461118657,0.019783011092645797,1.2907689834560647,129076.89834560647,1
2021-01-29,2021-02-26,0.06295367938392848,0.005,0.05795367938392849,1.0,0,0.0,rebalance,1,2021-02-26,1,conviction_curve,concentrated_alpha,1.4667182535420173,146671.82535420175,0.03390692818493535,1.3345349946814515,133453.49946814516,1
2021-02-26,2021-03-31,0.06270613947934289,0.005,0.057706139479342895,1.0,0,0.0,rebalance,1,2021-03-31,1,conviction_curve,concentrated_alpha,1.5513569016578113,155135.69016578112,0.03025511171709616,1.3749115000359131,137491.15000359132,1
2021-03-31,2021-04-30,0.029514563943613847,0.0,0.029514563943613847,0.0,0,0.0,rebalance,1,2021-04-30,1,conviction_curve,concentrated_alpha,1.5971445241311575,159714.45241311574,0.04298397709378654,1.4340106644594406,143401.06644594404,1
2021-04-30,2021-05-28,0.07570281743494212,0.005,0.07070281743494211,1.0,0,0.0,rebalance,1,2021-05-28,1,conviction_curve,concentrated_alpha,1.7100671418380204,171006.71418380205,0.0022372431821326977,1.437218895041608,143721.8895041608,1
2021-05-28,2021-06-30,0.12440086370093084,0.005,0.11940086370093084,1.0,0,0.0,rebalance,1,2021-06-30,1,conviction_curve,concentrated_alpha,1.9142506355600624,191425.06355600624,0.02805780049690143,1.4775440960690627,147754.40960690627,1
2021-06-30,2021-07-30,0.05494841478736734,0.005,0.04994841478736734,1.0,0,0.0,rebalance,1,2021-07-30,1,conviction_curve,concentrated_alpha,2.009864420311998,200986.4420311998,0.015560401301869975,1.500535275145106,150053.52751451058,1
2021-07-30,2021-08-31,-0.10768040560475156,0.005,-0.11268040560475157,1.0,0,0.0,rebalance,1,2021-08-31,1,conviction_curve,concentrated_alpha,1.7833920822206832,178339.20822206832,0.031211535480812236,1.5473692851255079,154736.92851255077,1
2021-08-31,2021-09-30,0.03699942051602756,0.005,0.03199942051602756,1.0,0,0.0,rebalance,1,2021-09-30,1,conviction_curve,concentrated_alpha,1.840459595404617,184045.9595404617,-0.03692455278299067,1.4902333662821126,149023.33662821125,1
2021-09-30,2021-10-29,-0.04046664347186313,0.005,-0.045466643471863126,1.0,0,0.0,rebalance,1,2021-10-29,1,conviction_curve,concentrated_alpha,1.7567800751559859,175678.00751559858,0.058900078952683455,1.5780082292140523,157800.82292140523,1
2021-10-29,2021-11-30,-0.038295734800200765,0.005,-0.04329573480020076,1.0,0,0.0,rebalance,1,2021-11-30,1,conviction_curve,concentrated_alpha,1.6807189909197555,168071.89909197556,-0.0218112695533057,1.54358986636933,154358.986636933,1
2021-11-30,2021-12-31,0.01625085626073952,0.005,0.01125085626073952,1.0,0,0.0,rebalance,1,2021-12-31,1,conviction_curve,concentrated_alpha,1.699628518701289,169962.85187012888,0.06282239909240794,1.6405618849893806,164056.18849893805,1
2021-12-31,2022-01-31,0.0431222950534873,0.005,0.038122295053487305,1.0,0,0.0,rebalance,1,2022-01-31,1,conviction_curve,concentrated_alpha,1.7644222585725413,176442.22585725412,-0.05212485614690532,1.5550478327342132,155504.78327342132,1
2022-01-31,2022-02-28,-0.054135750914780845,0.005,-0.05913575091478084,1.0,0,0.0,rebalance,1,2022-02-28,1,conviction_curve,concentrated_alpha,1.6600818233811006,166008.18233811005,-0.052848979663656315,1.4728651414460299,147286.514144603,1
2022-02-28,2022-03-31,0.07730245217748943,0.005,0.07230245217748943,1.0,0,0.0,rebalance,1,2022-03-31,1,conviction_curve,concentrated_alpha,1.7801098100268318,178010.98100268317,0.05563992884777025,1.554815253118448,155481.5253118448,1
2022-03-31,2022-04-29,-0.19676815604060016,0.005,-0.20176815604060017,1.0,0,0.0,rebalance,1,2022-04-29,1,conviction_curve,concentrated_alpha,1.420940336107935,142094.0336107935,-0.08589793790393885,1.4212598290539826,142125.98290539827,1
2022-04-29,2022-05-31,0.06575965764359593,0.005,0.06075965764359593,1.0,0,0.0,rebalance,1,2022-05-31,1,conviction_curve,concentrated_alpha,1.5072761844618292,150727.61844618293,-0.013031299183227651,1.4027389670044772,140273.89670044772,1
2022-05-31,2022-06-30,-0.17294566058766125,0.005,-0.17794566058766126,1.0,0,0.0,rebalance,1,2022-06-30,1,conviction_curve,concentrated_alpha,1.2390629281297194,123906.29281297194,-0.06727250117647621,1.3083732081963795,130837.32081963794,1
2022-06-30,2022-07-29,-0.07567434711873611,0.005,-0.08067434711873611,1.0,0,0.0,rebalance,1,2022-07-29,1,conviction_curve,concentrated_alpha,1.1391023353638248,113910.23353638248,0.07667312362593548,1.4086902689372822,140869.0268937282,1
2022-07-29,2022-08-31,-0.0027948899362666424,0.005,-0.0077948899362666425,1.0,0,0.0,rebalance,1,2022-08-31,1,conviction_curve,concentrated_alpha,1.1302231580335194,113022.31580335194,-0.03685206002967012,1.3567771305831933,135677.71305831932,1
2022-08-31,2022-09-30,0.01069219920473996,0.005,0.0056921992047399604,1.0,0,0.0,rebalance,1,2022-09-30,1,conviction_curve,concentrated_alpha,1.1366566133948566,113665.66133948565,-0.07270756393612066,1.2581291706142494,125812.91706142495,1
2022-09-30,2022-10-31,0.1834335085733778,0.005,0.1784335085733778,1.0,0,0.0,rebalance,1,2022-10-31,1,conviction_curve,concentrated_alpha,1.339474240966034,133947.4240966034,0.048300497766710304,1.318897435809736,131889.74358097362,1
