portfolio,ticker,sector,theme,subindustry,entry_signal_stack_count_max,candidate_rank_percentile_max,rs_3m_max,rs_6m_max,audit_forward_63d_excess_spy_max,audit_forward_126d_excess_spy_max,audit_forward_126d_excess_max,name_contribution_return_on_start,name_contribution_status,used_forward_return_in_ranking,policy_mutation_allowed,production_mutation_allowed,live_trading_enabled,evidence_sources,pit_signal_sources,outcome_selected_sources,source_dates,independent_source_count,pit_signal_source_count,outcome_selected_source_count,has_outcome_selected_source,fusion_review_score,fusion_review_candidate,policy_eligible,review_status
concentrated,AMD,Information Technology,,,7.0,0.986159169550173,0.4957644826863447,0.6111915564876582,0.4765396605280327,0.5473497657818436,,1.2154431459411668,,False,False,False,False,drop_counterfactual_high_signal;drop_still_pit_signal;positive_name_contribution;right_tail_entry_skill,drop_counterfactual_high_signal;drop_still_pit_signal;right_tail_entry_skill,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2024-03-28;drop_still_pit_signal:2020-06-30;drop_still_pit_signal:2022-01-31;drop_still_pit_signal:2024-03-28;right_tail_entry_skill:2019-12-31,4,3,1,True,4.75,True,False,ready_for_manual_fusion_review
main,MU,Information Technology,,,7.0,0.9936170212765958,0.4578639938169724,0.5483955689086328,-0.2110539758180989,-0.3089916929533157,,0.187257295858185,,False,False,False,False,drop_counterfactual_high_signal;drop_still_pit_signal;positive_name_contribution;right_tail_entry_skill,drop_counterfactual_high_signal;drop_still_pit_signal;right_tail_entry_skill,positive_name_contribution,drop_counterfactual_high_signal:2021-03-31;drop_counterfactual_high_signal:2024-06-28;drop_still_pit_signal:2021-03-31;drop_still_pit_signal:2024-06-28;right_tail_entry_skill:2020-12-31,4,3,1,True,4.75,True,False,ready_for_manual_fusion_review
concentrated,MU,Information Technology,,,7.0,0.9936170212765958,0.4578639938169724,1.2862497516909122,-0.058126183616062,-0.205407251132592,,3.620767316539861,,False,False,False,False,drop_counterfactual_high_signal;drop_still_pit_signal;positive_name_contribution;right_tail_entry_skill,drop_counterfactual_high_signal;drop_still_pit_signal;right_tail_entry_skill,positive_name_contribution,drop_counterfactual_high_signal:2021-01-29;drop_counterfactual_high_signal:2021-03-31;drop_counterfactual_high_signal:2024-04-30;drop_counterfactual_high_signal:2026-04-30;drop_still_pit_signal:2021-01-29;drop_still_pit_signal:2021-03-31;drop_still_pit_signal:2024-04-30;drop_still_pit_signal:2026-04-30;right_tail_entry_skill:2020-12-31,4,3,1,True,4.75,True,False,ready_for_manual_fusion_review
main,ALAB,Information Technology,,,6.0,0.7348837209302326,0.955230669031768,0.4623103828669583,,,,0.148031427158239,,False,False,False,False,drop_still_pit_signal;positive_name_contribution;right_tail_entry_skill,drop_still_pit_signal;right_tail_entry_skill,positive_name_contribution,drop_still_pit_signal:2025-11-28;right_tail_entry_skill:2025-07-31,3,2,1,True,3.5,True,False,ready_for_manual_fusion_review
main,CIEN,Information Technology,,,6.0,0.8096885813148789,0.3797709695893552,0.2338175134991449,,,,0.1913352060015848,,False,False,False,False,drop_still_pit_signal;positive_name_contribution;right_tail_entry_skill,drop_still_pit_signal;right_tail_entry_skill,positive_name_contribution,drop_still_pit_signal:2022-02-28;drop_still_pit_signal:2025-01-31;right_tail_entry_skill:2021-12-31,3,2,1,True,3.5,True,False,ready_for_manual_fusion_review
main,ALB,,,,0.0,0.8755020080321285,0.100105110034782,0.6265172489913997,0.0134694561162,0.391376160709433,,0.0825987872021697,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-02-26,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,AMD,,,,0.0,0.9981549815498156,0.2759873496457357,0.6111915564876582,0.4765396605280327,0.5473497657818436,,0.2180690822986594,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2021-08-31;drop_counterfactual_high_signal:2024-03-28;drop_counterfactual_high_signal:2025-09-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,ANET,,,,0.0,0.9412780656303972,0.0301058027996367,0.3466666968872685,-0.0956681915643501,0.0943130802262983,,0.0144316497214111,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2022-02-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,AVGO,,,,0.0,0.998217468805704,0.0908298507214762,0.3186825951088137,0.2663136465781719,0.2486441678752016,,0.3196405543898354,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-03-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,AXON,,,,0.0,0.8728682170542635,0.0935209665056906,0.1308207046564671,-0.1013334000348369,-0.5054012671349678,,0.2668314529853543,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,BABA,,,,0.0,0.9078947368421052,0.0,0.0958121650488773,0.2466187118945613,0.1381949003804543,,0.0015580075108317,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-05-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,BLD,,,,0.0,0.8769230769230769,0.2573187266619181,0.2702398744868846,-0.0136313727334991,-0.1489234964358861,,0.0557630725825721,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-02-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CB,,,,0.0,0.9283088235294118,0.0196366702194124,0.2500642769646963,-0.066270770002734,-0.1416280857995521,,0.0010797912107899,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2023-01-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CCJ,,,,0.0,0.924031007751938,0.5212559942197046,0.4468172160120223,0.3393992371541563,0.5265607384851585,,0.0104956020254163,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CEG,,,,0.0,0.842948717948718,0.2383869812801724,0.041963779033632,-0.1198118799872002,0.1764900732135469,,0.0625212549994614,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-11-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
concentrated,CIEN,,,,0.0,0.9393939393939394,0.5620480934300294,1.836400309401723,,,,1.0394762568367055,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2026-05-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CNC,,,,0.0,0.9321428571428572,0.0543448874467821,0.2994079898348114,0.1441413573087164,0.1192903519888114,,0.0209443472355167,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-06-30;drop_counterfactual_high_signal:2022-03-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CRM,,,,0.0,0.9787610619469028,0.1853084430637199,0.2881872291280878,0.0889945571484922,-0.1539921652862774,,0.0263227845890228,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2020-10-30;drop_counterfactual_high_signal:2023-12-29,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,CRS,,,,0.0,0.8201680672268907,0.237310011948796,1.1049958095903063,0.3578549906074715,0.3470278371428192,,0.1206368294397887,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2024-08-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DASH,,,,0.0,0.9705426356589149,0.1590483989719748,0.2973355743553798,-0.0734662180584075,-0.2887425769689469,,0.0123159500362125,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2025-07-31,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DG,,,,0.0,0.9271653543307088,0.1682888432629261,0.3115864363531433,-0.1202827873966219,0.1184354595815694,,0.0013369909344869,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2019-09-30,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
main,DKS,,,,0.0,0.8445229681978799,0.1862952188360065,0.4185849422596153,-0.0062481641521461,-0.0661859525238075,,0.078230908677695,,False,False,False,False,drop_counterfactual_high_signal;positive_name_contribution,drop_counterfactual_high_signal,positive_name_contribution,drop_counterfactual_high_signal:2021-10-29;drop_counterfactual_high_signal:2023-02-28,2,1,1,True,2.25,True,False,ready_for_manual_fusion_review
