portfolio,subset,group_field,group_value,observations,completed_63d_count,completed_126d_count,avg_63d_excess_spy,avg_126d_excess_spy,positive_126d_count,positive_rate_126d_excess_spy,max_126d_excess_spy,min_126d_excess_spy,used_forward_return_in_ranking,segment_review_candidate,policy_eligible
main,high_signal,candidate_sector,Energy,3,3,3,0.1845535469821627,0.2745087300966466,2,0.6666666666666666,0.5265607384851585,-0.0913485863538573,False,True,False
main,high_signal,candidate_industry_group,Oil Gas & Consumable Fuels,3,3,3,0.1845535469821627,0.2745087300966466,2,0.6666666666666666,0.5265607384851585,-0.0913485863538573,False,True,False
concentrated,high_signal,candidate_sector,Internet,3,3,3,0.1009105239722686,0.0853452398738485,2,0.6666666666666666,0.6566020999139812,-0.6549570719415886,False,True,False
concentrated,high_signal,candidate_industry_group,Consumer Finance,3,3,3,-0.029825929886556,0.0282522025883972,2,0.6666666666666666,0.0842394227324319,-0.0227365392268203,False,True,False
main,all_drops,candidate_regime_state,neutral,279,272,260,0.0040063111266922,-0.0132469204319326,119,0.4576923076923077,1.116165941174977,-0.7422684515952496,False,False,False
main,all_drops,candidate_portfolio_sleeve_label,unassigned,228,224,219,0.0122917675808183,0.0081270590509497,108,0.4931506849315068,1.2210415395817174,-0.7394668651727438,False,False,False
main,skill_signal,candidate_regime_state,neutral,228,223,212,-0.005116631292754,-0.0162418976958974,95,0.4481132075471698,1.116165941174977,-0.7422684515952496,False,False,False
main,all_drops,candidate_market_style_regime_label,quality_compounder,222,222,214,0.009568552151679,0.0078149849943813,102,0.4766355140186916,1.0856892360443955,-0.7422684515952496,False,False,False
main,all_drops,candidate_market_style_regime_label,balanced,214,214,210,-0.0183796150473704,-0.0222252245013281,91,0.4333333333333333,1.2210415395817174,-0.7394668651727438,False,False,False
main,skill_signal,candidate_market_style_regime_label,balanced,177,177,174,-0.0147393830582362,-0.0052509732286684,78,0.4482758620689655,1.2210415395817174,-0.6457464118541711,False,False,False
main,skill_signal,candidate_market_style_regime_label,quality_compounder,174,174,166,0.0021403151949911,-0.004477695685093,74,0.4457831325301205,1.0856892360443955,-0.7422684515952496,False,False,False
main,skill_signal,candidate_portfolio_sleeve_label,unassigned,161,158,154,0.0038779217041457,0.0042371966771743,71,0.461038961038961,1.2210415395817174,-0.6457464118541711,False,False,False
main,all_drops,candidate_regime_state,bull,155,149,149,-0.0198071277263821,-0.0285472249158236,58,0.3892617449664429,1.2210415395817174,-0.7394668651727438,False,False,False
main,skill_signal,candidate_regime_state,bull,136,131,131,-0.0085261625206841,-0.0110351552619206,52,0.3969465648854962,1.2210415395817174,-0.5104333355938294,False,False,False
main,all_drops,candidate_sector,Information Technology,132,125,121,-0.0310864245804317,-0.0303498132520603,55,0.4545454545454545,1.0856892360443955,-0.6088772295212401,False,False,False
main,all_drops,candidate_portfolio_sleeve_label,early_scout,122,121,117,-0.0062976397446363,0.0270582546487967,56,0.4786324786324786,1.116165941174977,-0.4893858193723875,False,False,False
main,all_drops,candidate_portfolio_sleeve_label,future_winner,122,116,116,-0.010811263010435,-0.0430734722156695,49,0.4224137931034483,0.6566020999139812,-0.7422684515952496,False,False,False
main,skill_signal,candidate_sector,Information Technology,111,105,101,-0.0285515079098344,-0.0274226708534962,44,0.4356435643564356,1.0856892360443955,-0.6088772295212401,False,False,False
main,skill_signal,candidate_portfolio_sleeve_label,early_scout,107,106,102,-0.0064108052307498,0.0385419586698634,51,0.5,1.116165941174977,-0.4006320959544199,False,False,False
main,skill_signal,candidate_portfolio_sleeve_label,future_winner,104,100,100,-0.0234220659066962,-0.0568166045000913,40,0.4,0.6566020999139812,-0.7422684515952496,False,False,False
main,all_drops,candidate_sector,Industrials,90,86,84,0.0351382760031288,0.0519470098667311,45,0.5357142857142857,1.116165941174977,-0.7394668651727438,False,False,False
concentrated,all_drops,candidate_regime_state,neutral,90,89,88,0.0080878617470403,-0.012313316800504,35,0.3977272727272727,1.2650250007667387,-0.6549570719415886,False,False,False
main,high_signal,candidate_regime_state,neutral,86,85,81,-0.0056576333547297,-0.0115851038119248,35,0.4320987654320987,1.116165941174977,-0.7422684515952496,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,balanced,81,81,81,-0.018266414793286,-0.0136147310828339,35,0.4320987654320987,0.9068093668761584,-0.7778868281722484,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,unassigned,78,77,76,0.0266647853792471,0.0394278765039363,37,0.4868421052631579,1.0856892360443955,-0.6457464118541711,False,False,False
concentrated,skill_signal,candidate_regime_state,neutral,77,76,75,0.0106652563729616,0.0004505789663995,30,0.4,1.2650250007667387,-0.6549570719415886,False,False,False
main,high_signal,candidate_market_style_regime_label,balanced,72,72,70,0.0014783264694745,-0.008035852934623,31,0.4428571428571428,1.116165941174977,-0.6457464118541711,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,quality_compounder,70,70,69,-0.0080482696180091,-0.0010505887479866,27,0.391304347826087,1.2650250007667387,-0.6549570719415886,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,balanced,70,70,70,-0.015869974450791,-0.0103435337774045,30,0.4285714285714285,0.9068093668761584,-0.7778868281722484,False,False,False
main,skill_signal,candidate_sector,Industrials,68,66,65,0.0035535842998323,0.0486967914034999,34,0.5230769230769231,1.116165941174977,-0.5054012671349678,False,False,False
main,high_signal,candidate_sector,Information Technology,62,58,56,-0.0165486054464891,-0.047124543883457,23,0.4107142857142857,0.8095912193340433,-0.6088772295212401,False,False,False
main,all_drops,candidate_industry_group,Semiconductors,61,57,54,-0.0041945864044453,0.0676677722459373,32,0.5925925925925926,1.0856892360443955,-0.5973818035578563,False,False,False
main,all_drops,candidate_sector,Consumer Discretionary,61,61,61,-0.0066417815065732,-0.028292377454209,25,0.4098360655737705,0.556829057176631,-0.5277056800345008,False,False,False
main,all_drops,candidate_regime_state,bear,60,60,60,0.019870460440599,0.0599620021137465,38,0.6333333333333333,0.556829057176631,-0.5659505911367758,False,False,False
main,high_signal,candidate_market_style_regime_label,quality_compounder,60,60,58,-0.0183735381599563,-0.033588990007769,23,0.396551724137931,0.8095912193340433,-0.7422684515952496,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,unassigned,58,57,56,0.0368525883647987,0.0544104734925061,27,0.4821428571428571,1.0856892360443955,-0.6457464118541711,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,future_winner,58,55,55,-0.0290791278848304,-0.0315797518516062,22,0.4,1.2650250007667387,-0.7778868281722484,False,False,False
concentrated,all_drops,candidate_regime_state,bull,57,54,54,-0.0352038174581807,-0.0093853078722353,22,0.4074074074074074,1.0856892360443955,-0.7778868281722484,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,quality_compounder,56,56,55,-0.002085665427225,0.009462030787696,21,0.3818181818181818,1.2650250007667387,-0.6549570719415886,False,False,False
main,all_drops,candidate_sector,Health Care,55,55,52,0.0418442487765741,0.0050726784357586,24,0.4615384615384615,1.2210415395817174,-0.4820536601914206,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,future_winner,53,50,50,-0.0351630602250262,-0.0376188021250019,20,0.4,1.2650250007667387,-0.7778868281722484,False,False,False
concentrated,skill_signal,candidate_regime_state,bull,52,49,49,-0.0248363181305273,0.0055691611296351,20,0.4081632653061224,1.0856892360443955,-0.7778868281722484,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,future_winner,52,50,50,-0.010464191274779,-0.0564190627628284,22,0.44,0.6566020999139812,-0.7422684515952496,False,False,False
main,skill_signal,candidate_industry_group,Semiconductors,51,47,44,0.0108718028409541,0.089912389969961,26,0.5909090909090909,1.0856892360443955,-0.434790408886297,False,False,False
main,high_signal,candidate_regime_state,bull,51,46,46,-0.0103675118634089,-0.056639173871658,15,0.3260869565217391,0.95141401665431,-0.5054012671349678,False,False,False
concentrated,all_drops,candidate_sector,Information Technology,51,48,47,-0.0519868993710112,-0.066098479250455,18,0.3829787234042553,1.0856892360443955,-0.6058437509702901,False,False,False
main,skill_signal,candidate_sector,Consumer Discretionary,50,50,50,-0.0095982122269781,-0.0367320613038866,21,0.42,0.556829057176631,-0.5277056800345008,False,False,False
concentrated,skill_signal,candidate_sector,Information Technology,47,44,43,-0.0471414646627749,-0.0594464735053751,17,0.3953488372093023,1.0856892360443955,-0.6058437509702901,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,unassigned,43,40,40,-0.0252997640920672,-0.0694135699119018,13,0.325,0.95141401665431,-0.6457464118541711,False,False,False
main,skill_signal,candidate_sector,Health Care,39,39,36,0.0267164514759561,0.0216308450549586,14,0.3888888888888889,1.2210415395817174,-0.3806995347554599,False,False,False
concentrated,high_signal,candidate_regime_state,neutral,39,38,37,0.0018297392748137,0.0071352927012293,16,0.4324324324324324,1.2650250007667387,-0.6549570719415886,False,False,False
main,all_drops,candidate_sector,Financials,39,39,39,-0.0160250034317303,-0.0229347358563174,19,0.4871794871794871,0.3094149144497996,-0.30857026374601,False,False,False
concentrated,all_drops,candidate_portfolio_sleeve_label,early_scout,37,37,37,-0.0090007945716729,-0.0060856172324914,16,0.4324324324324324,0.4906761838819531,-0.4921561355165406,False,False,False
main,skill_signal,candidate_sector,Financials,36,36,36,-0.0154114603067368,-0.0225881663926246,18,0.5,0.3094149144497996,-0.30857026374601,False,False,False
main,all_drops,candidate_industry_group,Software - Application,36,36,36,-0.0133873307782042,-0.0963147559261401,14,0.3888888888888889,0.5886769830630625,-0.6088772295212401,False,False,False
concentrated,skill_signal,candidate_portfolio_sleeve_label,early_scout,35,35,35,-0.0068110418353902,-0.0027776412568822,15,0.4285714285714285,0.4906761838819531,-0.4921561355165406,False,False,False
concentrated,all_drops,candidate_sector,Industrials,35,34,34,0.0119326698735933,-0.0035333297586077,17,0.5,0.4622586776706849,-0.5054012671349678,False,False,False
main,all_drops,candidate_market_style_regime_label,breakout_growth,34,21,21,-0.0079003829138912,0.030647380674918,13,0.6190476190476191,0.4290217971701893,-0.2951605554187323,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,future_winner,34,31,31,-0.0449500321556265,-0.0316244402624691,12,0.3870967741935484,1.2650250007667387,-0.6549570719415886,False,False,False
main,all_drops,candidate_portfolio_sleeve_label,core_compounder,33,31,28,-0.0233932707625551,-0.0803015730478804,9,0.3214285714285714,0.3940655183921715,-0.5973818035578563,False,False,False
concentrated,high_signal,candidate_market_style_regime_label,balanced,32,32,32,-0.0164042297191683,0.0009720755787806,15,0.46875,0.9068093668761584,-0.6457464118541711,False,False,False
concentrated,high_signal,candidate_market_style_regime_label,quality_compounder,32,32,31,-0.0055284698072086,-0.0038106700507676,13,0.4193548387096774,1.2650250007667387,-0.6549570719415886,False,False,False
main,all_drops,candidate_industry_group,Construction & Engineering,31,29,29,0.029366835321712,0.0948181842558514,17,0.5862068965517241,0.6419774756798642,-0.2526738010900867,False,False,False
concentrated,all_drops,candidate_regime_state,bear,31,31,31,0.0389902739055775,0.071077765893477,19,0.6129032258064516,0.556829057176631,-0.2981743619820317,False,False,False
concentrated,high_signal,candidate_sector,Information Technology,30,27,26,-0.0099639331625054,-0.0743281790948931,10,0.3846153846153846,0.5473497657818436,-0.5800501989355706,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,early_scout,29,29,28,0.0015594316883208,0.1279111110604941,16,0.5714285714285714,1.116165941174977,-0.3051441333943561,False,False,False
main,skill_signal,candidate_regime_state,bear,29,29,29,0.0099771857157225,0.0634016844710637,19,0.6551724137931034,0.556829057176631,-0.2981743619820317,False,False,False
concentrated,skill_signal,candidate_sector,Industrials,29,28,28,0.0117149567577368,0.0024921893974498,14,0.5,0.4622586776706849,-0.5054012671349678,False,False,False
main,skill_signal,candidate_portfolio_sleeve_label,core_compounder,29,27,24,-0.002586671304972,-0.0577938657009416,8,0.3333333333333333,0.3940655183921715,-0.4271139549123786,False,False,False
main,skill_signal,candidate_market_style_regime_label,breakout_growth,28,18,18,0.0071560622116757,0.0384554349750006,11,0.6111111111111112,0.4290217971701893,-0.2526738010900867,False,False,False
main,high_signal,candidate_industry_group,Semiconductors,27,25,24,0.0305676916625543,0.0841248150159231,13,0.5416666666666666,0.8095912193340433,-0.434790408886297,False,False,False
main,all_drops,candidate_industry_group,Internet Content & Information,27,27,25,-0.0162858625854406,0.0422788767003644,11,0.44,0.8783772037776538,-0.4482049207526303,False,False,False
main,skill_signal,candidate_industry_group,Construction & Engineering,26,24,24,0.0104831586274968,0.0607306864826009,12,0.5,0.556829057176631,-0.2526738010900867,False,False,False
main,all_drops,candidate_industry_group,Other,26,24,24,0.0349972774859415,-0.0100764297513334,12,0.5,0.4622586776706849,-0.6457464118541711,False,False,False
main,skill_signal,candidate_industry_group,Software - Application,26,26,26,-0.040496463161298,-0.1395881040776741,9,0.3461538461538461,0.5438519560900466,-0.6088772295212401,False,False,False
concentrated,all_drops,candidate_industry_group,Semiconductors,25,24,23,-0.0121890040005533,-0.0068273515948487,9,0.391304347826087,1.0856892360443955,-0.5973818035578563,False,False,False
main,all_drops,candidate_market_style_regime_label,turnaround_accumulation,25,25,25,0.0042248212075771,-0.082858914387657,7,0.28,0.2145431454788329,-0.4271139549123786,False,False,False
concentrated,all_drops,candidate_sector,Health Care,24,24,24,0.0243846730182731,0.0711030468814799,10,0.4166666666666667,1.2650250007667387,-0.4820536601914206,False,False,False
concentrated,all_drops,candidate_sector,Consumer Discretionary,24,24,24,0.092943823515938,0.0652379626695985,11,0.4583333333333333,0.556829057176631,-0.2981743619820317,False,False,False
main,all_drops,candidate_sector,Energy,24,23,23,0.021580687272464,0.0338048748981199,13,0.5652173913043478,0.5265607384851585,-0.2735189618446442,False,False,False
main,all_drops,candidate_industry_group,Oil Gas & Consumable Fuels,24,23,23,0.021580687272464,0.0338048748981199,13,0.5652173913043478,0.5265607384851585,-0.2735189618446442,False,False,False
main,skill_signal,candidate_industry_group,Other,24,23,23,0.0319653727604865,-0.0011335034298383,12,0.5217391304347826,0.4622586776706849,-0.6457464118541711,False,False,False
main,all_drops,candidate_sector,Materials,24,23,23,-0.0356537009510928,-0.0016241794396215,8,0.3478260869565217,0.4752938178538242,-0.2951605554187323,False,False,False
concentrated,high_signal,candidate_regime_state,bull,24,21,21,-0.0238011005213983,-0.0318915299076189,8,0.3809523809523809,0.9068093668761584,-0.5054012671349678,False,False,False
concentrated,skill_signal,candidate_industry_group,Semiconductors,23,22,21,-0.0109922416673967,-0.0052811294251232,8,0.3809523809523809,1.0856892360443955,-0.5550797351558997,False,False,False
main,all_drops,candidate_industry_group,Biotechnology,23,23,20,0.08878664947939,-0.0223983555828521,8,0.4,1.0121891257262343,-0.4820536601914206,False,False,False
main,high_signal,candidate_portfolio_sleeve_label,core_compounder,23,22,19,-0.0045060118732736,-0.0726627732091549,5,0.2631578947368421,0.3940655183921715,-0.4271139549123786,False,False,False
main,all_drops,candidate_industry_group,Software - Infrastructure,23,23,23,-0.0479641219807194,-0.135110078375411,7,0.3043478260869565,0.3527943546056316,-0.4893858193723875,False,False,False
concentrated,skill_signal,candidate_sector,Consumer Discretionary,22,22,22,0.1184501830847177,0.0772923007070335,11,0.5,0.556829057176631,-0.2981743619820317,False,False,False
main,skill_signal,candidate_industry_group,Software - Infrastructure,22,22,22,-0.0323488896271353,-0.1190066356028212,7,0.3181818181818182,0.3527943546056316,-0.4478957953734881,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,unassigned,21,20,19,0.0683138804081378,0.0725358625737865,11,0.5789473684210527,0.9068093668761584,-0.6457464118541711,False,False,False
concentrated,skill_signal,candidate_regime_state,bear,21,21,21,0.0355734877662857,0.0446712507313916,13,0.6190476190476191,0.556829057176631,-0.2981743619820317,False,False,False
main,high_signal,candidate_sector,Industrials,20,18,18,0.0040933509013859,0.0600914185121325,7,0.3888888888888889,1.116165941174977,-0.5054012671349678,False,False,False
main,skill_signal,candidate_industry_group,Internet Content & Information,20,20,18,-0.0007249463859223,0.0210590265153897,7,0.3888888888888889,0.8783772037776538,-0.4174938559651511,False,False,False
main,all_drops,candidate_sector,Communication,20,20,17,-0.032076596635536,-0.115489679139256,4,0.2352941176470588,0.1893698988950378,-0.6457464118541711,False,False,False
main,skill_signal,candidate_sector,Communication,20,20,17,-0.032076596635536,-0.115489679139256,4,0.2352941176470588,0.1893698988950378,-0.6457464118541711,False,False,False
main,skill_signal,candidate_sector,Energy,19,18,18,0.0421032217109049,0.0403057544516098,11,0.6111111111111112,0.5265607384851585,-0.2735189618446442,False,False,False
main,skill_signal,candidate_industry_group,Oil Gas & Consumable Fuels,19,18,18,0.0421032217109049,0.0403057544516098,11,0.6111111111111112,0.5265607384851585,-0.2735189618446442,False,False,False
main,all_drops,candidate_industry_group,Aerospace & Defense,19,17,16,0.0098578048784918,0.0397447360091406,8,0.5,1.116165941174977,-0.5054012671349678,False,False,False
main,high_signal,candidate_industry_group,Software - Application,19,19,19,-0.078071022259002,-0.2310588696244043,4,0.2105263157894736,0.1159505586291214,-0.6088772295212401,False,False,False
main,all_drops,candidate_industry_group,Capital Goods - Machinery,18,18,17,0.007550394849672,0.0970070219226107,12,0.7058823529411765,0.95141401665431,-0.7394668651727438,False,False,False
main,skill_signal,candidate_sector,Materials,18,17,17,-0.036305270314655,0.0014167651947062,6,0.3529411764705882,0.391376160709433,-0.2526738010900867,False,False,False
main,all_drops,candidate_sector,Consumer Staples,18,18,18,0.014005964536637,-0.0259558974956212,8,0.4444444444444444,0.6299868388973491,-0.7422684515952496,False,False,False
main,skill_signal,candidate_market_style_regime_label,turnaround_accumulation,18,18,18,-0.0273770468462672,-0.1127975300677902,4,0.2222222222222222,0.0570899112601768,-0.4271139549123786,False,False,False
concentrated,skill_signal,candidate_sector,Health Care,17,17,17,0.0505962241388508,0.1634974447568527,7,0.4117647058823529,1.2650250007667387,-0.3639778316464628,False,False,False
main,all_drops,candidate_industry_group,Tech Hardware & Storage,17,17,16,-0.0949938793912471,-0.0943167386126201,4,0.25,0.513583858995071,-0.6058437509702901,False,False,False
concentrated,all_drops,candidate_industry_group,Biotechnology,16,16,16,0.0196431929138933,0.1232546120408777,8,0.5,1.2650250007667387,-0.4820536601914206,False,False,False
main,all_drops,candidate_industry_group,Medical Devices,16,16,16,0.0051491030292796,-0.007122576177086,8,0.5,0.4290217971701893,-0.3806995347554599,False,False,False
concentrated,high_signal,candidate_industry_group,Semiconductors,16,15,14,0.0103604955309217,-0.0549582534241558,5,0.3571428571428571,0.5473497657818436,-0.3806790716958059,False,False,False
main,high_signal,candidate_sector,Consumer Discretionary,16,16,16,-0.0574075598394767,-0.0752624909151462,4,0.25,0.2362360549344971,-0.3364244052510849,False,False,False
main,skill_signal,candidate_industry_group,Tech Hardware & Storage,16,16,15,-0.1143003703203668,-0.117176785975739,3,0.2,0.513583858995071,-0.6058437509702901,False,False,False
main,skill_signal,candidate_industry_group,Biotechnology,15,15,12,0.1092025793667322,0.0901718804239682,5,0.4166666666666667,1.0121891257262343,-0.3182232215591958,False,False,False
main,skill_signal,candidate_industry_group,Aerospace & Defense,15,15,14,0.001465894063747,0.0578123896593374,7,0.5,1.116165941174977,-0.5054012671349678,False,False,False
main,all_drops,candidate_industry_group,Utilities,15,15,15,0.108180145958585,0.0548782898379974,8,0.5333333333333333,0.4725567972155302,-0.3453469178680326,False,False,False
main,all_drops,candidate_industry_group,Diagnostics & Research,15,15,15,0.0145433811836159,0.054823049849717,7,0.4666666666666667,1.2210415395817174,-0.3071006971602779,False,False,False
main,all_drops,candidate_industry_group,Specialty Retail,15,15,15,-0.0187566822408159,-0.0009631165018503,8,0.5333333333333333,0.2362360549344971,-0.3364244052510849,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,breakout_growth,14,10,10,0.0928360387383948,0.1325436174566751,8,0.8,0.4290217971701893,-0.1301224996418063,False,False,False
concentrated,skill_signal,candidate_market_style_regime_label,breakout_growth,14,10,10,0.0928360387383948,0.1325436174566751,8,0.8,0.4290217971701893,-0.1301224996418063,False,False,False
main,all_drops,candidate_sector,Utilities,14,14,14,0.09255828734654,0.0649544805792522,8,0.5714285714285714,0.4725567972155302,-0.3453469178680326,False,False,False
main,skill_signal,candidate_industry_group,Specialty Retail,14,14,14,-0.0127349252244503,0.0044951917057891,8,0.5714285714285714,0.2362360549344971,-0.3364244052510849,False,False,False
main,all_drops,candidate_industry_group,Auto Manufacturers & Parts,14,14,14,-0.0139692838479612,-0.0518981253186299,6,0.4285714285714285,0.3349658514021105,-0.5005024493375373,False,False,False
main,all_drops,candidate_industry_group,Capital Markets,14,14,14,-0.1078188591623966,-0.1149912483273777,5,0.3571428571428571,0.1490762813107757,-0.6464474181799271,False,False,False
main,skill_signal,candidate_industry_group,Capital Goods - Machinery,13,13,13,0.0196088169273379,0.1657523605816269,10,0.7692307692307693,0.95141401665431,-0.2899428915652671,False,False,False
main,high_signal,candidate_industry_group,Internet Content & Information,13,13,11,0.0461323368900707,0.0224445190471442,5,0.4545454545454545,0.6566020999139812,-0.2887425769689469,False,False,False
concentrated,high_signal,candidate_sector,Industrials,13,12,12,-0.0517744817646281,-0.0074247412500441,6,0.5,0.4242819378114963,-0.5054012671349678,False,False,False
main,high_signal,candidate_sector,Financials,13,13,13,0.0021705584946422,-0.0091934031021623,7,0.5384615384615384,0.225125618153978,-0.2669964382020161,False,False,False
concentrated,all_drops,candidate_industry_group,Other,13,13,13,0.016123426144471,-0.0515434466006389,6,0.4615384615384615,0.4622586776706849,-0.6457464118541711,False,False,False
main,all_drops,candidate_industry_group,Communication Equipment,12,11,10,-0.0028472923528306,-0.054185263752742,4,0.4,0.2259697879260391,-0.310405752661652,False,False,False
concentrated,skill_signal,candidate_industry_group,Other,12,12,12,0.0011254027957199,-0.0649184603647455,5,0.4166666666666667,0.4622586776706849,-0.6457464118541711,False,False,False
main,skill_signal,candidate_industry_group,Capital Markets,12,12,12,-0.0696444394726631,-0.0686576907920577,5,0.4166666666666667,0.1490762813107757,-0.2669964382020161,False,False,False
main,skill_signal,candidate_industry_group,Medical Devices,12,12,12,-0.0419709615991639,-0.0707083425407087,4,0.3333333333333333,0.4290217971701893,-0.3806995347554599,False,False,False
main,high_signal,candidate_industry_group,Software - Infrastructure,12,12,12,0.019093978535989,-0.0808514349371761,5,0.4166666666666667,0.225125618153978,-0.4091673566355371,False,False,False
main,skill_signal,candidate_sector,Consumer Staples,12,12,12,-0.0419478341033432,-0.0862745985671405,4,0.3333333333333333,0.6299868388973491,-0.7422684515952496,False,False,False
main,skill_signal,candidate_industry_group,Diagnostics & Research,11,11,11,-0.0046590838374203,0.0492532823613895,4,0.3636363636363636,1.2210415395817174,-0.3071006971602779,False,False,False
main,all_drops,candidate_industry_group,Metals & Mining,11,10,10,-0.0068420471157945,0.0387048562645272,3,0.3,0.4752938178538242,-0.244290815230009,False,False,False
main,all_drops,candidate_industry_group,Consumer Finance,11,11,11,0.0077076695978467,0.0143502776126938,7,0.6363636363636364,0.1322386860956892,-0.1774493276059601,False,False,False
main,skill_signal,candidate_industry_group,Communication Equipment,11,10,9,-0.0333453443321664,-0.0791636349741694,3,0.3333333333333333,0.2259697879260391,-0.310405752661652,False,False,False
concentrated,all_drops,candidate_industry_group,Software - Application,11,11,11,-0.0890844161980671,-0.122677347440655,2,0.1818181818181818,0.3796123089255108,-0.4369708779574117,False,False,False
concentrated,skill_signal,candidate_industry_group,Biotechnology,10,10,10,0.076059493583147,0.3350760037599553,6,0.6,1.2650250007667387,-0.0909344209600926,False,False,False
main,all_drops,candidate_market_style_regime_label,cash_defense,10,10,10,0.1881350179619441,0.2123443125708348,9,0.9,0.5886769830630625,-0.1163412829947228,False,False,False
concentrated,all_drops,candidate_industry_group,Construction & Engineering,10,10,10,0.1064864595310226,0.1788931396435607,8,0.8,0.556829057176631,-0.1884010593919967,False,False,False
concentrated,skill_signal,candidate_industry_group,Construction & Engineering,10,10,10,0.1064864595310226,0.1788931396435607,8,0.8,0.556829057176631,-0.1884010593919967,False,False,False
main,all_drops,candidate_sector,Internet,10,10,10,0.0092530748030654,0.1435614074758613,6,0.6,0.8783772037776538,-0.4482049207526303,False,False,False
concentrated,high_signal,candidate_portfolio_sleeve_label,early_scout,10,10,10,-0.0538911912522365,0.0127416495611544,5,0.5,0.3470278371428192,-0.4921561355165406,False,False,False
main,skill_signal,candidate_industry_group,Consumer Finance,10,10,10,0.0005562908606593,0.0055254095554755,6,0.6,0.1322386860956892,-0.1774493276059601,False,False,False
concentrated,all_drops,candidate_market_style_regime_label,turnaround_accumulation,10,10,10,0.0718106004805307,-0.0297649581971996,3,0.3,0.2145431454788329,-0.2175719362053108,False,False,False
main,all_drops,candidate_industry_group,Food Beverage & Tobacco,10,10,10,-0.0105484492949099,-0.0867356681805752,2,0.2,0.4120732137458054,-0.7422684515952496,False,False,False
main,all_drops,candidate_industry_group,Apparel & Luxury,10,10,10,-0.0295767998665439,-0.1080453526869643,3,0.3,0.2843927260262786,-0.5277056800345008,False,False,False
main,skill_signal,candidate_industry_group,Auto Manufacturers & Parts,10,10,10,-0.0255314261877683,-0.1127050343423523,3,0.3,0.0697837465246467,-0.5005024493375373,False,False,False
main,all_drops,candidate_industry_group,Hotels Restaurants & Leisure,10,10,10,-0.0408350383264792,-0.1145610420431436,1,0.1,0.5175352559142057,-0.4006320959544199,False,False,False
main,all_drops,candidate_sector,Real Estate,9,9,9,-0.0300052435124223,0.0234471330024928,4,0.4444444444444444,0.5661115331173607,-0.4240507960500548,False,False,False
main,skill_signal,candidate_industry_group,Metals & Mining,9,8,8,-0.0094804321904081,0.0033208560053079,2,0.25,0.3371523557938956,-0.244290815230009,False,False,False
main,high_signal,candidate_market_style_regime_label,breakout_growth,9,3,3,-0.0267000561619733,-0.0154497039785163,1,0.3333333333333333,0.103669068868651,-0.1416280857995521,False,False,False
