ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key,auto_trade_allowed,paper_only,approval_required,crisis_state,paper_action_types,approval_status
SNDK,SELL,20.0,2090.7099609375,2085.4831860351565,41814.19921875,104.535498046875,41709.66372070312,70.0,0.173179417725729,0.1215808088681418,102744.9728428024,146349.697265625,-43604.72442282259,limit,day,target_rebalance,ready,175047.72592054488,r1k-M-20260626-S-SNDK-3d2cc15f5b78,3d2cc15f5b7824326eb2c59eb977489d18a5ce90d07669d576a950bf66f3ffff,False,True,True,GREEN,no_op,pending_user_approval
MRVL,SELL,86.0,266.7699890136719,266.1030640411377,22942.21905517578,57.35554763793945,22884.86350753784,360.0,0.1136433214541247,0.0862774628742756,72910.97717220527,96037.19604492188,-23126.218872716607,limit,day,target_rebalance,ready,197932.58942808272,r1k-M-20260626-S-MRVL-0049a1edfaac,0049a1edfaac695a9f3b4a3fcf71d04e3e1ec63be3dcfbbb25039ce36fcc8b2c,False,True,True,GREEN,no_op,pending_user_approval
MU,SELL,16.0,1132.3299560546875,1129.4991311645508,18117.279296875,45.2931982421875,18071.986098632813,40.0,0.0535966240113325,0.0320243536934063,27062.99934314311,45293.1982421875,-18230.19889904439,limit,day,target_rebalance,ready,216004.57552671555,r1k-M-20260626-S-MU-e0e05d21bb40,e0e05d21bb405406a6ff4cc2bcd8a05f70e3037053b02b17db130b260e66f2af,False,True,True,GREEN,no_op,pending_user_approval
WDC,SELL,16.0,586.4500122070312,584.9838871765137,9383.2001953125,23.45800048828125,9359.74219482422,178.0,0.1235251667038092,0.111729133898428,94419.56288178518,104388.10217285156,-9968.53929106638,limit,day,target_rebalance,ready,225364.31772153976,r1k-M-20260626-S-WDC-1e9f1fde95f4,1e9f1fde95f4297f89a6f5dc3c10252258104022f426580fa13410aeda27936a,False,True,True,GREEN,no_op,pending_user_approval
STM,SELL,58.0,71.41999816894531,71.24144817352295,4142.359893798828,10.35589973449707,4132.003994064331,1330.0,0.112402487495283,0.1074262101410119,90783.26708217552,94988.59756469728,-4205.330482521735,limit,day,target_rebalance,ready,229496.32171560408,r1k-M-20260626-S-STM-bea9b9637f23,bea9b9637f23aa229b70c31cb6d2a5903594a560052433bbbf949d61ad87314f,False,True,True,GREEN,no_op,pending_user_approval
TER,SELL,1.0,436.8599853515625,435.7678353881837,436.8599853515625,1.0921499633789062,435.7678353881836,28.0,0.0144745391382608,0.0138729802920905,11723.716897667951,12232.07958984375,-508.36269217579866,limit,day,target_rebalance,ready,229932.08955099227,r1k-M-20260626-S-TER-f4d9a684ae98,f4d9a684ae98f6c509d1b3b9d2c6c29ae468c497f8996899b398bdb941c04606,False,True,True,GREEN,no_op,pending_user_approval
CIEN,BUY,45.0,479.5,480.69875,21577.5,53.94375,-21631.44375,120.0,0.0680885842753225,0.0936777770248297,79164.80196170397,57540.0,21624.801961703968,limit,day,target_rebalance,ready,208300.64580099224,r1k-M-20260626-B-CIEN-f3abd056ede4,f3abd056ede46a76ee22c787d63e3ff1a4df2165a6035b21bcd3769ed8e12e27,False,True,True,GREEN,no_op,pending_user_approval
LITE,BUY,20.0,816.97998046875,819.0224304199219,16339.599609375,40.8489990234375,-16380.448608398438,46.0,0.0444706720814094,0.0645012514635407,54508.43263541405,37581.0791015625,16927.35353385155,limit,day,target_rebalance,ready,191920.19719259383,r1k-M-20260626-B-LITE-cf59d73a2c55,cf59d73a2c55b5806a361e78892c9ae0f2b1eb372f1a77f38ae1669f838eb3fd,False,True,True,GREEN,no_op,pending_user_approval
ON,BUY,151.0,90.6500015258789,90.8766265296936,13688.150230407717,34.220375576019286,-13722.370605983737,382.0,0.0409765721680399,0.0572038170400792,48341.54899118828,34628.30058288574,13713.24840830254,limit,day,target_rebalance,ready,178197.82658661008,r1k-M-20260626-B-ON-e280b2da6853,e280b2da6853e7726b50b144ddcc6f53c3cc8e81b0dfca25f707cb0d04f3a57a,False,True,True,GREEN,no_op,pending_user_approval
PWR,BUY,16.0,687.8699951171875,689.5896701049804,11005.919921875,27.5147998046875,-11033.434721679689,49.0,0.0398847516947708,0.0533379469051217,45074.5965360456,33705.62976074219,11368.966775303408,limit,day,target_rebalance,ready,167164.3918649304,r1k-M-20260626-B-PWR-5840048eecd8,5840048eecd8a058cafcb7f683d4b128d31a76075299cbd63f11c670ca973983,False,True,True,GREEN,no_op,pending_user_approval
FIX,BUY,3.0,1854.22998046875,1858.8655554199215,5562.68994140625,13.906724853515623,-5576.596666259766,12.0,0.0263299049616217,0.0348247881785043,29429.57814614724,22250.759765625,7178.81838052224,limit,day,target_rebalance,ready,161587.79519867062,r1k-M-20260626-B-FIX-2c3cd814dfca,2c3cd814dfcabcc746554f61e1fb857453fd620b14e93343201c9347659d7dda,False,True,True,GREEN,no_op,pending_user_approval
KEYS,BUY,5.0,328.6600036621094,329.4816536712646,1643.3000183105469,4.108250045776368,-1647.408268356323,20.0,0.0077782392621742,0.009896506982582,8363.296400394582,6573.200073242188,1790.0963271523942,limit,day,target_rebalance,ready,159940.3869303143,r1k-M-20260626-B-KEYS-552654bc2ca7,552654bc2ca7c782675b66d5f45fdff22a31714ab348d6b3dde2e62d638314dd,False,True,True,GREEN,no_op,pending_user_approval
COHR,BUY,3.0,380.55999755859375,381.5113975524902,1141.6799926757812,2.854199981689453,-1144.5341926574706,53.0,0.0238673087882516,0.0256392603663189,21667.11288213226,20169.67987060547,1497.4330115267912,limit,day,target_rebalance,ready,158795.85273765682,r1k-M-20260626-B-COHR-0405b48d6284,0405b48d62843dd671aa1cf2ae1b6fd058a1b8d743312d33192ddae9e61b61b1,False,True,True,GREEN,no_op,pending_user_approval
