book,holding_run_count,unique_tickers,avg_run_months,median_run_months,runs_ge_6m,runs_ge_12m,long_winner_count,open_winner_hold_count,open_stale_watch_count,quick_loss_count,short_big_win_review_count,avg_total_return,total_weighted_contribution
concentrated_grid_presence,443,222,2.7742663656884874,2.0,37,3,8,1,0,7,23,0.07981432833746209,13.533350949956894
production_main,737,334,2.704206241519674,2.0,72,6,15,1,0,12,39,0.0676565683915382,2.019391961467684
main_v2_research,518,229,1.723938223938224,1.0,16,1,8,1,0,74,28,0.04859051666331006,1.6836439905634237
lifecycle_review_overlay_main,172,121,5.366279069767442,4.0,52,15,15,0,2,10,2,0.12612156366019953,1.571675649744464
monster_lifecycle_main,201,150,4.383084577114428,3.0,49,8,7,1,0,33,3,0.060166377269451725,1.19589870077883
monster_lifecycle_concentrated,141,110,3.9290780141843973,3.0,31,1,6,0,0,26,3,0.056306420008246934,1.174657263921312
