book,journey_tag,count,avg_run_months,avg_total_return,total_weighted_contribution
concentrated_grid_presence,normal,415,2.5927710843373495,0.04488098083923793,8.477400892591001
concentrated_grid_presence,short_big_win_review,25,2.68,0.32529265441140853,1.9749869014270287
concentrated_grid_presence,quick_loss,11,2.0,-0.12906718660887362,-0.0575378079897293
concentrated_grid_presence,long_winner,9,8.222222222222221,0.8991961790966457,2.858958816741801
concentrated_grid_presence,open_winner_hold,1,6.0,0.6317744522138637,0.2965907714364414
lifecycle_review_overlay_main,normal,147,4.6938775510204085,0.05436952124972568,0.5630642470768751
lifecycle_review_overlay_main,long_winner,14,13.571428571428571,1.059568564642032,1.2253616311453408
lifecycle_review_overlay_main,quick_loss,9,2.0,-0.14420108524181555,-0.07718252230369622
lifecycle_review_overlay_main,open_stale_watch,2,8.0,0.29876947675584087,0.0641129097672768
lifecycle_review_overlay_main,short_big_win_review,2,3.0,0.2607641569191653,0.0241135661163073
lifecycle_review_overlay_main,open_winner_hold,1,7.0,1.2605190047640442,0.0808628901479428
main_v2_research,normal,401,1.680798004987531,0.037385502409989675,1.1490079288521928
main_v2_research,quick_loss,73,1.2191780821917808,-0.156645167670521,-0.7566754015263228
main_v2_research,short_big_win_review,30,2.0,0.34809127408006646,0.7766469960592322
main_v2_research,long_winner,8,7.625,0.9651328754794928,0.4669158977713151
main_v2_research,open_winner_hold,1,8.0,3.6944852292068475,0.1429154365439877
monster_lifecycle_concentrated,normal,106,4.339622641509434,0.05932717470414441,0.6230902588276378
monster_lifecycle_concentrated,quick_loss,26,1.3461538461538463,-0.1461686219870826,-0.10404236789600767
monster_lifecycle_concentrated,long_winner,6,8.333333333333334,0.7235796836754891,0.5727145030470091
monster_lifecycle_concentrated,short_big_win_review,3,3.0,0.36981084880567977,0.0828949602277203
monster_lifecycle_main,normal,157,4.6369426751592355,0.05491556153136263,0.5179098717435324
monster_lifecycle_main,quick_loss,36,1.3611111111111112,-0.14455744687978692,-0.09949228513864879
monster_lifecycle_main,long_winner,7,12.0,0.865604122975153,0.636736994079872
monster_lifecycle_main,short_big_win_review,3,3.0,0.3201873278207792,0.0467118526755154
monster_lifecycle_main,open_winner_hold,1,8.0,0.8361810472666358,0.08626389188621839
production_main,normal,688,2.5348837209302326,0.03983037356171972,0.9784140776970838
production_main,short_big_win_review,49,2.3469387755102042,0.35547540139915396,0.6066769696987621
production_main,long_winner,14,11.0,1.1159023056899955,0.596572080296164
production_main,quick_loss,10,2.0,-0.12339782375576283,-0.0385496277152969
production_main,open_winner_hold,1,7.0,1.2605190047640442,0.0578178732283775
