book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"FDS,NOW,VICI,MKTX,GPK,APH,FAST,JD","0.5000,0.5000,0.3134,0.2212,0.1784,0.1238,0.1206,0.0889",10,0.0,"APH,FAST,FDS,GPK,JD,MKTX,NOW,VICI",
concentrated_grid_presence,2019-05-31,"FDS,MA,PEG,NOW,VICI,TSCO,MKTX,GPK","1.0000,0.5000,0.5000,0.4864,0.3102,0.2500,0.2357,0.1683",13,0.0,"MA,PEG,TSCO","APH,FAST,JD"
concentrated_grid_presence,2019-06-28,"FDS,MA,VEEV,NOW,VICI,AVGO,MKTX,GPK","1.0000,0.5000,0.5000,0.4944,0.3019,0.2500,0.2422,0.1733",14,0.0,"AVGO,VEEV","PEG,TSCO"
concentrated_grid_presence,2019-07-31,"MA,V,TSCO,VEEV,ORLY,AVGO,WRB,CBOE","1.0000,0.5000,0.5000,0.4959,0.2500,0.2402,0.1667,0.1335",17,0.0,"CBOE,ORLY,TSCO,V,WRB","FDS,GPK,MKTX,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,TSCO,ORLY,AEP,WRB,LRCX,CBOE","1.0000,0.5000,0.4788,0.2531,0.2500,0.1718,0.1667,0.1428",18,0.0,"AEP,BKNG,LRCX","AVGO,MA,VEEV"
concentrated_grid_presence,2019-09-30,"V,BKNG,AEP,ORLY,LRCX,DUK,WRB,CBOE","1.0000,0.5132,0.5000,0.2738,0.2500,0.1989,0.1794,0.1436",21,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"BKNG,V,ORLY,LRCX,DUK,CBRE,LPX,WU","0.5000,0.5000,0.2500,0.1667,0.1318,0.0981,0.0979,0.0839",10,0.0,"CBRE,LPX,WU","AEP,CBOE,WRB"
concentrated_grid_presence,2019-11-29,"BKNG,V,MA,CPRT,ORLY,PANW,LRCX,JKHY","1.0000,0.5220,0.5000,0.5000,0.2587,0.2500,0.1671,0.1667",16,0.0,"CPRT,JKHY,MA,PANW","CBRE,DUK,LPX,WU"
concentrated_grid_presence,2019-12-31,"BKNG,V,MA,LRCX,CPRT,ORLY,AVGO,DUK","1.0000,0.5070,0.5000,0.5000,0.3546,0.2444,0.1667,0.1252",17,0.0,"AVGO,DUK","JKHY,PANW"
concentrated_grid_presence,2020-01-31,"LRCX,MA,CPRT,JD,AVGO,ADBE,MCHP,V","1.0000,0.5141,0.3695,0.2500,0.1525,0.1310,0.1122,0.0948",14,0.0,"ADBE,JD,MCHP","BKNG,DUK,ORLY"
concentrated_grid_presence,2020-02-28,"MA,LRCX,RNG,JD,NVDA,ADBE,BIO,CPRT","1.0000,0.5133,0.5000,0.2755,0.2500,0.1331,0.1079,0.1066",14,0.0,"BIO,NVDA,RNG","AVGO,MCHP,V"
concentrated_grid_presence,2020-03-31,"MA,JD,NVDA,VEEV,NOW,QGEN,BIO,VRTX","0.5000,0.5000,0.2507,0.2500,0.1667,0.1250,0.1116,0.0845",13,0.0,"NOW,QGEN,VEEV,VRTX","ADBE,CPRT,LRCX,RNG"
concentrated_grid_presence,2020-04-30,"NVDA,AMZN,SE,BIO,FTNT,TSCO,NOW,MRNA","0.5000,0.5000,0.5000,0.2980,0.2292,0.1378,0.1253,0.0901",10,0.0,"AMZN,FTNT,MRNA,SE,TSCO","JD,MA,QGEN,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,VEEV,BIO,V,FTNT,NOW","1.0000,0.5865,0.5071,0.4040,0.2798,0.2632,0.2461,0.1928",15,0.0,"V,VEEV","MRNA,TSCO"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,MELI,NOW,ETSY,FTNT,ZTO","1.0000,0.6300,0.5073,0.5000,0.5000,0.3000,0.2268,0.1896",15,0.0,"ETSY,MELI,ZTO","BIO,V,VEEV"
concentrated_grid_presence,2020-07-31,"NOW,MELI,NVDA,MA,ETSY,MNST,CTAS,ZTO","1.0000,0.5106,0.5082,0.5000,0.3073,0.2500,0.1762,0.1743",17,0.0,"CTAS,MA,MNST","AMZN,FTNT,SE"
concentrated_grid_presence,2020-08-31,"NVDA,MA,SE,META,JD,BIO,MNST,CTAS","1.0000,0.5000,0.5000,0.5000,0.3000,0.2630,0.2252,0.1662",16,0.0,"BIO,JD,META,SE","ETSY,MELI,NOW,ZTO"
concentrated_grid_presence,2020-09-30,"NVDA,SE,BIO,CPRT,MA,JD,DDOG,MNST","1.0000,0.5213,0.5000,0.5000,0.4991,0.3104,0.2588,0.2194",18,0.0,"CPRT,DDOG","CTAS,META"
concentrated_grid_presence,2020-10-30,"CPRT,GOOG,CBRE,LRCX,XPO,DLB,LEA,AEP","0.5000,0.5000,0.2754,0.2034,0.1512,0.1078,0.0973,0.0760",10,0.0,"AEP,CBRE,DLB,GOOG,LEA,LRCX,XPO","BIO,DDOG,JD,MA,MNST,NVDA,SE"
concentrated_grid_presence,2020-11-30,"CPRT,GOOG,LRCX,CBRE,TECH,XPO,DLB,LEA","1.0000,0.5125,0.5000,0.3034,0.1692,0.1566,0.1273,0.0996",16,0.0,TECH,AEP
concentrated_grid_presence,2020-12-31,"CPRT,LRCX,TWLO,GOOG,CBRE,PANW,XPO,Z","1.0000,0.5000,0.5000,0.4858,0.2961,0.1720,0.1652,0.1258",16,0.0,"PANW,TWLO,Z","DLB,LEA,TECH"
concentrated_grid_presence,2021-01-29,"LRCX,TWLO,NVDA,AMAT,GOOG,TECH,PANW,QGEN","1.0000,0.5111,0.5000,0.5000,0.2805,0.1925,0.1696,0.1527",16,0.0,"AMAT,NVDA,QGEN,TECH","CBRE,CPRT,XPO,Z"
concentrated_grid_presence,2021-02-26,"NVDA,AMAT,LRCX,DXCM,GOOG,SAM,TECH,QGEN","1.0000,0.5351,0.5000,0.5000,0.2759,0.2081,0.1912,0.1299",17,0.0,"DXCM,SAM","PANW,TWLO"
concentrated_grid_presence,2021-03-31,"LRCX,NVDA,AMAT,GOOGL,GOOG,ORLY,SAM,TECH","1.0000,1.0000,0.5728,0.5000,0.2690,0.2500,0.2355,0.1907",23,0.0,"GOOGL,ORLY","DXCM,QGEN"
concentrated_grid_presence,2021-04-30,"NVDA,GOOG,ORLY,WSM,CSX,YETI,XYZ,TSCO","0.5000,0.5000,0.2500,0.1667,0.1250,0.0875,0.0844,0.0681",10,0.0,"CSX,TSCO,WSM,XYZ,YETI","AMAT,GOOGL,LRCX,SAM,TECH"
concentrated_grid_presence,2021-05-28,"NVDA,CRWD,GOOG,NDAQ,ORLY,FTNT,WSM,CSX","1.0000,0.5000,0.4838,0.2943,0.2344,0.1659,0.1615,0.1200",15,0.0,"CRWD,FTNT,NDAQ","TSCO,XYZ,YETI"
concentrated_grid_presence,2021-06-30,"NVDA,ABT,GOOGL,GOOG,ORLY,NET,NOW,WSM","1.0000,0.5000,0.5000,0.4385,0.2163,0.2127,0.1643,0.1336",17,0.0,"ABT,GOOGL,NET,NOW","CRWD,CSX,FTNT,NDAQ"
concentrated_grid_presence,2021-07-30,"ABT,GOOGL,MA,DXCM,NVDA,NET,NOW,FTNT","1.0000,0.5127,0.5000,0.5000,0.2856,0.2248,0.1660,0.1232",15,0.0,"DXCM,FTNT,MA","GOOG,ORLY,WSM"
concentrated_grid_presence,2021-08-31,"DXCM,LRCX,GOOGL,ABT,MA,HUBS,NVDA,BIO","0.5278,0.5000,0.3094,0.2651,0.2309,0.1731,0.1645,0.1249",15,0.0,"BIO,HUBS,LRCX","FTNT,NET,NOW"
concentrated_grid_presence,2021-09-30,"LRCX,DXCM,MA,PANW,GOOGL,CPRT,ABT,HUBS","1.0000,0.5369,0.5000,0.5000,0.2965,0.2766,0.2508,0.1745",18,0.0,"CPRT,PANW","BIO,NVDA"
concentrated_grid_presence,2021-10-29,"CPRT,MDB,GTM,PANW,GOOG,ORLY,LRCX,TSCO","0.5000,0.5000,0.2991,0.2152,0.1758,0.1179,0.1077,0.0748",10,0.0,"GOOG,GTM,MDB,ORLY,TSCO","ABT,DXCM,GOOGL,HUBS,MA"
concentrated_grid_presence,2021-11-30,"CPRT,MDB,PANW,LRCX,GOOGL,ORLY,GOOG,NET","1.0000,0.5037,0.5000,0.5000,0.2556,0.1997,0.1759,0.1634",15,0.0,"GOOGL,NET","GTM,TSCO"
concentrated_grid_presence,2021-12-31,"CPRT,MDB,V,PANW,COO,EXP,GOOG,COR","1.0000,0.5034,0.5000,0.5000,0.2973,0.2220,0.1735,0.1632",15,0.0,"COO,COR,EXP,V","GOOGL,LRCX,NET,ORLY"
concentrated_grid_presence,2022-01-31,"V,LRCX,COR,PANW,COO,AVGO,ORLY,GOOGL","1.0000,0.5000,0.5000,0.4706,0.2994,0.1930,0.1611,0.1192",13,0.0,"AVGO,GOOGL,LRCX,ORLY","CPRT,EXP,GOOG,MDB"
concentrated_grid_presence,2022-02-28,"LRCX,COR,MA,WMB,ORLY,COO,AVGO,NXST","1.0000,0.5264,0.5000,0.5000,0.4156,0.3063,0.2047,0.1691",15,0.0,"MA,NXST,WMB","GOOGL,PANW,V"
concentrated_grid_presence,2022-03-31,"LRCX,WMB,COR,ORLY,FCX,MA,AVGO,COO","1.0000,1.0000,0.5541,0.5000,0.5000,0.4936,0.3249,0.3055",21,0.0,FCX,NXST
concentrated_grid_presence,2022-04-29,"BLDR,FDS,THG,MKC,NFG,AVGO,GPK,ORLY","0.5000,0.5000,0.2973,0.2147,0.1716,0.1258,0.1235,0.0863",10,0.0,"BLDR,FDS,GPK,MKC,NFG,THG","COO,COR,FCX,LRCX,MA,WMB"
concentrated_grid_presence,2022-05-31,"BLDR,ETR,NFG,VLO,AEE,THG,EXE,AVGO","1.0000,0.5000,0.5000,0.5000,0.3104,0.2958,0.1960,0.1323",15,0.0,"AEE,ETR,EXE,VLO","FDS,GPK,MKC,ORLY"
concentrated_grid_presence,2022-06-30,"NOW,ORLY,THG,VICI,AEE,FDS,GPK,FCN","0.5000,0.5000,0.3069,0.2904,0.2179,0.1659,0.1212,0.1131",13,0.0,"FCN,FDS,GPK,NOW,ORLY,VICI","AVGO,BLDR,ETR,EXE,NFG,VLO"
