arm,description,status,metric_mode,cagr,max_dd,sharpe,years,start_date,end_date,avg_cash_weight,cash_interest_accrued_usd,trade_count,total_fees_usd,gross_traded_usd,eligible_events,total_abs_weight_delta,cash_abs_delta_sum,cap_infeasible_date_count,max_weight_after,target_book_path,broker_metrics_path,windows.is.cagr,windows.is.max_dd,windows.oos.cagr,windows.oos.max_dd,windows.oos2.cagr,windows.oos2.max_dd,delta_cagr_pp,delta_max_dd_pp,delta_sharpe,delta_avg_cash_weight_pp,delta_trade_count,delta_windows.is.cagr_pp,delta_windows.is.max_dd_pp,delta_windows.oos.cagr_pp,delta_windows.oos.max_dd_pp,delta_windows.oos2.cagr_pp,delta_windows.oos2.max_dd_pp,ab_verdict,target_35_50_25_restored
baseline,unchanged official target book,completed,broker_ledger_next_close_cash_carry,0.4866155651099202,-0.22955201825505345,1.4948238570140746,7.091033538672143,2019-06-03,2026-07-06,0.4103634697138473,26580.445411408935,730,62764.15990747571,25105663.962990284,0,0.0,0.0,0,0.3,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\baseline\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\baseline\broker\metrics.json,0.27568706287669764,-0.20838527950384333,1.196081916471996,-0.22955201825505345,0.7442250994766006,-0.22955201825505345,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,baseline,False
profitability_top_quintile_tilt05,shift 5% of stock gross toward selected top-quintile profitability-inflection rows,completed,broker_ledger_next_close_cash_carry,0.4652943785539865,-0.23522440325545835,1.4601093575117636,7.091033538672143,2019-06-03,2026-07-06,0.41052501720608936,24682.00187986014,728,58566.02413394333,23426409.653577328,129,4.240234080849036,0.0,0,0.3,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\profitability_top_quintile_tilt05\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\profitability_top_quintile_tilt05\broker\metrics.json,0.2589700074035097,-0.2058418109935578,1.15813848763309,-0.23522440325545835,0.7191299747677353,-0.23522440325545835,-2.1321186555933735,-0.56723850004049,-0.03471449950231098,0.016154749224206455,-2,-1.6717055473187914,0.2543468510285529,-3.7943428838906,-0.56723850004049,-2.5095124708865324,-0.56723850004049,reject_mdd_worse,False
profitability_top_quintile_tilt10,shift 10% of stock gross toward selected top-quintile profitability-inflection rows,completed,broker_ledger_next_close_cash_carry,0.4440378125536686,-0.23796507475587203,1.4251483132028555,7.091033538672143,2019-06-03,2026-07-06,0.410605426067642,23020.16577365589,732,55264.32001707315,22105728.00682926,129,8.199351130404512,0.0,0,0.3,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\profitability_top_quintile_tilt10\target_book.csv,H:\codex\r1000_run287_closeout_20260707\outputs\run287_profitability_broker_ab\concentrated\profitability_top_quintile_tilt10\broker\metrics.json,0.24371168934093723,-0.20336065276113802,1.114315632696755,-0.23796507475587203,0.691321028741017,-0.23796507475587203,-4.2577752556251625,-0.8413056500818583,-0.0696755438112191,0.024195635379470337,2,-3.197537353576041,0.5024626742705318,-8.176628377524109,-0.8413056500818583,-5.2904070735583675,-0.8413056500818583,reject_mdd_worse,False
