comparison_method,rebalance_date,target_cash_weight,target_stock_weight,broker_cash_date,broker_cash_weight,cash_drift
rebalance_day_next_close,2019-07-31,0.2363304321767882,0.7636695678232115,2019-08-01,0.235175870275693,-0.0011545619010951969
rebalance_day_next_close,2019-09-30,0.5500287176797636,0.4499712823202363,2019-10-01,0.5517110733922583,0.0016823557124947541
rebalance_day_next_close,2019-10-31,0.1849217399022976,0.8150782600977022,2019-11-01,0.1849796546882941,5.791478599651012e-05
rebalance_day_next_close,2019-12-31,0.0785000000000001,0.9214999999999998,2020-01-02,0.0765798940095705,-0.0019201059904295908
rebalance_day_next_close,2020-03-31,0.97125,0.0287499999999999,2020-04-01,0.9704451894742276,-0.0008048105257723037
rebalance_day_next_close,2020-04-30,0.72,0.2799999999999999,2020-05-01,0.7207291522642464,0.0007291522642464132
rebalance_day_next_close,2020-06-30,0.0857288062154881,0.9142711937845117,2020-07-01,0.0847246882814376,-0.0010041179340505024
rebalance_day_next_close,2020-08-31,0.0785000000000001,0.9214999999999997,2020-09-01,0.0760271348952069,-0.0024728651047931927
rebalance_day_next_close,2020-09-30,0.4723781932705504,0.5276218067294495,2020-10-01,0.4698811833275005,-0.0024970099430499104
rebalance_day_next_close,2020-11-30,0.3402629834266548,0.659737016573345,2020-12-01,0.3431264749864482,0.0028634915597934296
rebalance_day_next_close,2021-03-31,0.5908223108474064,0.4091776891525935,2021-04-01,0.591295230395932,0.0004729195485255744
rebalance_day_next_close,2021-06-30,0.03,0.9699999999999996,2021-07-01,0.0293211430574626,-0.0006788569425373973
rebalance_day_next_close,2021-08-31,0.150365282636717,0.8496347173632829,2021-09-01,0.149742161873237,-0.0006231207634800062
rebalance_day_next_close,2021-09-30,0.4630497461796592,0.5369502538203407,2021-10-01,0.4599543771607273,-0.003095369018931926
rebalance_day_next_close,2021-11-30,0.668908936183714,0.3310910638162859,2021-12-01,0.6684362604208618,-0.0004726757628522593
rebalance_day_next_close,2022-01-31,0.7574456599387335,0.2425543400612663,2022-02-01,0.7601573795620665,0.002711719623333053
rebalance_day_next_close,2022-02-28,0.8623189298623355,0.1376810701376644,2022-03-01,0.8605405267293882,-0.0017784031329473038
rebalance_day_next_close,2022-03-31,1.0,0.0,2022-04-01,1.0,0.0
rebalance_day_next_close,2022-05-31,0.8725,0.1274999999999997,2022-06-01,0.873714074816652,0.0012140748166519222
rebalance_day_next_close,2022-06-30,0.925,0.0749999999999998,2022-07-01,0.927670803372347,0.0026708033723469304
rebalance_day_next_close,2022-08-31,0.86,0.13999999999999993,2022-09-01,0.8609926587055826,0.0009926587055826275
rebalance_day_next_close,2022-10-31,0.78,0.2199999999999997,2022-11-01,0.7802124682672672,0.00021246826726717405
rebalance_day_next_close,2022-11-30,0.3307026630251051,0.6692973369748946,2022-12-01,0.3298671606814074,-0.0008355023436976694
rebalance_day_next_close,2023-01-31,0.6277745309477047,0.3722254690522951,2023-02-01,0.6288636445136868,0.0010891135659820694
rebalance_day_next_close,2023-02-28,0.24,0.7599999999999998,2023-03-01,0.2393786288352155,-0.000621371164784501
rebalance_day_next_close,2023-05-31,0.96,0.04,2023-06-01,0.9607617161669996,0.0007617161669996042
rebalance_day_next_close,2023-07-31,0.2372347556525302,0.7627652443474696,2023-08-01,0.2371941170629414,-4.06385895887762e-05
rebalance_day_next_close,2023-08-31,0.3466124554049263,0.6533875445950736,2023-09-01,0.347917811284381,0.0013053558794546838
rebalance_day_next_close,2023-10-31,0.8199353609482998,0.1800646390516999,2023-11-01,0.8208617622705839,0.0009264013222841649
rebalance_day_next_close,2023-11-30,0.0785,0.9214999999999998,2023-12-01,0.0770053092196732,-0.0014946907803267961
rebalance_day_next_close,2024-01-31,0.0785,0.9214999999999998,2024-02-01,0.0765361839274298,-0.001963816072570207
rebalance_day_next_close,2024-02-29,0.2875,0.7124999999999998,2024-03-01,0.2865864475733939,-0.000913552426606068
rebalance_day_next_close,2024-04-30,0.734,0.266,2024-05-01,0.7332676742894398,-0.0007323257105601444
rebalance_day_next_close,2024-07-31,0.4954011639361948,0.5045988360638051,2024-08-01,0.4943729596222034,-0.001028204313991421
