variant,name,n_months,cagr_pct,sharpe,max_dd_pct,calmar,vol_ann_pct
original,jeongseok_v1 (original),83,22.945382779380008,1.1694186021190283,-26.207302746731877,0.8755339304133983,19.40890446082804
with_risk_sensing,jeongseok_v1 (+ risk sensing L2),83,18.46609658361189,1.1194872875548136,-21.62517256738774,0.85391672718765,16.46337566522794
