rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end
2019-05-31,1.039537345761823,103953.73457618231,1.0801180564411814,108011.80564411814,0.03953734576182308,0.08011805644118142,0.0,0.0,1.039537345761823,False,,0.0,0,1.0,1,0,0.0,1,0.04203734576182308,0.0,0,True,-0.08,-0.15,0.2687043810270493,0.28,0.2687043810270493,0.72,0.7312956189729507
2019-06-28,1.0590742069700332,105907.42069700331,1.0761937728870996,107619.37728870996,0.01879380407819079,-0.0036331987329345505,0.0,0.0,1.0590742069700332,False,,0.0,0,1.0,1,0,0.0,2,0.021550254460256206,9.202637697366955e-06,1,True,-0.08,-0.15,0.0002824409205262054,0.0,0.0002824409205262054,1.0000000000000002,0.9997175590794737
2019-07-31,1.062939954869009,106293.99548690091,1.0589626336788793,105896.26336788794,0.0036501199571609333,-0.01601118650035893,0.0,0.0,1.062939954869009,False,,0.0,0,1.0,1,0,0.0,3,0.005806631762248807,0.00022905122318028423,1,True,-0.08,-0.15,0.033176348558914694,0.0,0.033176348558914694,1.0,0.9668236514410853
2019-08-30,1.0707608273595521,107076.08273595522,1.0713439851336335,107134.39851336335,0.007357774495838524,0.011691962549935209,0.0,0.0,1.0707608273595521,False,,0.0,0,1.0,1,0,0.0,4,0.005048936163511687,0.004589652946633247,1,True,-0.08,-0.15,0.038586091562492465,0.0,0.038586091562492465,0.9999999999999999,0.9614139084375074
2019-09-30,1.0772663223779293,107726.63223779293,1.11749530871395,111749.530871395,0.006075581821964158,0.043077969560411544,0.0,0.0,1.0772663223779293,False,,0.0,0,1.0,1,0,0.0,5,0.007812570538106422,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-10-31,1.0796667131011892,107966.67131011892,1.1346062052505967,113460.62052505967,0.0022282240458063743,0.01531182851795454,0.0,0.0,1.0796667131011892,False,,0.0,0,1.0,1,0,0.0,6,0.004944387092527386,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-11-29,1.0906497484564284,109064.97484564284,1.1870684472298638,118706.84472298638,0.010172616439838049,0.046238282266118924,0.0,0.0,1.0906497484564284,False,,0.0,0,1.0,1,0,0.0,7,0.012894997631263137,2.7618808574911974e-05,1,True,-0.08,-0.15,0.02923942261118014,0.0,0.02923942261118014,1.0,0.9707605773888199
2019-12-31,1.137780284748127,113778.02847481272,1.1838146076627376,118381.46076627375,0.04321326471527766,-0.0027410715656029927,0.0,0.0,1.137780284748127,False,,0.0,0,1.0,1,0,0.0,8,0.04528023076230091,0.0,0,True,-0.08,-0.15,0.05946868938243186,0.0,0.05946868938243186,1.0,0.9405313106175682
2020-01-31,1.087248473071281,108724.8473071281,1.1259924575051468,112599.24575051467,-0.04441262724817938,-0.048843923519200194,0.0,-0.044412627248179466,1.137780284748127,False,,0.0,0,1.0,1,0,0.0,9,-0.05973809451510238,0.01653133165615083,5,True,-0.08,-0.15,0.26116385507790374,0.0,0.26116385507790374,1.0,0.7388361449220963
2020-02-28,1.0324589343006298,103245.89343006299,0.9001803640073602,90018.03640073602,-0.050392840392666276,-0.20054494325665084,-0.044412627248179466,-0.09256738920450926,1.137780284748127,False,,0.0,0,1.0,1,0,0.0,10,-0.09604094247598192,0.04839810208331565,21,True,-0.08,-0.15,0.8514562477331363,0.27949398752869714,0.8514562477331363,0.7205060124713029,0.1485437522668637
