as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-05-27,current_broker_ledger_mark_to_market,concentrated,equity,PR,18432.0,19.32999992370605,356290.55859375,0.4278105111989727,18.6336612701416,12834.9140625,7533.430024952889,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,concentrated,equity,ETR,3015.0,111.51000213623048,336202.65644073486,0.4036902658494595,106.0512237548828,16458.216819763184,12618.001972618096,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,concentrated,equity,THC,775.0,181.05999755859372,140321.49810791016,0.1684889211622342,235.1199951171875,-41896.49810791016,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,8.579570113564841,1.0301789333510533e-05,1.0,0.0,0.0,,,,0,0.0,0.0,,,DEPLOY_CASH_REVIEW,Combined cash is above target; review deploy candidates before acting.,,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,MU,62.0,928.4099731445312,57561.41833496094,0.1225770525889462,237.48638180130763,42837.26266327986,12496.670780609751,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,LRCX,100.0,318.92999267578125,31892.999267578125,0.0679161487246872,163.40210803394586,15552.78846418354,8496.736748104364,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,AMAT,70.0,448.25,31377.5,0.066818392924721,355.9556862967355,6460.601959228516,2109.124662322997,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,GOOG,56.0,384.8299865722656,21550.479248046875,0.0458917501430019,306.73663228352865,4373.227840169271,17164.01171816508,,,,0,0.0,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,ETR,182.0,111.51000213623048,20294.820388793945,0.043217824335115,106.0512237548828,993.4976654052734,701.9657121753693,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,PR,1037.0,19.32999992370605,20045.20992088318,0.0426862787906011,18.6336612701416,722.1031837463379,388.3117629718781,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,FTI,269.0,67.41000366210938,18133.290985107426,0.0386148470101572,67.40113067626953,2.3868331909179688,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,VRT,56.0,319.7799987792969,17907.679931640625,0.038134408223807,257.68865966796875,3477.114990234375,3120.2391862869267,,,,0,0.0,0.0,,,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,CIEN,27.0,582.0800170898438,15716.16046142578,0.0334675670457975,353.7300109863281,6165.450164794922,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,SCCO,78.0,187.75,14644.5,0.0311854658652243,215.55323791503903,-2168.652557373047,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,KO,174.0,81.62000274658203,14201.880477905272,0.0302429074987682,79.67218017578125,338.92112731933594,464.0659858989712,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,APH,97.0,140.24000549316406,13603.280532836914,0.028968188788409,134.60129251091777,546.9551592778898,6412.701896100071,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,VZ,260.0,48.2400016784668,12542.400436401367,0.0267090443973757,49.239402770996094,-259.8442840576172,-459.0489435005188,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,ATI,66.0,169.83999633789062,11209.43975830078,0.0238705043498089,166.4199981689453,225.71987915039065,-646.0955108642578,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,ADI,22.0,416.8800048828125,9171.360107421877,0.0195304132997156,351.3099975585937,1442.5401611328125,-37.44060638427735,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,RGLD,41.0,218.3300018310547,8951.530075073242,0.0190622851990662,303.7432556152344,-3501.943405151367,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,THC,46.0,181.05999755859372,8328.759887695312,0.0177360959525673,235.1199951171875,-2486.7598876953125,3056.860722007751,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,LUV,180.0,43.68000030517578,7862.400054931641,0.0167429825894915,48.0623893737793,-788.8300323486328,0.0,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,MA,7.0,495.0400085449219,3465.280059814453,0.0073793146245202,553.7140261627907,-410.7181233250817,5523.946742938738,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,WDC,6.0,530.5999755859375,3183.599853515625,0.0067794765652869,110.37890882033078,2521.3264005936403,22475.95366433251,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,MSGS,7.0,366.3299865722656,2564.3099060058594,0.0054606984903275,269.86271736838603,675.2708844271572,4687.94629590121,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,TPR,18.0,138.8300018310547,2498.9400329589844,0.0053214933317685,117.22292423248292,388.927396774292,9647.878476715088,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,PEN,3.0,320.3399963378906,961.019989013672,0.0020464922710358,356.989990234375,-109.94998168945312,-315.3020435333252,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,LITE,1.0,902.3099975585938,902.3099975585938,0.0019214693317432,138.94720806652987,763.3627894920639,14841.477984967778,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,STE,4.0,212.8699951171875,851.47998046875,0.0018132267995377,263.5697021484375,-202.798828125,-691.1214677810672,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,SYY,11.0,75.22000122070312,827.4200134277344,0.0017619910946057,82.2400131225586,-77.22013092041016,1020.0488281059264,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,NOC,1.0,551.3400268554688,551.3400268554688,0.0011740787044715,682.8330688476562,-131.4930419921875,1289.9164503479003,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,STLD,2.0,258.2200012207031,516.4400024414062,0.0010997590950577,175.5167999267578,165.40640258789062,-1678.0258502483368,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
2026-05-27,current_broker_ledger_mark_to_market,main,equity,ULTA,1.0,507.3500061035156,507.3500061035156,0.0010804019459225,620.0399780273438,-112.68997192382812,-252.9650819396974,,,,0,0.0,0.0,,,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,simulation_ready_preview_only
