portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.3521412619712181,0.3,0.0,-0.41427903277081035,-0.2,21.4279,1.1328454404097485,2019-06-03,2026-06-01,6.995208761122519,825138.2192800725,0.09908118053480455,0.14390858091533268,15,1749,45887.42855899692,32,18,14,0,,,,,0.3167711070527357,-0.1883892469596481,1.727203472249432
concentrated,broker_ledger_next_close,completed,True,False,0.2572681839196669,0.5,24.2732,-0.6251229350395704,-0.25,37.5123,0.7829100719597673,2019-06-03,2026-06-01,6.995208761122519,496042.7379456542,0.10114426021080085,0.155079872771904,5,593,30731.35771074057,6,2,4,0,,,,,0.47641283814403157,-0.21245658076460827,1.7190840959571605
