book,rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,period_forward_return,weighted_forward_return,regime_state
production_main,2019-11-29,AAPL,APPLE INC,Information Technology,0.0393948143046431,4.379206694039581,core_compounder,0.1083926519553271,0.0042701083957679,bull
production_main,2019-12-31,AAPL,APPLE INC,Information Technology,0.0595585020771358,4.169566607800995,core_compounder,0.0272073651783821,0.00162042991549,neutral
production_main,2020-12-31,AAPL,APPLE INC,Information Technology,0.0973161897487434,5.605941082584659,core_compounder,0.0017227328487929,0.0001676497967995,bull
production_main,2022-02-28,AAPL,APPLE INC,Information Technology,0.0810771375906079,5.512788799027435,core_compounder,0.0566484685408621,0.0045928956781847,bear
production_main,2022-03-31,AAPL,APPLE INC,Information Technology,0.1128334058873815,5.354762760752059,core_compounder,-0.08,-0.0090266724709905,neutral
production_main,2023-04-28,AAPL,APPLE INC,Information Technology,0.0957756412634792,4.762936285198262,core_compounder,0.0511919368195619,0.004902940576413,neutral
production_main,2023-05-31,AAPL,APPLE INC,Information Technology,0.1028858483921325,6.030557123533683,core_compounder,0.0904896307166573,0.009310102426974,bull
production_main,2023-06-30,AAPL,APPLE INC,Information Technology,0.1069203337832168,5.3673634500486,core_compounder,0.0126947229145042,0.0013573240113042,bull
production_main,2023-07-31,AAPL,APPLE INC,Information Technology,0.1132760834943399,5.572869503028064,core_compounder,-0.0330926002889332,-0.003748600153374,bull
production_main,2024-07-31,AAPL,APPLE INC,Information Technology,0.1133719752431311,5.843932196348907,core_compounder,0.0198090354675786,0.0022457894786206,neutral
production_main,2024-08-30,AAPL,APPLE INC,Information Technology,0.0372625005686785,4.657584490046552,core_compounder,0.0042442392447901,0.0001581509672725,neutral
production_main,2024-09-30,AAPL,,Unknown,0.001737305572206,0.0,core_compounder,-0.0372516925937682,-6.471757311725957e-05,
production_main,2024-10-31,AAPL,APPLE INC,Information Technology,0.0005094444607488,4.410552628934387,core_compounder,0.0749469358529844,3.818130132040439e-05,neutral
production_main,2024-11-29,AAPL,APPLE INC,Information Technology,0.0001567668491657,3.870574042036278,core_compounder,0.0491423322995239,7.703888595252502e-06,bull
production_main,2024-12-31,AAPL,APPLE INC,Information Technology,4.887122873642387e-05,3.621012571500189,core_compounder,-0.0760855960343208,-3.71839656734044e-06,neutral
production_main,2025-01-31,AAPL,APPLE INC,Information Technology,1.0532733974541044e-06,3.903523607151707,core_compounder,0.0524624500125547,5.52573029634897e-08,neutral
production_main,2021-06-30,ABT,ABBOTT LABORATORIES,Health Care,0.06,4.7165214677463405,core_compounder,0.0549482612356804,0.0032968956741408,bull
production_main,2021-07-30,ABT,ABBOTT LABORATORIES,Health Care,0.1103524589439133,3.416265940643028,core_compounder,0.0347323567872361,0.0038328009763888,neutral
production_main,2021-08-31,ABT,ABBOTT LABORATORIES,Health Care,0.0060593889080302,3.102225859039929,core_compounder,-0.0598154340750143,-0.0003624449777631,bull
production_main,2024-12-31,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,0.0481750271853579,2.66753916897186,core_compounder,0.0117333244881721,0.0005652532261923,neutral
production_main,2025-01-31,ACI,,Unknown,0.0011369572688087,0.0,core_compounder,0.05510626975107,6.265347395041243e-05,
production_main,2025-02-28,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,0.0002772169414668,-0.6295769238522836,core_compounder,0.0541445203117179,1.500977831800454e-05,neutral
production_main,2025-03-31,ACI,,Unknown,5.116281047793769e-05,0.0,core_compounder,0.0062961240740231,3.221274027448266e-07,
production_main,2025-04-30,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,1.0075692442699277e-05,1.2834850092607857,core_compounder,0.0081855195861868,8.247477783410978e-08,bear
production_main,2024-12-31,ACN,ACCENTURE PLC CLASS A,Information Technology,0.0446730604131569,4.44487305877321,core_compounder,0.0839981739309525,0.0037524554986123,neutral
production_main,2025-01-31,ACN,ACCENTURE PLC CLASS A,Information Technology,0.0824047854108575,3.933080239875457,core_compounder,-0.08,-0.0065923828328686,neutral
production_main,2020-01-31,ADBE,ADOBE INC,Information Technology,0.0878707478503897,5.761803876812801,core_compounder,-0.0101864861385122,-0.0008950941549587,neutral
production_main,2020-02-28,ADBE,ADOBE INC,Information Technology,0.1622322978211604,7.426867060327041,core_compounder,-0.08,-0.0129785838256928,bear
production_main,2020-03-31,ADBE,ADOBE INC,Information Technology,0.0744959324227207,6.739304345267371,core_compounder,0.1310748867569218,0.0097645459061594,deep_bear
production_main,2020-04-30,ADBE,ADOBE INC,Information Technology,0.0073072758201215,5.26597162171398,core_compounder,0.1147333183341008,0.000838388002825,bear
production_main,2020-06-30,ADBE,ADOBE INC,Information Technology,0.0340917807561371,5.100907954898396,core_compounder,0.0345906369990129,0.0011792564127854,bull
production_main,2023-08-31,ADBE,ADOBE INC,Information Technology,0.0302472448846936,4.842975817865893,core_compounder,-0.08,-0.0024197795907754,bull
