ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
NVDA,5,0.8,12.103827958445656,1.1394523648696921,4.661766650191358,-0.0799999999999999,0.9650697996943951,238.4,732.0,scheduled_rebalance,patient_winner
LRCX,9,0.6666666666666666,3.93001589886474,0.23673506847919093,0.8166552471637176,-0.1873395577363921,0.18589550743709515,94.55555555555556,213.0,scheduled_rebalance,normal
ORLY,10,0.8,1.829426228772241,0.11861440437150898,0.4083597248323121,-0.0529388552627615,0.04300802485492151,106.1,302.0,scheduled_rebalance,normal
PLTR,1,1.0,1.797173657864656,1.797173657864656,1.797173657864656,1.797173657864656,1.670588406961338,336.0,336.0,scheduled_rebalance,patient_winner
AVGO,5,0.6,1.7393266857311445,0.2846664185197908,1.0162036799018512,-0.0799999999999999,0.2594684936311617,190.2,368.0,scheduled_rebalance,patient_winner
SHOP,5,1.0,1.4699680511092823,0.2092568150258888,0.4056727183948865,0.0001789090193859,0.19698524311984228,91.2,120.0,scheduled_rebalance,normal
SE,5,1.0,1.2315836027921252,0.18650146368058607,0.4859900303958253,0.0112730500660171,0.13662467401001904,23.4,88.0,single_period_hold,profitable_reentry_churn
JD,2,0.5,1.1545337935658604,0.6309422791118805,1.3418845582237608,-0.0799999999999999,0.47395859764068765,196.0,392.0,scheduled_rebalance,patient_winner
MELI,6,0.6666666666666666,1.0773156808969762,0.14000468278159994,0.3391375697563408,-0.0799999999999999,0.06707834382099405,86.16666666666667,184.0,scheduled_rebalance,normal
MRNA,2,0.5,0.9548241719817341,0.5122524471679972,1.0885191319449867,-0.0640142376089923,0.4122710886677701,15.0,30.0,scheduled_rebalance,normal
CBRE,3,0.6666666666666666,0.8720111583251031,0.2671605853277758,0.686224526078502,-0.0340186858845648,0.16288734085935594,60.333333333333336,152.0,scheduled_rebalance,normal
AMAT,4,1.0,0.8563014183856159,0.17593100124371466,0.4329186038716712,0.0769461711892232,0.1270350195394918,36.75,119.0,scheduled_rebalance,profitable_reentry_churn
UNH,5,0.4,0.8397816999860088,0.15888281381445607,0.7063274593370659,-0.0285647652460702,-0.02363760748409538,103.6,365.0,scheduled_rebalance,normal
NOW,6,0.6666666666666666,0.8050170675917112,0.13777181310070788,0.7014585048260311,-0.1674032163039291,0.03753003407938931,152.0,397.0,scheduled_rebalance,normal
ASML,6,0.5,0.800076800886611,0.11488631753728563,0.3444858498071335,-0.0799999999999999,0.07982281184577542,55.166666666666664,119.0,scheduled_rebalance,profitable_reentry_churn
DKS,5,0.6,0.7972268351670679,0.14594799195761796,0.5368487489935645,-0.0961766103886501,0.0838461431159094,91.0,122.0,scheduled_rebalance,normal
VST,2,1.0,0.7900320968373251,0.34033450511765717,0.4207365496915969,0.2599324605437174,0.28477570857676726,46.5,60.0,scheduled_rebalance,normal
ANET,3,1.0,0.7531877037793921,0.21015285865705127,0.3434940128553776,0.0924400717154998,0.1363161003854324,101.33333333333333,245.0,scheduled_rebalance,normal
TPL,1,1.0,0.7399014577860907,0.7399014577860907,0.7399014577860907,0.7399014577860907,0.6624469350309448,121.0,121.0,scheduled_rebalance,normal
SMCI,1,1.0,0.7207407407407407,0.7207407407407407,0.7207407407407407,0.7207407407407407,0.6978716712591264,57.0,57.0,scheduled_rebalance,normal
BLDR,5,0.6,0.7184832975450746,0.12999797843009725,0.4606325009500833,-0.0799999999999999,0.10586385503837759,60.6,213.0,scheduled_rebalance,profitable_reentry_churn
NRG,4,0.75,0.6122746012048352,0.1417286476391836,0.4610286864600932,-0.0433932575794505,0.09561414047674545,45.75,91.0,scheduled_rebalance,profitable_reentry_churn
WDC,1,1.0,0.604234721073192,0.604234721073192,0.604234721073192,0.604234721073192,0.5860691424147917,61.0,61.0,scheduled_rebalance,normal
GOOG,4,0.75,0.581421333863787,0.13903292831245823,0.4757274629613259,-0.0799999999999999,0.0920149785749577,113.5,274.0,scheduled_rebalance,normal
TPR,2,1.0,0.5633081421742359,0.25882726891582514,0.4049024235172815,0.1127521143143688,0.2839161671202512,45.5,63.0,scheduled_rebalance,normal
ETR,3,0.6666666666666666,0.5332770239365265,0.19484128154174615,0.649823705543711,-0.1127002725720921,0.1666537634990518,162.0,394.0,scheduled_rebalance,normal
ETSY,3,0.3333333333333333,0.499654380057865,0.1940451172415734,0.7074744358535643,-0.0799999999999999,0.12778806376242782,70.0,210.0,single_period_hold,normal
BKNG,7,0.8571428571428571,0.4883879760903984,0.06324280388259192,0.2886240888926799,-0.0799999999999999,-0.002258620132227686,96.14285714285714,427.0,scheduled_rebalance,normal
