row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,GLW,1709.0,196.16000366210938,335237.4462585449,0.37963765196533067
equity,WDC,658.0,480.8999938964844,316432.1959838867,0.35834175814866653
equity,MU,307.0,751.239990234375,230630.67700195312,0.2611763383398114
cash,CASH,0.0,1.0,745.5128090689832,0.0008442515461913814
