comparison_method,rebalance_date,target_cash_weight,target_stock_weight,broker_cash_date,broker_cash_weight,cash_drift
rebalance_day_next_close,2019-07-31,0.0846666666666664,0.9153333333333323,2019-08-01,0.0889311834937939,0.004264516827127501
rebalance_day_next_close,2019-09-30,0.1656320789338514,0.8343679210661479,2019-10-01,0.1658101894520749,0.000178110518223501
rebalance_day_next_close,2019-10-31,0.1884016118013631,0.8115983881986364,2019-11-01,0.1925267569217204,0.004125145120357276
rebalance_day_next_close,2019-12-31,0.0300000000000001,0.9699999999999995,2020-01-02,0.0309405699849161,0.0009405699849160017
rebalance_day_next_close,2020-03-31,0.79,0.20999999999999958,2020-04-01,0.7891198019202322,-0.0008801980797678022
rebalance_day_next_close,2020-04-30,0.32,0.6799999999999986,2020-05-01,0.320976607871336,0.000976607871335966
rebalance_day_next_close,2020-06-30,0.1199999999999998,0.879999999999999,2020-07-01,0.124596655834141,0.004596655834141206
rebalance_day_next_close,2020-08-31,0.0300000000000001,0.9699999999999992,2020-09-01,0.0264223360784219,-0.003577663921578201
rebalance_day_next_close,2020-09-30,0.1999999999999998,0.7999999999999995,2020-10-01,0.1960788313271821,-0.003921168672817693
rebalance_day_next_close,2020-11-30,0.446538902592688,0.5534610974073115,2020-12-01,0.4509303975272128,0.004391494934524787
rebalance_day_next_close,2021-03-31,0.062142857142857,0.9378571428571426,2021-04-01,0.0621867997987407,4.394265588369972e-05
rebalance_day_next_close,2021-06-30,0.044855218957517,0.9551447810424822,2021-07-01,0.0443848619210216,-0.00047035703649540156
rebalance_day_next_close,2021-08-31,0.0299999999999995,0.9699999999999993,2021-09-01,0.0305619853041932,0.0005619853041937024
rebalance_day_next_close,2021-09-30,0.0799999999999998,0.9199999999999994,2021-10-01,0.0837935529664345,0.0037935529664347017
rebalance_day_next_close,2021-11-30,0.3507437105920797,0.6492562894079198,2021-12-01,0.3512284214816074,0.00048471088952767305
rebalance_day_next_close,2022-01-31,0.6,0.39999999999999925,2022-02-01,0.6035139275898729,0.0035139275898729005
rebalance_day_next_close,2022-02-28,0.6,0.3999999999999993,2022-03-01,0.6014232889898854,0.0014232889898854184
rebalance_day_next_close,2022-03-31,0.8411982068647577,0.1588017931352419,2022-04-01,0.8431622367784947,0.0019640299137370087
rebalance_day_next_close,2022-05-31,0.6,0.3999999999999992,2022-06-01,0.6013788129395529,0.001378812939552887
rebalance_day_next_close,2022-06-30,0.79,0.2099999999999993,2022-07-01,0.7935330685808396,0.003533068580839571
rebalance_day_next_close,2022-08-31,0.5999999999999999,0.3999999999999994,2022-09-01,0.6011033995677283,0.0011033995677284247
rebalance_day_next_close,2022-10-31,0.4400000000000003,0.5599999999999993,2022-11-01,0.4415758448950755,0.001575844895075229
rebalance_day_next_close,2022-11-30,0.6544481947976901,0.34555180520230977,2022-12-01,0.6546315029050044,0.00018330810731426173
rebalance_day_next_close,2023-01-31,0.3306402091246109,0.6693597908753885,2023-02-01,0.333528483908183,0.00288827478357212
rebalance_day_next_close,2023-02-28,0.2818099070479481,0.7181900929520515,2023-03-01,0.280329915408869,-0.0014799916390791368
rebalance_day_next_close,2023-05-31,0.2000000000000001,0.799999999999999,2023-06-01,0.2011151838071831,0.0011151838071830067
rebalance_day_next_close,2023-07-31,0.3290303829050396,0.6709696170949597,2023-08-01,0.3268849191270324,-0.0021454637780072283
rebalance_day_next_close,2023-08-31,0.0300000000000001,0.9699999999999994,2023-09-01,0.0295599680832642,-0.00044003191673589945
rebalance_day_next_close,2023-10-31,0.4399999999999999,0.5599999999999993,2023-11-01,0.4407554938205356,0.0007554938205356909
rebalance_day_next_close,2023-11-30,0.1437608419628167,0.856239158037183,2023-12-01,0.1368866264313241,-0.006874215531492589
rebalance_day_next_close,2024-01-31,0.121502919262758,0.8784970807372412,2024-02-01,0.1197185740766196,-0.001784345186138403
rebalance_day_next_close,2024-02-29,0.1805968201539898,0.8194031798460094,2024-03-01,0.1795075399570112,-0.0010892801969786259
rebalance_day_next_close,2024-04-30,0.1192560548742789,0.8807439451257205,2024-05-01,0.1193305038016146,7.444892733569908e-05
rebalance_day_next_close,2024-07-31,0.1446999155640423,0.8553000844359566,2024-08-01,0.1438882874549315,-0.0008116281091107846
rebalance_day_next_close,2024-09-30,0.2906638005373815,0.7093361994626178,2024-10-01,0.2910710693547391,0.0004072688173575867
rebalance_day_next_close,2024-10-31,0.4267900021140074,0.573209997885992,2024-11-01,0.4280359606289856,0.0012459585149781627
rebalance_day_next_close,2024-12-31,0.1765046300259473,0.8234953699740519,2025-01-02,0.1768931569186979,0.0003885268927505958
rebalance_day_next_close,2025-03-31,0.6000000000000001,0.39999999999999925,2025-04-01,0.5989052953266988,-0.0010947046733013055
rebalance_day_next_close,2025-04-30,0.6,0.3999999999999994,2025-05-01,0.6003562086675328,0.0003562086675328313
rebalance_day_next_close,2025-06-30,0.0300000000000001,0.9699999999999993,2025-07-01,0.0279493706288675,-0.0020506293711325986
rebalance_day_next_close,2025-07-31,0.2596839672907541,0.740316032709245,2025-08-01,0.260506288821203,0.0008223215304489218
rebalance_day_next_close,2025-09-30,0.0299999999999999,0.9699999999999993,2025-10-01,0.0276904239810182,-0.002309576018981699
rebalance_day_next_close,2025-12-31,0.1169318042393139,0.8830681957606855,2026-01-02,0.1164403011846288,-0.0004915030546851079
rebalance_day_next_close,2026-03-31,0.5999999999999999,0.39999999999999925,2026-04-01,0.5970790528020261,-0.0029209471979737556
rebalance_day_next_close,2026-04-30,0.1880077022716685,0.8119922977283307,2026-05-01,0.1936405068033139,0.005632804531645413
month_mean,2019-06-30,0.0300000000000001,0.9699999999999993,,0.0387856563786789,0.008785656378678803
month_mean,2019-07-31,0.0699999999999999,0.929999999999999,,0.0657207566058508,-0.00427924339414909
month_mean,2019-08-31,0.0846666666666664,0.9153333333333323,,0.0889311834937939,0.004264516827127501
month_mean,2019-09-30,0.2435653504744412,0.7564346495255582,,0.2424403630702855,-0.0011249874041557029
month_mean,2019-10-31,0.1656320789338514,0.8343679210661479,,0.1658101894520749,0.000178110518223501
month_mean,2019-11-30,0.1884016118013631,0.8115983881986364,,0.1925267569217204,0.004125145120357276
month_mean,2019-12-31,0.031666666666667,0.9683333333333327,,0.0321596049838581,0.0004929383171910981
month_mean,2020-01-31,0.0300000000000001,0.9699999999999995,,0.0309405699849161,0.0009405699849160017
month_mean,2020-02-29,0.0842065375488017,0.9157934624511973,,0.0868736118238995,0.002667074275097797
