portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.22904856234936677,0.3,False,7.0951,-0.29951107086090645,-0.15,False,14.9511,1.0901035233482108,0.0,False
concentrated,broker_ledger_next_close,0.3285113881461643,0.5,False,17.1489,-0.378375193551868,-0.18,False,19.8375,1.1328127390437894,0.0,False
