as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-15,ADI,38.0,417.489990234375,15864.61962890625,0.06785414179324181,351.30999755859375,2514.8397216796875,0.0
2026-05-15,AJG,9.0,199.9499969482422,1799.5499725341797,0.007696807226179745,219.82638549804688,-178.8874969482422,0.0
2026-05-15,ALSN,28.0,116.98999786376953,3275.719940185547,0.014010494452152439,85.59381103515625,879.0932312011719,0.0
2026-05-15,AM,212.0,21.979999542236328,4659.759902954102,0.019930134889676453,17.179546356201172,1017.6960754394531,0.0
2026-05-15,APH,61.0,125.0,7625.0,0.032612684279600276,58.681365966796875,4045.4366760253906,0.0
2026-05-15,BAC,220.0,49.77000045776367,10949.400100708008,0.046831387348906725,53.73495462590998,-872.2899169921875,-2611.8896886205684
2026-05-15,BLD,7.0,400.760009765625,2805.320068359375,0.011998559697394225,205.97999572753906,1363.4600982666016,0.0
2026-05-15,C,20.0,123.41999816894531,2468.3999633789062,0.010557527695928283,100.6072006225586,456.2559509277344,1149.8737795066834
2026-05-15,CBOE,15.0,363.0199890136719,5445.299835205078,0.02328994679781018,223.86331176757812,2087.3501586914062,0.0
2026-05-15,CHRW,25.0,163.58999633789062,4089.7499084472656,0.017492160333995387,57.94178009033203,2641.205406188965,0.0
2026-05-15,CMS,43.0,71.63999938964844,3080.519973754883,0.013175609878173185,46.31666564941406,1088.9033508300781,0.0
2026-05-15,CNQ,154.0,47.97999954223633,7388.9199295043945,0.0316029525020555,43.950801849365234,620.4964447021484,0.0
2026-05-15,COST,15.0,1048.949951171875,15734.249267578125,0.06729653819541735,966.9569091796875,1229.8956298828125,5400.952130889888
2026-05-15,CPRT,1.0,32.29999923706055,32.29999923706055,0.00013814946588191286,34.755001068115234,-2.4550018310546875,166.20651089668345
2026-05-15,CSCO,16.0,118.20999908447266,1891.3599853515625,0.00808948538509376,73.65462493896484,712.885986328125,1473.925559654234
2026-05-15,CW,10.0,712.719970703125,7127.19970703125,0.030483555913845214,289.7672119140625,4229.527587890625,0.0
2026-05-15,DTM,22.0,148.0800018310547,3257.760040283203,0.013933678642944786,47.1716194152832,2219.9844131469727,0.0
2026-05-15,EBAY,4.0,116.12999725341797,464.5199890136719,0.0019867860646906586,78.06701278686523,152.25193786621094,0.0
2026-05-15,ETR,60.0,109.02999877929688,6541.7999267578125,0.027979758115628167,106.05122375488281,178.72650146484375,3405.0033077239987
2026-05-15,FTI,36.0,71.27999877929688,2566.0799560546875,0.010975312189248798,67.44703674316406,137.98663330078125,0.0
2026-05-15,GEV,6.0,1049.22998046875,6295.3798828125,0.026925801513221125,880.6474609375,1011.4951171875,0.0
2026-05-15,GILD,47.0,129.5800018310547,6090.26008605957,0.02604848909735239,112.19833374023438,816.9384002685547,0.0
2026-05-15,GOOG,27.0,393.32000732421875,10619.640197753906,0.045420980056695086,301.37975381803113,2482.386844667066,6709.539407602678
2026-05-15,GS,4.0,948.469970703125,3793.8798828125,0.016226702532838158,482.2950744628906,1864.6995849609375,0.0
2026-05-15,GTLS,15.0,207.3000030517578,3109.500045776367,0.013299559771843578,199.08999633789062,123.15010070800781,-1475.2516094970704
2026-05-15,HD,18.0,297.510009765625,5355.18017578125,0.022904498404344685,373.8599392113979,-1374.298730023912,4125.7346313224325
2026-05-15,HII,12.0,326.1700134277344,3914.0401611328125,0.01674063685674757,453.7300109863281,-1530.719970703125,0.0
2026-05-15,JCI,42.0,143.0800018310547,6009.360076904297,0.025702473824329743,46.12376403808594,4072.1619873046875,0.0
2026-05-15,JNJ,19.0,226.7100067138672,4307.490127563477,0.018423451221996432,143.4654541015625,1581.646499633789,25.205550537109374
2026-05-15,KO,157.0,80.81999969482422,12688.739952087402,0.054270671470606796,79.60170622771508,191.2720743361333,-1649.521903847776
2026-05-15,LYV,30.0,168.8699951171875,5066.099853515625,0.021668080662509415,142.25999450683594,798.3000183105469,0.0
2026-05-15,MCK,6.0,760.5700073242188,4563.4200439453125,0.01951808224634598,384.369873046875,2257.2008056640625,-217.42735565185646
2026-05-15,MS,37.0,192.50999450683594,7122.86979675293,0.030465036569993956,57.36015319824219,5000.544128417969,0.0
2026-05-15,NRG,7.0,127.80999755859375,894.6699829101562,0.003826569139289745,77.61349487304688,351.3755187988281,0.0
2026-05-15,PPL,1.0,34.880001068115234,34.880001068115234,0.00014918432295168033,36.02446365356445,-1.1444625854492188,0.0
2026-05-15,PR,344.0,20.84000015258789,7168.960052490234,0.030662167974417134,18.539580189904502,791.3444671630859,0.0
2026-05-15,RGLD,16.0,228.32000732421875,3653.1201171875,0.015624662690792435,303.7432556152344,-1206.77197265625,0.0
2026-05-15,ROIV,4.0,29.290000915527344,117.16000366210938,0.0005011019291316965,19.600000381469727,38.76000213623047,0.0
2026-05-15,RS,12.0,361.7300109863281,4340.7601318359375,0.01856574947056282,240.40061950683594,1455.9526977539062,-420.4578073120117
2026-05-15,SCCO,24.0,176.77999877929688,4242.719970703125,0.018146424510333898,215.55323791503906,-930.5577392578125,0.0
