ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key,auto_trade_allowed,paper_only,approval_required,crisis_state,paper_action_types,approval_status
SNDK,SELL,62.0,2288.22998046875,2282.509405517578,141870.2587890625,354.67564697265624,141515.58314208983,237.0,0.3877299195277713,0.285,398624.1098417256,542310.5053710938,-143686.3955293682,limit,day,target_rebalance,ready,218990.23781092212,r1k-C-20260622-S-SNDK-d2849b0da522,d2849b0da522ccd49891412ce25d9bb4ea2bef9efe8f79b33cf57578ad918a87,False,True,True,GREEN,no_op,pending_user_approval
WDC,SELL,75.0,759.655029296875,757.7558917236329,56974.127197265625,142.43531799316406,56831.69187927246,381.0,0.2069296345094451,0.1661678794262132,232415.87024758392,289428.5661621094,-57012.69591452545,limit,day,target_rebalance,ready,275821.9296901946,r1k-C-20260622-S-WDC-f9c98a1cfba8,f9c98a1cfba801e4695db652b17666a9c217e3d4e55a26cd6a8b8861b9508e8d,False,True,True,GREEN,no_op,pending_user_approval
CIEN,BUY,162.0,438.4700012207031,439.5661762237549,71032.1401977539,177.58035049438476,-71209.7205482483,224.0,0.0702213543707728,0.1212263713163135,169557.03282564197,98217.2802734375,71339.75255220447,limit,day,target_rebalance,ready,204612.2091419463,r1k-C-20260622-B-CIEN-de2b3e8377e5,de2b3e8377e520da88f8b49197d1cdbf9732bff60c3e0bc8c8d196c9d7d23d04,False,True,True,GREEN,no_op,pending_user_approval
BE,BUY,181.0,346.114990234375,346.98027770996094,62646.81323242188,156.6170330810547,-62803.43026550293,970.0,0.2400343749611238,0.285,398624.1098417256,335731.5405273437,62892.569314381806,limit,day,target_rebalance,ready,141808.7788764434,r1k-C-20260622-B-BE-be9a328a50c9,be9a328a50c99312eb0eca8935ecb560e08b8ee41463c6c0e3c17148870b3b91,False,True,True,GREEN,no_op,pending_user_approval
LITE,BUY,40.0,841.1900024414062,843.2929774475098,33647.60009765625,84.11900024414062,-33731.71909790039,66.0,0.0396934945861787,0.0641057492574732,89663.49906490215,55518.54016113281,34144.95890376934,limit,day,target_rebalance,ready,108077.059778543,r1k-C-20260622-B-LITE-7f38dfe9f019,7f38dfe9f019539a115da1cbe38f794d7634478a445a9b48014d51930dd268fc,False,True,True,GREEN,no_op,pending_user_approval
