ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
CIEN,105.0,436.7200012207031,2026-06-17,45855.60012817383,384.76830967147407,0.05948625994778889
COHR,46.0,378.8500061035156,2026-06-17,17427.10028076172,277.7992197842635,0.02260733726175009
FIX,13.0,1931.77001953125,2026-06-17,25113.01025390625,1866.2886962890625,0.032577897832755894
KEYS,20.0,350.70001220703125,2026-06-17,7014.000244140625,313.2699890136719,0.009098924463545564
LITE,40.0,869.97998046875,2026-06-17,34799.19921875,323.4482826692533,0.045143323932415276
MRVL,314.0,289.5400085449219,2026-06-17,90915.56268310547,164.9499969482422,0.11794037761908768
MU,35.0,1043.18994140625,2026-06-17,36511.64794921875,465.21731535259045,0.04736480113570538
ON,334.0,112.91999816894531,2026-06-17,37715.279388427734,103.02999877929688,0.04892621419046826
PWR,43.0,714.8499755859375,2026-06-17,30738.548950195312,742.2100219726562,0.039875638049837715
SNDK,61.0,1958.800048828125,2026-06-17,119486.80297851562,768.0426355580814,0.155004470608665
STM,1157.0,73.36000061035156,2026-06-17,84877.52070617676,55.75,0.11010751677741787
TER,25.0,408.55999755859375,2026-06-17,10213.999938964844,218.5444077854171,0.013250129837525682
WDC,155.0,712.1300048828125,2026-06-17,110380.15075683594,337.1980602539812,0.14319084959402886
