as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-06-18,AMAT,78.0,617.1099853515625,48134.578857421875,0.04320283517328592,340.7527812834709,21555.861917311147,7287.652085774941
2026-06-18,AVT,356.0,91.47000122070312,32563.320434570312,0.029226967365742634,62.72539138793945,10233.081100463867,388.4162870407105
2026-06-18,CIEN,122.0,428.2200012207031,52242.84014892578,0.04689017470421581,258.699550560708,20681.494980519405,21662.579196268918
2026-06-18,LITE,51.0,850.0,43350.0,0.038908471814190826,300.2544445882272,28037.02332600041,28317.35331710414
2026-06-18,LRCX,108.0,389.0400085449219,42016.32092285156,0.037711438024515945,186.01526553814227,21926.672244732195,12913.688345916455
2026-06-18,MRVL,352.0,310.5799865722656,109324.1552734375,0.09812308682968314,164.9499969482422,51261.75634765625,0.0
2026-06-18,MU,109.0,1133.989990234375,123604.90893554688,0.1109406716358558,375.3176640168503,82695.2835577102,23493.182900839307
2026-06-18,ON,394.0,121.62000274658203,47918.28108215332,0.043008698705177296,103.02999877929688,7324.461563110352,-5184.74928138733
2026-06-18,ONTO,164.0,333.760009765625,54736.6416015625,0.04912846774989295,244.91616095566167,14570.391204833984,1467.9383865356442
2026-06-18,PR,2043.0,18.43000030517578,37652.49062347412,0.033794714421165564,20.467833499843096,-4163.293216705322,0.0
2026-06-18,RVMD,301.0,162.99000549316406,49059.99165344238,0.044033432582523645,77.95722527153862,25594.866846709258,9853.252152886384
2026-06-18,SEB,4.0,4795.0,19180.0,0.017214867114098732,4941.457678970025,-585.8307158800999,2954.985996641823
2026-06-18,SNDK,75.0,2184.75,163856.25,0.1470679650450751,644.6320452008929,115508.84660993304,12406.210460379463
2026-06-18,STM,851.0,78.38999938964844,66709.88948059082,0.059874967810457966,55.75,19266.63948059082,-3656.284256982803
2026-06-18,TER,66.0,437.9200134277344,28902.72088623047,0.025941423320768688,136.77215207443567,19875.758849317717,35253.497822025136
2026-06-18,TPL,57.0,355.1099853515625,20241.269165039062,0.01816740140233846,508.80584197348736,-8760.663827449716,6267.950963222425
2026-06-18,UI,46.0,589.4600219726562,27115.161010742188,0.024337012178170896,1018.4410400390625,-19733.126831054688,-872.1169177246094
2026-06-18,WDC,187.0,746.22998046875,139545.00634765625,0.12524758814968542,134.51334649676735,114391.01055276075,34980.177198894824
