rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers
2019-04-30,7,0.5,-0.08109510332452517,0.0025,0.5,-0.08359510332452517,0.0,7,"NOW,AMZN,MU,AAPL,GOOG,GOOGL,GDDY"
2019-05-31,7,0.5,0.0651326565212713,0.005,1.0,0.060132656521271304,0.0,7,"V,TGT,KO,CZR,YUM,SPGI,RSG"
2019-06-28,7,0.5,0.024183777396640738,0.0047730513855995214,0.9546102771199042,0.019410726011041216,0.0,7,"AMZN,HD,AAPL,TREX,CME,KO,TTWO"
2019-07-31,7,0.5,-0.017402882996915198,0.0047730513855995214,0.9546102771199043,-0.02217593438251472,0.0,7,"GOOG,GOOGL,INTC,ORCL,KO,BSX,ISRG"
2019-08-30,7,0.5,-0.011999390652555427,0.003388436642471909,0.6776873284943817,-0.015387827295027336,0.0,7,"ABT,CRM,GOOG,GOOGL,LOW,BKNG,SYY"
2019-09-30,7,0.5,0.042930015152554096,0.003388436642471908,0.6776873284943816,0.039541578510082186,0.0,7,"INTC,NRG,GOOG,GOOGL,ORLY,KO,FIVE"
2019-10-31,7,0.5,0.010076472217870988,0.0032911361074990883,0.6582272214998176,0.0067853361103719,0.0,7,"GOOG,CRM,GOOGL,CAT,UNH,BKNG,LOW"
2019-11-29,7,0.5,-0.017885041437290708,0.002693883123131037,0.5387766246262073,-0.020578924560421746,0.0,7,"XYZ,CRM,GOOG,GOOGL,MU,ORCL,PANW"
2019-12-31,7,0.5,0.029977004752431168,0.004359116623592763,0.8718233247185525,0.025617888128838404,1.1102230246251565e-16,7,"AVGO,V,PLNT,LRCX,GOOG,GOOGL,DIS"
2020-01-31,7,0.5,-0.012370621730863242,0.005,1.0,-0.01737062173086324,0.0,7,"XYZ,AMZN,PYPL,INTU,MDT,CME,OGE"
2020-02-28,7,0.5,-0.20700605913033795,0.005,1.0,-0.21200605913033796,0.0,7,"ETSY,CSGP,HUBS,SBAC,IRDM,GILD,ROL"
2020-03-31,7,0.5,0.22052792038289704,0.004612684917447097,0.9225369834894194,0.21591523546544994,0.0,6,"AMZN,VEEV,MOH,SBAC,ZS,COR"
2020-04-30,7,0.5,0.05048845855308344,0.002700277198940918,0.5400554397881836,0.04778818135414252,0.0,7,"AMZN,ABT,COST,BABA,GOOGL,GOOG,CHTR"
2020-05-29,7,0.5,-0.021157467943842337,0.0030356291574188798,0.607125831483776,-0.02419309710126122,0.0,7,"COST,ABT,GOOGL,GOOG,TGT,V,CRM"
2020-06-30,7,0.5,0.12067412911407942,0.004862542338704485,0.9725084677408968,0.11581158677537494,1.1102230246251565e-16,7,"MELI,NOW,SE,ETSY,V,HD,MA"
2020-07-31,7,0.5,0.0923792292755145,0.004945686138250196,0.9891372276500393,0.0874335431372643,0.0,7,"MA,CMCSA,ORCL,AVGO,EW,CHE,BAH"
2020-08-31,7,0.5,-0.041775022269967106,0.004894897386230896,0.9789794772461791,-0.046669919656198,0.0,7,"AMZN,SE,JD,META,AMGN,ORCL,CMCSA"
