rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.23943644315383922,-0.26091534206491385,
2022-05-31,-0.20274603953846115,-0.4793086037409865,
2021-12-31,-0.14947473228324368,-0.1494747322832437,
2022-03-31,-0.13797661438098424,-0.3365877994623766,
2023-04-28,-0.10556674376784222,-0.4718208192659009,
2020-09-30,-0.09598901401043632,-0.13724318665480328,
2022-01-31,-0.08961795179883446,-0.22569706472917483,
2025-02-28,-0.08936755998025729,-0.10039477203341773,
2022-11-30,-0.08439636710004793,-0.4640269553640838,
2022-10-31,-0.08195130087656256,-0.41462328743896326,
