as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,new_buy_allowed,full_universe_rerank_today,crisis_state
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,230.0,2184.75,502492.5,0.3837985322995613,1120.3311324409815,244816.33953857425,6041.123627929687,2026-03-02,2026-05-01,108.0,2,230.0,1120.3311324409815,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,65.0616,-1.206279785766084,,,,323539098790.5,19185045877.41394,4.145802676300309,1.6943219635958453,9.334883102288597,True,2026-06-18,2184.75,0.5793867795655314,1.8296570658967646,9.437867399947804,1.6918752822151972,1.579186837932556,1.5606964651507003,3.5625190637922484,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,941.0,328.9100036621094,309504.3134460449,0.2363961675865319,290.5199890136719,36125.00378417969,0.0,2026-05-01,2026-05-01,48.0,1,941.0,290.5199890136719,target_rebalance,future_winner,HOLD_REVIEW,no daily breakdown signal,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,12268.852,-3.399016559992946,,0.3886654169505354,2.095853821982949,93556433665.54456,3074314874.353714,2.617419879051398,0.83784864504305,2.6512675157262047,True,2026-06-18,328.9100036621094,0.25855210940179396,0.9731837473439693,2.7542518133854115,0.8354019636624019,0.7227135193797607,1.258647450202012,2.1347236589815908,0.0,daily_current_holdings_review,True,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,368.0,746.22998046875,274612.6328125,0.2097462657141267,393.9407933877505,129642.42084580782,109249.20301924345,2026-02-02,2026-05-01,136.0,2,368.0,404.21895682293433,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,29.8004,-0.6250309258312232,,0.0,,257212139884.05716,4740219712.762299,7.394130130612207,1.2198365791559231,3.174606333734392,True,2026-06-18,746.22998046875,0.6376142104069307,1.3551716814568424,3.2775906313935987,1.217389897775275,1.1047014534926338,1.5550085987189541,2.805806431699311,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,217.0,428.2200012207031,92923.74026489258,0.0709741839519026,439.7644011312237,-2505.1347805829573,79683.70644989447,2026-03-02,2026-05-01,108.0,2,217.0,471.7021554692,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,150.5651,-0.9695234793468868,,0.1879353566851933,,60615792431.634094,1758193051.9880676,1.719255760072777,-0.0974272658632493,0.9377134181907804,True,2026-06-18,428.2200012207031,-0.209809538815813,0.03790783643766993,1.0406977158499875,-0.09987394724389742,-0.21256239152653866,0.8216096688346675,1.381178186854803,-0.3170334908760716,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,65.0,850.0,55250.0,0.0421993739400105,544.1233256280977,19881.983834173647,260044.54939130548,2026-02-02,2026-05-01,136.0,2,65.0,642.1241586538462,target_rebalance,"future_winner,unassigned",WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,162.9856,-1.6419694073146864,,0.0,0.0,66130000000.0,5389684460.437317,4.445563096001484,-0.034484216278162,1.5856129391267972,True,2026-06-18,850.0,-0.04504041798681846,0.10085088602275727,1.6885972367860043,-0.03693089765881008,-0.14961934194145132,0.9386353346511037,1.6586848139748553,-0.19285148696874532,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,SNDK,61.0,2184.75,133269.75,0.1658179083493799,768.0426355580814,86419.14923095703,1582.1990454101565,2026-03-02,2026-05-01,108.0,2,61.0,768.0426355580814,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,65.0616,-1.206279785766084,,,,323539098790.5,19185045877.41394,4.145802676300309,1.6943219635958453,9.334883102288597,True,2026-06-18,2184.75,0.5793867795655314,1.8296570658967646,9.437867399947804,1.6918752822151972,1.579186837932556,1.5606964651507003,3.5625190637922484,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,WDC,154.0,746.22998046875,114919.4169921875,0.1429859165667731,336.1953364323904,63145.33518159938,31123.95800104069,2026-02-02,2026-05-01,136.0,2,154.0,368.5332804097758,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,29.8004,-0.6250309258312232,,0.0,,257212139884.05716,4740219712.762299,7.394130130612207,1.2198365791559231,3.174606333734392,True,2026-06-18,746.22998046875,0.6376142104069307,1.3551716814568424,3.2775906313935987,1.217389897775275,1.1047014534926338,1.5550085987189541,2.805806431699311,0.0,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MRVL,312.0,310.5799865722656,96900.95581054688,0.1205668488877676,164.9499969482422,45436.55676269531,-1585.953573474884,2026-05-01,2026-05-01,48.0,1,312.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,101.805,-1.3408915964642878,,0.4208728521145077,-4.083649025385388,271695372253.418,19489381590.2211,5.514246278864031,2.3354060219461927,2.5958266283342084,True,2026-06-18,310.5799865722656,0.7619559712054096,2.470741124247112,2.6988109259934157,2.3329593405655444,2.220270896282903,1.569054920987066,2.7485670249978704,-0.01848752090169159,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,STM,1158.0,78.38999938964844,90775.61929321288,0.1129455358047882,55.75,26217.11929321289,235.38510260581933,2026-05-01,2026-05-01,48.0,1,1158.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,leader/technical breakdown,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,223.8023,-1.0821050474767604,,-0.0753075777760363,,69672566784.0,1031869023.4947205,3.838930147808517,1.2895099248503783,1.9276044997852988,True,2026-06-18,78.38999938964844,0.2802547766732413,1.4248450271512976,2.030588797444506,1.2870632434697302,1.174374799187089,1.2933509204912323,2.1515879036492667,-0.016560026470773703,daily_current_holdings_review,False,False,GREEN
2026-06-18,current_broker_ledger_mark_to_market,main,equity,CIEN,104.0,428.2200012207031,44534.880126953125,0.0554115294073991,384.9130740816728,4503.920422459152,23488.893471869924,2026-03-02,2026-05-01,108.0,2,104.0,409.59461622971753,target_rebalance,future_winner,WARNING_NO_ADD,below MA50; no add until recovered,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit,150.5651,-0.9695234793468868,,0.1879353566851933,,60615792431.634094,1758193051.9880676,1.719255760072777,-0.0974272658632493,0.9377134181907804,True,2026-06-18,428.2200012207031,-0.209809538815813,0.03790783643766993,1.0406977158499875,-0.09987394724389742,-0.21256239152653866,0.8216096688346675,1.381178186854803,-0.3170334908760716,daily_current_holdings_review,False,False,GREEN
