rebalance_date,regime_state,main_capacity,concentrated_capacity,cash_capacity,main_return,concentrated_return,net_return,equity,main_names,concentrated_source_proxy
2019-04-30,bull,0.6,0.25,0.15000000000000002,-0.00550286084601583,-0.012364701775322447,-0.00639289195144011,0.9936071080485599,18,False
2019-05-31,bear,0.55,0.05,0.39999999999999997,0.048180845851679074,0.046599542691051044,0.028829442352976048,1.0222522468915531,18,False
2019-06-28,neutral,0.55,0.25,0.19999999999999996,0.006929801980670279,-0.007875185811507271,0.0018425946364918357,1.0241358433988172,26,False
2019-07-31,neutral,0.55,0.25,0.19999999999999996,0.013073990030582494,-0.006654294510664666,0.005527120889154206,1.0297963660121985,18,False
2019-08-30,neutral,0.55,0.25,0.19999999999999996,-0.00574127113477251,0.010090987720445288,-0.000634952194013559,1.029142494550212,18,False
2019-09-30,neutral,0.55,0.25,0.19999999999999996,0.015353901092827998,0.0532339753661111,0.021753139442583176,1.0515295747404505,18,False
2019-10-31,neutral,0.55,0.25,0.19999999999999996,-0.00012612748577603498,-0.022209547605906817,-0.005621757018653524,1.0456181309733317,32,False
2019-11-29,bull,0.6,0.25,0.15000000000000002,0.03206329093091591,0.03344957357891955,0.027600367953279432,1.074477576126816,43,False
2019-12-31,neutral,0.55,0.25,0.19999999999999996,0.06419003835059191,0.0396043937938043,0.04520561954127662,1.123050000638838,18,False
2020-01-31,neutral,0.55,0.25,0.19999999999999996,-0.010936261864713193,-0.032986951904501134,-0.01426168200171754,1.1070334186576982,18,False
2020-02-28,bear,0.55,0.05,0.39999999999999997,-0.05488377419755772,-0.08205657045528848,-0.03428890433142117,1.0690744556736582,18,False
2020-03-31,deep_bear,0.4,0.0,0.6,0.11238932359923648,0.15392333052113633,0.04495572943969459,1.1171354776538118,18,False
2020-04-30,bear,0.55,0.05,0.39999999999999997,0.1495674535252284,0.2351239937004705,0.09401829912389917,1.2221666551537878,28,False
2020-05-29,neutral,0.55,0.25,0.19999999999999996,0.04265487714713985,0.07528430627391443,0.042281258999405526,1.273841400040782,18,False
2020-06-30,bull,0.6,0.25,0.15000000000000002,0.08498616360394602,0.0970067557271274,0.07524338709414946,1.369689541600604,18,False
2020-07-31,bull,0.6,0.25,0.15000000000000002,0.09252668432174582,0.14558864713649994,0.09191317237717248,1.4955820525409507,18,False
2020-08-31,neutral,0.55,0.25,0.19999999999999996,-0.023113333170384817,-0.03447759938987814,-0.021331733091181186,1.4636786953801861,18,False
2020-09-30,neutral,0.55,0.25,0.19999999999999996,0.002737158898663969,0.0379104840347705,0.010983058402957808,1.4797543639747117,18,False
2020-10-30,neutral,0.55,0.25,0.19999999999999996,0.06618258144361525,0.1550968883255216,0.07517464187536879,1.5909943683500247,27,False
2020-11-30,neutral,0.55,0.25,0.19999999999999996,0.04940734566453263,0.05034507717845504,0.039760309410106706,1.6542527967053589,34,False
2020-12-31,bull,0.6,0.25,0.15000000000000002,-0.006261413467243295,0.006569724366845907,-0.0021144169886345,1.650755016488509,42,False
2021-01-29,neutral,0.55,0.25,0.19999999999999996,0.04398393327906073,0.09183211685760512,0.047149192517884686,1.7285867825607895,17,False
2021-02-26,neutral,0.55,0.25,0.19999999999999996,-0.00034118223124970535,0.026502515208020362,0.006437978574817753,1.7397153872316289,17,False
2021-03-31,bull,0.6,0.25,0.15000000000000002,0.04164400570092693,0.03629260364256032,0.03405955433119624,1.7989693179838628,26,False
2021-04-30,bull,0.6,0.25,0.15000000000000002,-0.0007551006565826397,0.020027450332576704,0.004553802189194592,1.8071614684023918,32,False
2021-05-28,bull,0.6,0.25,0.15000000000000002,0.06425420041512038,0.1068338389491072,0.06526097998634903,1.9250985968239014,35,False
2021-06-30,bull,0.6,0.25,0.15000000000000002,0.07355471002569249,0.062311019265545206,0.05971058083180179,2.040047352198743,18,False
2021-07-30,neutral,0.55,0.25,0.19999999999999996,0.07355777762296281,0.010960603797091281,0.043196928641902374,2.1281711320977736,23,False
2021-08-31,bull,0.6,0.25,0.15000000000000002,-0.04855686744993892,-0.03220309704541445,-0.03718489473131696,2.0490353125804903,18,False
2021-09-30,neutral,0.55,0.25,0.19999999999999996,0.09107355743332635,0.06921697429178372,0.06739470016127543,2.1871294330917177,17,False
2021-10-29,bull,0.6,0.25,0.15000000000000002,0.011151942439730975,-0.030533149104303367,-0.0009421218122372564,2.185068890746616,24,False
2021-11-30,neutral,0.55,0.25,0.19999999999999996,0.026749871818475292,0.055773850341453574,0.028655892085524805,2.2476839890792886,29,False
2021-12-31,bull,0.6,0.25,0.15000000000000002,-0.06410122232143996,-0.04476818994374538,-0.04965278087880032,2.136080228484747,18,False
2022-01-31,neutral,0.55,0.25,0.19999999999999996,0.002738168675223737,-0.001532602081694667,0.0011228422509493889,2.1384787096167073,22,False
2022-02-28,bear,0.55,0.05,0.39999999999999997,0.03782293829951658,0.039248161159739635,0.022765024122721102,2.187161229027057,34,False
2022-03-31,neutral,0.55,0.25,0.19999999999999996,-0.0644065127059954,-0.07475028297321586,-0.05411115273160144,2.068811413714537,38,False
2022-04-29,bear,0.55,0.05,0.39999999999999997,0.00876925102855405,-0.013137835661897596,0.0041661962826098475,2.0774304881357755,32,False
2022-05-31,bear,0.55,0.05,0.39999999999999997,-0.05640539197266157,-0.06777011789547113,-0.03441147147973742,2.005943048142154,36,False
2022-06-30,bear,0.55,0.05,0.39999999999999997,0.046514990315545166,0.03693439712557859,0.027429964529828772,2.06096599480155,29,False
2022-07-29,bear,0.55,0.05,0.39999999999999997,-0.01281353123446532,-0.006909988682435058,-0.00739294161307768,2.0457293935354435,18,False
2022-08-31,bear,0.55,0.05,0.39999999999999997,-0.0391310267925263,-0.03221913721737932,-0.023133021596758434,1.9984054912936644,27,False
2022-09-30,bear,0.55,0.05,0.39999999999999997,0.10366814031198028,0.13317699585063755,0.06367632696412104,2.1256566127641747,18,False
2022-10-31,bear,0.55,0.05,0.39999999999999997,0.010678456834079334,0.009284528849428212,0.006337377701215045,2.1391277015823467,27,False
2022-11-30,neutral,0.55,0.25,0.19999999999999996,-0.03655957235597879,-0.04611799124721298,-0.03163726260759158,2.071451556736212,36,False
2022-12-30,bear,0.55,0.05,0.39999999999999997,0.047129117407323125,0.04058428196808018,0.02795022867243173,2.129349101430854,29,False
2023-01-31,neutral,0.55,0.25,0.19999999999999996,-0.00928892754549523,-0.01403948067370674,-0.008618780318449062,2.1109967093043345,30,False
2023-02-28,neutral,0.55,0.25,0.19999999999999996,0.03156768127018581,0.05709321356756793,0.03163552809049418,2.1777792050004723,35,False
2023-03-31,bull,0.6,0.25,0.15000000000000002,0.0038835769981892736,0.006817990093824143,0.0040346437223696,2.1865657681986344,18,False
