held_ticker,held_name,held_weight,challenger_ticker,challenger_name,sector,rotation_score,held_score,challenger_score,score_delta,held_mom_3m,challenger_mom_3m,mom_3m_delta,held_mom_6m,challenger_mom_6m,mom_6m_delta,held_relative_strength,challenger_relative_strength,relative_strength_delta,diagnosis,policy_probe,production_activation_allowed
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,0.05183450476086839,SNDK,SanDisk,Information Technology,7.478304,6.156972407313528,2.019710547472946,-4.137261859840582,0.019633222427179575,1.2465685502367676,1.226935327809588,-0.27246561967030836,3.9721298304630537,4.244595450133362,-0.6625461603602794,5.138132646120821,5.800678806481101,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
APP,APPLOVIN CORP CLASS A,0.10481729932937059,SNDK,SanDisk,Information Technology,6.770837,5.43505261025944,2.019710547472946,-3.415342062786494,0.2828063389047677,1.2465685502367676,0.9637622113319999,-0.14338472019273774,3.9721298304630537,4.115514550655791,-0.02166873680783099,5.138132646120821,5.159801382928652,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
MLI,MUELLER INDUSTRIES INC,0.039999999999999994,RKLB,ROCKET LAB CORP,Industrials,3.469942,2.612875086314478,2.057025867384975,-0.5558492189295032,0.14575755558586678,0.8500888512195719,0.7043312956337051,0.25710801520356186,1.4968980107083292,1.2397899955047673,1.0024363240437146,4.631131563436292,3.6286952393925773,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
VRT,Vertiv,0.05183450476086839,SNDK,SanDisk,Information Technology,3.440404,5.312352978821994,2.019710547472946,-3.292642431349048,0.5820077713202245,1.2465685502367676,0.6645607789165431,1.1408936087917292,3.9721298304630537,2.8312362216713245,4.298261065139827,5.138132646120821,0.8398715809809945,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
ON,ON SEMICONDUCTOR CORP,0.03901132819045035,SNDK,SanDisk,Information Technology,3.355833,3.7964293786306134,2.019710547472946,-1.7767188311576674,0.5664035735277229,1.2465685502367676,0.6801649767090447,1.2957174661955655,3.9721298304630537,2.676412364267488,4.252566031748971,5.138132646120821,0.8855666143718501,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
NXPI,NXP Semiconductors,0.03373108770673052,STM,STMicroelectronics,Semiconductors,3.296731,3.1877942598308042,1.4990167915847874,-1.6887774682460168,0.1987596336128825,0.8323435334172433,0.6335838998043608,0.44218677822223484,1.5748023605967947,1.1326155823745598,0.33241830960381535,3.955392288479275,3.62297397887546,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
CAT,CATERPILLAR INC,0.10356343761424956,RKLB,ROCKET LAB CORP,Industrials,2.719889,5.409230226099767,2.057025867384975,-3.3522043587147925,0.1495752500515386,0.8500888512195719,0.7005136011680333,0.5568104133143545,1.4968980107083292,0.9400875973939746,2.1262360587504774,4.631131563436292,2.504895504685815,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
NVT,NVENT ELECTRIC PLC,0.05183450476086839,RKLB,ROCKET LAB CORP,Industrials,2.280254,3.93128677118375,2.057025867384975,-1.874260903798775,0.494560442270239,0.8500888512195719,0.3555284089493329,0.521426186770265,1.4968980107083292,0.9754718239380642,2.2461493833610473,4.631131563436292,2.384982180075245,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
PWR,QUANTA SERVICES INC,0.032292741024799496,RKLB,ROCKET LAB CORP,Industrials,2.003433,4.802197142008206,2.057025867384975,-2.745171274623231,0.46951073409513344,0.8500888512195719,0.38057811712443845,0.714080510526456,1.4968980107083292,0.7828175001818731,2.5856079280802,4.631131563436292,2.0455236353560924,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
GEV,GE VERNOVA INC,0.08858080841263376,RKLB,ROCKET LAB CORP,Industrials,1.995383,5.458748389814385,2.057025867384975,-3.4017225224294103,0.3088457301710137,0.8500888512195719,0.5412431210485582,0.8259252394520287,1.4968980107083292,0.6709727712563005,2.8331020651878966,4.631131563436292,1.7980294982483955,same_sector_challenger_outperforming,leadership_rotation_shadow_replay,False
