book,ticker,name,sector,first_sleeve,last_sleeve,entry_date,exit_date,status,months_held,total_return,recent_3m_return,weighted_contribution,avg_weight,max_weight,entry_score,exit_score,entry_regime,exit_regime,journey_tag
concentrated_grid_presence,APH,AMPHENOL CORP CLASS A,Information Technology,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0012100749007898,0.0855353326658734,0.0855353326658734,1.7122286670228013,1.7122286670228013,,,normal
concentrated_grid_presence,FAST,FASTENAL,Industrials,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.08000000000000007,-0.08000000000000007,-0.0032420130872498,0.1217013907108062,0.1217013907108062,1.454091170721196,1.454091170721196,,,normal
concentrated_grid_presence,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,early_scout,early_scout,2019-04-30,2019-07-31,closed,4,-0.014255191275814427,-0.026590016059413357,0.024426469513460797,0.4114077989526458,0.5135729952630508,1.458359216418232,2.0835868069727583,,,normal
concentrated_grid_presence,GDDY,GODADDY INC CLASS A,Information Technology,early_scout,early_scout,2019-04-30,2019-04-30,closed,1,-0.08000000000000007,-0.08000000000000007,-0.0044444444444444,0.1225108471014018,0.1225108471014018,0.673828560117026,0.673828560117026,,,normal
concentrated_grid_presence,GPK,GRAPHIC PACKAGING HOLDING,Materials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.14421253059401407,0.07120212713778717,0.0292503924806352,0.1250468534669701,0.17817919716702,1.571692427064175,1.1718423096175803,,,normal
concentrated_grid_presence,MKTX,MARKETAXESS HOLDINGS INC,Financials,early_scout,early_scout,2019-04-30,2019-06-28,closed,3,0.21717793149307485,0.21717793149307485,0.0469274533221947,0.23126963291508196,0.2403711127522541,1.13513451211,1.13513451211,,,short_big_win_review
concentrated_grid_presence,NOW,SERVICENOW INC,Information Technology,future_winner,future_winner,2019-04-30,2019-06-28,closed,3,0.015448853611271796,0.015448853611271796,0.0731215288887707,0.8333333333333334,1.0,4.879236533179213,4.879236533179213,,,normal
concentrated_grid_presence,TSCO,TRACTOR SUPPLY,Consumer Discretionary,early_scout,early_scout,2019-04-30,2019-08-30,closed,5,-0.09956845497917444,-0.15432816894553025,0.013744891443005596,0.3132898402793377,0.5,1.0465552861339358,1.837349808171005,,,normal
concentrated_grid_presence,VICI,VICI PPTYS INC,Real Estate,early_scout,early_scout,2019-04-30,2019-06-28,closed,3,-0.05123300790793017,-0.05123300790793017,0.0015208030743726997,0.3023340628755933,0.3072617420237627,1.3079327724494247,1.3079327724494247,,,normal
concentrated_grid_presence,WRB,WR BERKLEY CORP,Financials,early_scout,early_scout,2019-04-30,2019-09-30,closed,6,0.16207864775081515,0.017751228443892986,0.0205606608881358,0.1346042810295556,0.1811991431226844,1.2347030962656196,2.0840020435282938,,,normal
concentrated_grid_presence,CBOE,CBOE GLOBAL MARKETS INC,Financials,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,-0.03297899890440714,-0.03297899890440714,-0.0006928308824201,0.0740501362330755,0.0740501362330755,1.5355931533305789,1.5355931533305789,,,normal
concentrated_grid_presence,CMS,CMS ENERGY CORP,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.13007577798966707,0.13007577798966707,0.009074786914028899,0.0722069734945946,0.0775283882520401,2.1159046336886105,2.548390943695252,,,normal
concentrated_grid_presence,ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,0.00872087001718902,0.00872087001718902,0.0008795366612144,0.1008542335203741,0.1008542335203741,2.535887357358823,2.535887357358823,,,normal
concentrated_grid_presence,MA,MASTERCARD INC CLASS A,Financials,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.11330385550564603,0.11330385550564603,0.0661549063787342,0.6666666666666666,1.0,5.620849058273551,5.948855251625312,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-05-31,2019-05-31,closed,1,0.0040646871962970454,0.0040646871962970454,0.0006774478660495,0.1666666666666666,0.1666666666666666,3.0677463923842927,3.0677463923842927,,,normal
concentrated_grid_presence,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,early_scout,early_scout,2019-05-31,2019-07-31,closed,3,0.036564761693280934,0.036564761693280934,0.0067396214263107,0.22298653599858367,0.5,2.9336615068898912,2.7442398712918417,,,normal
concentrated_grid_presence,AVGO,BROADCOM INC,Information Technology,early_scout,early_scout,2019-06-28,2019-09-30,closed,4,-0.019868797392271764,0.022674964609927573,0.0018543068977217997,0.13000081585197815,0.1666666666666666,3.415085709424088,3.751469692738445,,,normal
concentrated_grid_presence,CP,Canadian Pacific Kansas City,Industrials,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,0.0041622278845017124,0.0041622278845017124,0.00027278489740293883,0.0659171026739738,0.0663010143617876,1.025360349511957,1.025360349511957,,,normal
concentrated_grid_presence,CSX,CSX CORP,Industrials,early_scout,early_scout,2019-06-28,2019-06-28,closed,1,-0.07999999999999996,-0.07999999999999996,-0.0012100749007898,0.0600636204628767,0.0600636204628767,2.662062317088832,2.662062317088832,,,normal
concentrated_grid_presence,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,early_scout,2019-06-28,2019-07-31,closed,2,-0.03586524946582248,-0.03586524946582248,-0.001993362105575931,0.49796191909246357,0.5,3.721282627194996,3.721282627194996,,,normal
concentrated_grid_presence,CBOE,CBOE GLOBAL MARKETS INC,Financials,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,0.09824594261833286,0.09824594261833286,0.0108537137534744,0.1072264424912401,0.1100268692981925,1.7716748391584327,1.7716748391584327,,,normal
concentrated_grid_presence,CBRE,CBRE GROUP INC CLASS A,Real Estate,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.14785046443760952,0.14017822412741476,0.0328523487191255,0.21369421915003914,0.262567526269901,2.200057297585436,2.595160230615625,,,normal
concentrated_grid_presence,CSGP,COSTAR GROUP INC,Real Estate,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,-0.10389610710506325,-0.10389610710506325,-0.0016071064636237,0.06887152706156113,0.0697341120704625,1.107499503839943,1.107499503839943,,,normal
concentrated_grid_presence,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,early_scout,2019-07-31,2019-12-31,closed,6,0.07083965155706595,-0.06870962854785179,0.020336328331083398,0.193448293291273,0.2531408708934492,2.998699498600021,3.271216194514829,,,normal
concentrated_grid_presence,TER,TERADYNE INC,Information Technology,early_scout,early_scout,2019-07-31,2019-09-30,closed,3,0.09245919002380965,0.09245919002380965,0.0103491129698565,0.07400586035554643,0.0779912042745563,1.1464975805238846,1.1464975805238846,,,normal
concentrated_grid_presence,V,VISA INC CLASS A,Financials,early_scout,future_winner,2019-07-31,2020-01-31,closed,7,0.04454522161308949,0.01275433053538344,0.1291192509892341,0.7322827964586113,1.0,5.849943832797697,5.779279723430237,,,normal
concentrated_grid_presence,AEP,AMERICAN ELECTRIC POWER INC,Utilities,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,0.038369091131567945,0.038369091131567945,0.013202618008144401,0.375,0.5,3.9913947193252897,4.265070816559232,,,normal
concentrated_grid_presence,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,early_scout,2019-08-30,2019-12-31,closed,5,-0.027411496075475106,-0.05964182105758453,0.052405843840447906,0.49684040767910354,0.5132036131629264,4.108498631004629,5.017865372746647,,,normal
concentrated_grid_presence,DUK,DUKE ENERGY CORP,Utilities,early_scout,early_scout,2019-08-30,2019-12-31,closed,5,0.0668475568365916,0.04648371644263216,0.0115921234651821,0.12385935465839712,0.1964455357697427,3.257691864075709,4.263699046393016,,,normal
concentrated_grid_presence,JD,JD.com,Internet,early_scout,early_scout,2019-08-30,2019-09-30,closed,2,0.0511627021292822,0.0511627021292822,0.0061134756475710005,0.06772821057894299,0.0699736738052786,1.6640282305688263,1.6640282305688263,,,normal
