book,journey_tag,count,avg_run_months,avg_total_return,total_weighted_contribution
concentrated_grid_presence,normal,411,2.632603406326034,0.051229031405095375,8.803835619202557
concentrated_grid_presence,short_big_win_review,25,2.84,0.361422570333012,2.2133753562418854
concentrated_grid_presence,long_winner,7,8.428571428571429,0.8192389957319997,2.1700511399534896
concentrated_grid_presence,quick_loss,7,2.0,-0.1268216410179235,-0.0381721858800579
concentrated_grid_presence,open_winner_hold,1,6.0,0.6317744522138637,0.2952441526268938
lifecycle_review_overlay_main,normal,146,4.698630136986301,0.04145501934197582,0.3195072623687128
lifecycle_review_overlay_main,long_winner,15,12.333333333333334,1.0438079129723628,1.2225819097155766
lifecycle_review_overlay_main,quick_loss,7,2.0,-0.1504611517986345,-0.056338549934255994
lifecycle_review_overlay_main,open_stale_watch,4,10.0,0.15166927574656178,0.03993148981762268
lifecycle_review_overlay_main,short_big_win_review,1,3.0,0.25149052239025926,0.0122376669943238
main_v2_research,normal,394,1.7055837563451777,0.036507321586454665,1.0707056008500277
main_v2_research,quick_loss,77,1.2337662337662338,-0.15437811476315658,-0.7704505287235152
main_v2_research,short_big_win_review,31,2.0,0.3460287319876915,0.8154227132153519
main_v2_research,long_winner,7,8.142857142857142,1.0331011241700105,0.4786617705118942
main_v2_research,open_winner_hold,1,8.0,3.6944847908747738,0.1403630215654107
monster_lifecycle_concentrated,normal,106,4.339622641509434,0.05724430207288306,0.5756884123248753
monster_lifecycle_concentrated,quick_loss,27,1.3333333333333333,-0.14912430168099566,-0.10962374123698035
monster_lifecycle_concentrated,long_winner,6,8.333333333333334,0.7235796279513735,0.5729596477067129
monster_lifecycle_concentrated,short_big_win_review,3,3.0,0.36981084880567977,0.0828949602277203
monster_lifecycle_main,normal,158,4.6455696202531644,0.05124342839487271,0.4942581050213407
monster_lifecycle_main,quick_loss,32,1.34375,-0.15330559819261824,-0.0894923117837555
monster_lifecycle_main,long_winner,7,11.714285714285714,0.8864479229423701,0.6534717141161288
monster_lifecycle_main,short_big_win_review,3,3.0,0.3201872866051992,0.046918553975456204
monster_lifecycle_main,open_winner_hold,1,8.0,0.8361808263837633,0.089503448369612
production_main,normal,649,2.7134052388289676,0.030135617594861542,0.8713610555737881
production_main,short_big_win_review,39,2.5128205128205128,0.3811057890541636,0.5274208012584662
production_main,long_winner,17,9.352941176470589,0.8906004367302321,0.6181944796216435
production_main,quick_loss,6,2.0,-0.12935906858875382,-0.03630314077975
production_main,open_stale_watch,2,8.0,0.40676899508718567,0.04281121720112928
production_main,open_winner_hold,1,6.0,0.6317744522138637,0.032167047846059504
