rebalance_date,regime_state,main_capacity,concentrated_capacity,cash_capacity,main_return,concentrated_return,net_return,equity,main_names,concentrated_source_proxy
2019-05-31,bear,0.55,0.05,0.39999999999999997,0.04203734576182308,0.021239735068880525,0.024182526922446723,1.0241825269224467,18,False
2019-06-28,neutral,0.55,0.25,0.19999999999999996,0.021559457097953573,-0.012918681468781529,0.008628031036679085,1.033019205551958,25,False
2019-07-31,neutral,0.55,0.25,0.19999999999999996,0.006035682985429091,-0.006113529074849652,0.0017912433732735875,1.0348695943583675,18,False
2019-08-30,neutral,0.55,0.25,0.19999999999999996,0.009638589110144934,0.02392774184209974,0.01128315947110465,1.0465461930233104,18,False
2019-09-30,neutral,0.55,0.25,0.19999999999999996,0.007812570538106422,0.03155203408322352,0.01218492231676441,1.0592982770862052,18,False
2019-10-31,neutral,0.55,0.25,0.19999999999999996,0.004944387092527386,-0.024623006702935338,-0.003436338774843772,1.0556581693425287,20,False
2019-11-29,bull,0.6,0.25,0.15000000000000002,0.01292261643983805,-0.0033946931928383094,0.0069048965656932524,1.062947379810568,31,False
2019-12-31,neutral,0.55,0.25,0.19999999999999996,0.04528023076230091,0.05300466728248107,0.03815529373988577,1.103504449317282,18,False
2020-01-31,neutral,0.55,0.25,0.19999999999999996,-0.04320676285895155,-0.04339895464255645,-0.034613458233062465,1.0653083441508397,18,False
2020-02-28,bear,0.55,0.05,0.39999999999999997,-0.04764284039266627,-0.07810429339146689,-0.030108776885539798,1.0332332129024981,27,False
2020-03-31,deep_bear,0.4,0.0,0.6,0.0929935958550678,0.11826803434391886,0.03719743834202712,1.0716668416323734,18,False
2020-04-30,bear,0.55,0.05,0.39999999999999997,0.08760341028856984,0.18774845304998966,0.0575692983112129,1.1333619497285428,26,False
2020-05-29,neutral,0.55,0.25,0.19999999999999996,0.04883617907232922,0.04873227639930395,0.03904296758960706,1.1776117635990881,17,False
2020-06-30,bull,0.6,0.25,0.15000000000000002,0.0654191722737511,0.07344499934492249,0.05761275320048128,1.245457219501306,17,False
2020-07-31,bull,0.6,0.25,0.15000000000000002,0.05966286837485643,0.07974869586422814,0.055734894990970896,1.314872646845958,18,False
2020-08-31,neutral,0.55,0.25,0.19999999999999996,-0.014332777850769855,-0.06939207833872627,-0.025231047402604987,1.281697032764999,17,False
2020-09-30,neutral,0.55,0.25,0.19999999999999996,-0.011003525968188365,0.018948366624607433,-0.001314847626351743,1.2800117964637658,18,False
2020-10-30,neutral,0.55,0.25,0.19999999999999996,0.054606430841276025,0.06582271602010785,0.04648921596772878,1.3395185413108104,26,False
2020-11-30,neutral,0.55,0.25,0.19999999999999996,0.0740367716013021,0.045524046312847635,0.05210123595892807,1.4093091129030042,37,False
2020-12-31,bull,0.6,0.25,0.15000000000000002,-0.018827377876021584,0.03508820994903663,-0.0025243742383537927,1.4057514892845147,17,False
2021-01-29,neutral,0.55,0.25,0.19999999999999996,0.008884648578729419,0.034153337579319876,0.01342489111313115,1.4246235499602813,17,False
2021-02-26,neutral,0.55,0.25,0.19999999999999996,-0.002336146523368193,0.019599997733339276,0.0036151188454823127,1.4297737334034606,17,False
2021-03-31,bull,0.6,0.25,0.15000000000000002,0.06443288307500053,0.05674745331193981,0.05284659317298527,1.5053324042220537,24,False
2021-04-30,bull,0.6,0.25,0.15000000000000002,0.014037907194992254,-0.013619117640407564,0.00501796490689346,1.5128861093996497,20,False
2021-05-28,bull,0.6,0.25,0.15000000000000002,0.03414657819983041,0.038954301875494625,0.030226522388771902,1.5586153952570803,26,False
2021-06-30,bull,0.6,0.25,0.15000000000000002,0.0722037264862108,0.07480937965231686,0.06202458080480569,1.6552878617838171,20,False
2021-07-30,neutral,0.55,0.25,0.19999999999999996,0.05007131783596523,0.03553026467358112,0.03642179097817616,1.7155764102944193,17,False
2021-08-31,bull,0.6,0.25,0.15000000000000002,-0.04459604181430484,-0.033567870746550516,-0.035149592775220534,1.6552745980977959,17,False
2021-09-30,neutral,0.55,0.25,0.19999999999999996,0.07209993037603106,0.07256863128531461,0.05779711952814574,1.7509447018959574,17,False
2021-10-29,bull,0.6,0.25,0.15000000000000002,0.016476505824004492,0.008008296906050219,0.01188797772091525,1.7717598935026513,24,False
2021-11-30,neutral,0.55,0.25,0.19999999999999996,0.011448920174738265,0.04765440309963269,0.01821050687101422,1.8040245392170688,30,False
2021-12-31,bull,0.6,0.25,0.15000000000000002,-0.055105856749176015,-0.07273839039926856,-0.05124811164932275,1.7115716882131544,17,False
2022-01-31,neutral,0.55,0.25,0.19999999999999996,-0.009168205350280727,-0.004145389509117033,-0.006078860319933658,1.7011672829929536,17,False
2022-02-28,bear,0.55,0.05,0.39999999999999997,0.05178142657450217,0.030039057510509393,0.029981737491501667,1.7521712339007796,27,False
2022-03-31,neutral,0.55,0.25,0.19999999999999996,-0.04783211788191431,-0.08190282831629798,-0.046783371914127375,1.6701987554079638,18,False
2022-04-29,bear,0.55,0.05,0.39999999999999997,-0.0037221405383449893,-0.0039019164827716014,-0.002242273120228324,1.6664537136332738,18,False
