portfolio,cagr,cagr_target,cagr_gap_pp,cagr_pass,max_dd,max_dd_target,max_dd_improvement_needed_pp,max_dd_pass,target_pass
main_proxy,0.2406845483491098,0.25,0.9315451650890205,False,-0.1320383920419459,-0.2,0.0,True,False
concentrated,0.26109620604902317,0.4,13.890379395097685,False,-0.17706984807209192,-0.22,0.0,True,False
unified_balanced,0.175727279675999,0.28,10.427272032400104,False,-0.11247504863349411,-0.22,0.0,True,False
