rebalance_date,ticker,weight,selected_theme,theme_member_score,raw_period_forward_return,risk_clipped_return,weighted_forward_return,market_cap_current,dollar_vol_current,mom_1m_current,mom_3m_current,mom_6m_current,rs_benchmark_current,rs_acceleration_score,breakout_setup_quality_score,industry_group_strength_score
2019-04-30,QCOM,0.5,ai_compute_semiconductors,2.2430148185856345,-0.245382408513191,-0.2,-0.1,89101430053.71094,1954613300.4393575,0.5102579615735905,0.763795879255162,0.3936302600830457,0.6479511822854651,1.002554037775027,0.2820832822256229,2.015975449417659
2019-04-30,AVGO,0.3263470968626868,ai_compute_semiconductors,1.2126168305732263,-0.2104835983058011,-0.2,-0.06526941937253737,10521633309.51584,495155845.1004028,0.0588273626681876,0.2062338509685868,0.460714930475824,0.0903891539988899,-0.5056095692349833,0.5756074709561068,2.015975449417659
2019-04-30,AMAT,0.17365290313731319,ai_compute_semiconductors,1.119897294428576,-0.1053475216527624,-0.1053475216527624,-0.018293902973323152,39695607479.09546,311671604.00304794,0.1111950848806839,0.1595660081295082,0.3647206576328952,0.0437213111598113,1.3029114461033109,0.4441357964153213,2.015975449417659
2019-05-31,PYPL,0.5,financials,1.320613156997515,0.0368170671729508,0.0368170671729508,0.0184085335864754,130999621582.03123,552653806.9601059,-0.0107265732882487,0.1108299745222554,0.3389044240970853,0.1292449918743877,-0.2092244311593361,0.5826490135903551,1.120524589173196
2019-05-31,V,0.28904413297773596,financials,1.2263701417027508,0.077752147652029,0.077752147652029,0.02247380210523763,267826162246.7041,1049569348.6964417,-0.0074441865680737,0.0810071048084974,0.1909365482539318,0.0994221221606298,-0.0508674644869421,0.6049707677586911,1.120524589173196
2019-05-31,MKTX,0.21095586702226407,financials,1.1837351309393453,0.086916866948177,0.086916866948177,0.01833562302591145,10499274774.601562,112550641.096344,0.0578070347786221,0.2272978643283663,0.3727495769245232,0.2457128816804986,0.5738599458073625,0.5607142857142857,-0.4292645543675014
2019-06-28,QCOM,0.5,ai_compute_semiconductors,1.312593811195401,-0.0723933227387506,-0.0723933227387506,-0.0361966613693753,79413638854.98047,765446531.5373802,0.1528053472292818,0.3460511269680679,0.3845232622902574,0.308173622028751,1.576418219305185,0.3284421916075312,0.2170189077198183
2019-06-28,AMAT,0.43073660037687705,ai_compute_semiconductors,1.176807006751397,0.0836368222996026,0.0836368222996026,0.03602544050365581,40659132617.95044,396294351.5564728,0.129811750027522,0.1381669456594481,0.4380535710127051,0.1002894407201311,1.3336094187698375,0.5190958041749102,0.2170189077198183
2019-06-28,TER,0.06926339962312293,ai_compute_semiconductors,0.8033679664713446,0.1609310468217575,0.1609310468217575,0.011146631407782897,8169693264.198303,81814162.8755188,0.1259695393173103,0.2051497117533536,0.5562106695390896,0.1672722068140366,0.7612297482309047,0.6419721913871589,0.2170189077198183
2019-07-31,MDT,0.38956247324246834,health_care,1.3425053825858733,0.0645001904314417,0.0645001904314417,0.02512685370908262,112917787773.80608,322235270.23643494,0.0448538668534903,0.1606855840307264,0.1734259520076533,0.1413096498644388,1.0578921980679077,0.3584626079911798,1.0198611003998128
