rebalance_date,ticker,weight,period_forward_return,weighted_forward_return,main_v2_score,main_v2_replacement_score,main_v2_replacement_catalyst_score,main_v2_replacement_decay_score,score,sector,regime_state,main_v2_style_regime,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_primary,theme_event_risk_sensitivity_max,theme_structural_growth_primary,theme_structural_growth_max,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,style_row_compounder_fit,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_defensive_rotation_action
2019-04-30,NOW,0.15,-0.0507028931635488,-0.007605433974532319,2.103306464734332,0.9994627064324069,0.05414554128691794,0.05508401604746347,5.196656008415399,Information Technology,bull,balanced,structural_growth,long_duration,0.15,0.35,1.0,1.0,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2146372758053909,0.038920898325119,0.2471502346342498,-1.4886811448813138,0.0,0.0,0.6736232130822675,0.6196661200810774,0.1083333333333333,0.0,promote_monster_early
2019-04-30,CPRT,0.12818603600756923,0.0538130359332365,0.0068980797618144706,2.0639508123378176,0.9834968185534165,0.06328467292589678,0.0848795699915235,1.1996509458272997,Industrials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2920235044971305,0.0766228747142291,0.7635714486990672,0.56586379994349,0.0,0.0,1.2796372202261692,0.5156593146821213,0.121875,0.0,neutral
2019-04-30,SBUX,0.11610443227529783,-0.0221358078519844,-0.002570065403609729,2.2190253168421648,0.6051735846263209,0.00011265235487260998,0.08470242166354333,4.670856430747963,Consumer Discretionary,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2202985551288834,0.0313205370314861,0.828177853239646,-2.866678438949452,0.0,0.0,-0.5873954958738019,0.5138631703180584,0.1333333333333333,0.0,neutral
2019-04-30,SHOP,0.09958640188939451,0.1256331321500048,0.012511351588913788,1.831380817359657,0.8672362893855208,0.1278099384657829,0.10159504794581818,0.8894339415892806,Software,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2190176283728479,0.0224151509100952,0.0215426848429059,0.142765515261876,0.0,0.0,0.2438252360221446,0.5447782031538659,0.1083333333333333,0.0,neutral
2019-04-30,PAYC,0.08090514297856705,0.0169292604984521,0.0013696642411486744,1.7746594552456818,0.6933748890783995,0.024869178394026647,0.20556668017601648,1.2322341508411052,Industrials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2190176283728479,0.0031762285673011,0.3570752131193162,1.2932181110852097,0.0,0.0,-0.1737594526985257,0.5981202001812336,0.4583333333333333,0.0,block_fragile_entry
2019-04-30,ADBE,0.07619054522001327,-0.067766327218911,-0.005163153418366655,1.5156215066877192,1.073561717305639,0.2887708142178401,0.0455427219386232,4.639326884506225,Information Technology,bull,balanced,structural_growth,long_duration,0.15,0.15,1.0,1.0,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2920235044971305,0.0167187247405917,0.3751146576709466,-2.7436228805758827,0.0,0.0,0.0740553059295454,0.5352875719123301,0.0135416666666666,0.0,neutral
2019-04-30,CDNS,0.06640564034135014,-0.0883620380174052,-0.005867737716412518,1.7259348054674453,1.0311389314361186,0.2954749809585827,0.06092737717113775,1.362825000621514,Information Technology,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2448001496980599,0.0144224700563559,0.2303157958332292,-0.3255588392012217,0.0,0.0,0.611148663571897,0.5899529516142084,0.1083333333333333,0.0,promote_monster_early
2019-04-30,MCO,0.06170237287294505,-0.0552852724815742,-0.0034112324970404593,1.1852517699952194,0.9839677808564115,0.28910691836428853,0.0455427219386232,1.4610837956509457,Financials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2920235044971305,0.2069742798949591,0.0428650116947222,-0.3931993174384752,0.0,0.0,0.9132001836130622,0.4653515079968851,0.0135416666666666,0.0,neutral
2019-04-30,UI,0.028474566340942243,-0.2859315267259367,-0.008141776226724583,1.563888068994133,0.6022912446549542,0.08951021785770244,0.295486650667548,0.3300890946437674,Information Technology,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2526003313900179,0.0022154614756474,-0.0076868806077815,1.179420794504444,0.0,0.0,-1.7786029723782208,0.5572782474224273,0.4583333333333333,0.0,block_fragile_entry
2019-04-30,HD,0.025199405763566746,-0.0667323477733533,-0.0016816155090961795,1.9324023470138971,0.6057811343698517,0.01598243835616863,0.0455427219386232,5.035064000125852,Consumer Discretionary,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920235044971305,0.2126514107620256,0.4043545774025242,0.077674813027806,0.2687054773817504,0.0457783376984349,0.6813140573075364,-3.644624264073326,0.0,0.0,0.2594767113726838,0.4279580498996677,0.0135416666666666,0.0,neutral
