rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.13099436391383568,-0.27188732867585785,bear
2021-12-31,-0.09920911350636548,-0.10985066236646557,bull
2020-02-28,-0.09007471691048806,-0.1449327078125645,bear
2026-02-27,-0.0892971964921401,-0.08929719649214007,neutral
2023-08-31,-0.08381115466270551,-0.12998775823071373,bull
2024-11-29,-0.06582452824387496,-0.06582452824387486,bull
2025-02-28,-0.06581505873104737,-0.12778127562671415,neutral
2021-02-26,-0.06484399599119954,-0.0661914776403465,neutral
2022-03-31,-0.06459029273887947,-0.17685429982867085,neutral
2022-11-30,-0.060052402871258286,-0.2445249477287348,neutral
