window_years,strategy_cagr,sharpe,max_dd,avg_turnover_monthly,avg_cash_weight,avg_stock_names,months,status
5,0.1853001535190737,1.1318638229494886,-0.24903112818401074,0.48889453874007477,0.06306465568172875,25.733333333333334,60,ok
8,0.21403316158616126,1.1831414285357171,-0.2727261662085777,0.4858881015027757,0.07458527925955002,25.50602409638554,83,partial_window
10,0.21403316158616126,1.1831414285357171,-0.2727261662085777,0.4858881015027757,0.07458527925955002,25.50602409638554,83,partial_window
