start_date,end_date,months,cagr,sharpe,max_dd,ending_equity
2017-05-31,2020-04-30,36,0.2317447488942641,1.6055907361794624,-0.09370262069583413,1.8687971300263897
2017-06-30,2020-05-29,36,0.2679972972421709,1.8196855384038146,-0.09370262069583413,2.038707795351077
2017-07-31,2020-06-30,36,0.2841598047396703,1.8070421333044835,-0.09370262069583402,2.1176647915033997
2017-08-31,2020-07-31,36,0.31390389790823825,1.9336233412742307,-0.0937026206958338,2.2682493919442126
2017-09-29,2020-08-31,36,0.28863206949263187,1.7764578750829352,-0.09370262069583402,2.1398671196434362
2017-10-31,2020-09-30,36,0.29262448511204786,1.7912752004170907,-0.09370262069583402,2.159817891360665
2017-11-30,2020-10-30,36,0.33793719981249626,1.9908694470972956,-0.09370262069583402,2.395009204853788
2017-12-29,2020-11-30,36,0.3628812915769688,2.1162971581361143,-0.0937026206958339,2.531477606134208
2018-01-31,2020-12-31,36,0.37833375960753424,2.1647264368815917,-0.09370262069583402,2.618563924881854
2018-02-28,2021-01-29,36,0.39921345423712884,2.300836766659616,-0.09370262069583402,2.739377708775513
2018-03-29,2021-02-26,36,0.3796898659233998,2.151486652255455,-0.09370262069583413,2.62630054016196
2018-04-30,2021-03-31,36,0.381941265745517,2.1634823640196306,-0.09370262069583402,2.6391784484155285
2018-05-31,2021-04-30,36,0.3712972314672154,2.0919495482670163,-0.0937026206958339,2.578664239752404
2018-06-29,2021-05-28,36,0.38108300760892044,2.133658591335195,-0.09370262069583402,2.6342642961702407
2018-07-31,2021-06-30,36,0.3862504117370673,2.157738628232593,-0.09370262069583402,2.6639438365831873
2018-08-31,2021-07-30,36,0.366595517453455,2.131251073880403,-0.09370262069583402,2.552230977626303
2018-09-28,2021-08-31,36,0.33460114036557354,1.9233716453681287,-0.09370262069583402,2.3771384392521258
2018-10-31,2021-09-30,36,0.3975201912558004,2.3212475502071763,-0.08696367510037073,2.7294445370305565
2018-11-30,2021-10-29,36,0.4086223761069139,2.3729017505898895,-0.08696367510037073,2.7950124630952553
2018-12-31,2021-11-30,36,0.4290445091593731,2.5582009092717617,-0.08696367510037062,2.9183492660778607
2019-01-31,2021-12-31,36,0.38019128414466463,2.211407054829257,-0.08696367510037073,2.629164996063341
2019-02-28,2022-01-31,36,0.3632637371807901,2.1080254431875556,-0.08696367510037073,2.533609319714004
2019-03-29,2022-02-28,36,0.3631210976419852,2.1072259674483784,-0.08696367510037062,2.532814121301244
2019-04-30,2022-03-31,36,0.3272216791442364,1.8814906324343712,-0.09284583520146983,2.337924062345117
2019-05-31,2022-04-29,36,0.339256844627168,1.9522423572804135,-0.09284583520146983,2.40210299039243
2019-06-28,2022-05-31,36,0.2938981851588294,1.6735214393135995,-0.1250661202067227,2.1662087769346026
2019-07-31,2022-06-30,36,0.2931382032017902,1.670177280802329,-0.1250661202067226,2.1623939957461538
