start_date,end_date,months,cagr,sharpe,max_dd,ending_equity
2019-08-30,2022-07-29,36,0.28387621944002284,1.631833733239591,-0.1250661202067227,2.1162621483283415
2019-09-30,2022-08-31,36,0.28081183236837437,1.6117174695750176,-0.1250661202067226,2.10114484982778
2019-10-31,2022-09-30,36,0.3008181153287268,1.6908477712502226,-0.12506612020672248,2.201150455583715
2019-11-29,2022-10-31,36,0.30979153176619323,1.7402904863958852,-0.12506612020672248,2.24701791377672
2019-12-31,2022-11-30,36,0.26726914439282967,1.5095233025314192,-0.1250661202067226,2.035197601958675
2020-01-31,2022-12-30,36,0.31170145638718694,1.7000708564629823,-0.12506612020672236,2.256861990012374
2020-02-28,2023-01-31,36,0.34884985737633567,1.8841338983346567,-0.12506612020672248,2.4540919511372965
2020-03-31,2023-02-28,36,0.36745006275693415,2.0112534351565503,-0.1250661202067227,2.5570217757448863
2020-04-30,2023-03-31,36,0.31856998298587125,1.792741710211801,-0.12506612020672236,2.2925011101361314
2020-05-29,2023-04-28,36,0.3205597264255595,1.7950444214763814,-0.1250661202067227,2.302895042789982
2020-06-30,2023-05-31,36,0.322893144733305,1.8011278711770518,-0.1250661202067228,2.315124216700716
2020-07-31,2023-06-30,36,0.27782588951147824,1.699118034607987,-0.12506612020672248,2.0864839525949654
2020-08-31,2023-07-31,36,0.2391325706117533,1.5086609244945859,-0.1250661202067228,1.9026255201187383
2020-09-30,2023-08-31,36,0.2233392921013584,1.383388954599443,-0.1250661202067226,1.8307994565175654
2020-10-30,2023-09-29,36,0.19717153545228472,1.2455736242856987,-0.1250661202067226,1.715809811287666
2020-11-30,2023-10-31,36,0.17924884174103406,1.1820016861311584,-0.1250661202067227,1.6398962587019195
2020-12-31,2023-11-30,36,0.1671407988968756,1.1229056474300756,-0.12506612020672248,1.5898997898143696
2021-01-29,2023-12-29,36,0.15309051034860754,1.0615977302948028,-0.1250661202067226,1.5331695811533916
2021-02-26,2024-01-31,36,0.21940337968906753,1.1770514006798607,-0.1250661202067226,1.8131852735734653
2021-03-31,2024-02-29,36,0.25981850499648296,1.3689285667140234,-0.1250661202067226,1.9995117001061196
2021-04-30,2024-03-28,36,0.2420141073017572,1.2793942625407928,-0.12506612020672248,1.9159297729890197
2021-05-28,2024-04-30,36,0.2610739354312954,1.3726694553214416,-0.1250661202067228,2.0054953005258174
2021-06-30,2024-05-31,36,0.24105435439073464,1.2840370775941736,-0.1250661202067226,1.9114916624927025
2021-07-30,2024-06-28,36,0.21502368573754005,1.1554154583243788,-0.1250661202067227,1.7937182734786106
2021-08-31,2024-07-31,36,0.18981461851794013,1.0445226022028808,-0.12506612020672248,1.6843715665310635
2021-09-30,2024-08-30,36,0.21967032614721416,1.1957467979424046,-0.1250661202067226,1.8143763380632583
2021-10-29,2024-09-30,36,0.20492890186830803,1.1408197969791727,-0.1250661202067226,1.7493804344792545
2021-11-30,2024-10-31,36,0.26067716986215883,1.2382332003122651,-0.12506612020672248,2.0036029582831167
2021-12-31,2024-11-29,36,0.2511393661056125,1.1936030901525083,-0.11921562565848653,1.958470648180842
2022-01-31,2024-12-31,36,0.2921791297002154,1.3776145583772794,-0.08880702909598703,2.157586256656403
2022-02-28,2025-01-31,36,0.2865809042705436,1.350806324872156,-0.08880702909598692,2.1296650495542684
2022-03-31,2025-02-28,36,0.2584421635701437,1.2185125621927466,-0.08880702909598692,1.9929655063806517
2022-04-29,2025-03-31,36,0.2876365819568554,1.3484886281748045,-0.08880702909598681,2.1349117117343153
2022-05-31,2025-04-30,36,0.3034638599440047,1.4042002760085623,-0.08880702909598703,2.2146086049468994
2022-06-30,2025-05-30,36,0.34085486018566535,1.5803809036037377,-0.08880702909598692,2.410711899232329
2022-07-29,2025-06-30,36,0.35027289522886385,1.6122464868002604,-0.08880702909598703,2.46186735629495
2022-08-31,2025-07-31,36,0.3349118884412887,1.547207155790013,-0.08880702909598703,2.378799302224549
2022-09-30,2025-08-29,36,0.3927131325858595,1.7347222235784512,-0.08880702909598703,2.7013758461177733
2022-10-31,2025-09-30,36,0.4185115117156879,1.7775761531249523,-0.08880702909598692,2.854293271817456
2022-11-30,2025-10-31,36,0.40562169344602217,1.7244455188954526,-0.08880702909598692,2.777188469563691
2022-12-30,2025-11-28,36,0.47054489570101543,1.9544763781410748,-0.08880702909598703,3.180056704901702
2023-01-31,2025-12-31,36,0.5118175495373296,1.9722847956436294,-0.08880702909598692,3.455398554897478
2023-02-28,2026-01-30,36,0.4899573747026502,1.9050848161976377,-0.08880702909598692,3.307665110853598
2023-03-31,2026-02-27,36,0.4674782001821429,1.8079670444494553,-0.08880702909598681,3.1602029575652146
2023-04-28,2026-03-31,36,0.514796467899971,1.9661137748775364,-0.08880702909598703,3.4758646073767623
