ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
AMAT,51.0,432.1600036621094,2026-05-22,22040.160186767578,341.42972878848803,0.05690181241891636
ATI,58.0,162.2899932861328,2026-05-22,9412.819610595703,166.4199981689453,0.024301388523336607
BE,115.0,302.489990234375,2026-05-22,34786.348876953125,166.0,0.08980907043151892
ETR,92.0,112.4000015258789,2026-05-22,10340.80014038086,106.05122375488281,0.02669718662946579
FTI,301.0,70.98999786376953,2026-05-22,21367.98935699463,67.40113067626953,0.05516644669810954
KO,377.0,81.4800033569336,2026-05-22,30717.961265563965,79.67218017578125,0.07930557922505774
LITE,17.0,946.9000244140625,2026-05-22,16097.300415039062,551.9555852194394,0.041558934277502325
LRCX,94.0,305.3500061035156,2026-05-22,28702.90057373047,194.05373532431466,0.07410323021634767
MU,47.0,751.0,2026-05-22,35297.0,240.26197814941406,0.09112743536938209
PR,526.0,20.440000534057617,2026-05-22,10751.440280914307,18.6336612701416,0.027757349897350757
SCCO,102.0,179.6699981689453,2026-05-22,18326.339813232422,215.55323791503906,0.04731371920808203
THC,41.0,173.77999877929688,2026-05-22,7124.979949951172,235.1199951171875,0.01839479700533526
VRT,85.0,327.4599914550781,2026-05-22,27834.09927368164,257.68865966796875,0.07186021709004699
VZ,382.0,48.349998474121094,2026-05-22,18469.699417114258,49.239402770996094,0.04768383545131296
GOOG,0.0,379.3800048828125,2026-05-22,0.0,,0.0
GEV,0.0,1038.739990234375,2026-05-22,0.0,,0.0
ARM,0.0,306.510009765625,2026-05-22,0.0,,0.0
MRVL,0.0,196.3300018310547,2026-05-22,0.0,,0.0
AMD,0.0,467.510009765625,2026-05-22,0.0,,0.0
UMC,0.0,18.219999313354492,2026-05-22,0.0,,0.0
RKLB,0.0,135.75999450683594,2026-05-22,0.0,,0.0
NXPI,0.0,316.4700012207031,2026-05-22,0.0,,0.0
MLI,0.0,133.38999938964844,2026-05-22,0.0,,0.0
TKR,0.0,119.94999694824219,2026-05-22,0.0,,0.0
HPE,0.0,37.58000183105469,2026-05-22,0.0,,0.0
ON,0.0,116.19999694824219,2026-05-22,0.0,,0.0
FIX,0.0,1828.25,2026-05-22,0.0,,0.0
