horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-04-22,2026-05-22,0.052225115332856564,0.8585445687116888,-0.03448191572810955,3.5486141916464384,0.1685278192455538,355498.41566628555,374064.36142510513,0.26596131784740645,0.2612411956384008,main,portfolio
3M,completed,2026-02-23,2026-05-22,0.08954725445597456,0.42755337713597963,-0.06600120263106501,2.0687525050263957,0.17320385354922047,343320.9159999953,374064.36142510513,0.2579676513744628,0.2612411956384008,main,portfolio
6M,completed,2025-11-24,2026-05-22,0.2748581947668485,0.6413275550395514,-0.08550563334105621,2.6040404263541443,0.1988373756433248,293416.4465982161,374064.36142510513,0.13522532138023377,0.2612411956384008,main,portfolio
YTD,completed,2026-01-02,2026-05-22,0.18341360835405474,0.5517010658905648,-0.08550563334105621,2.2658612550758304,0.20229119873231102,316089.285085517,374064.36142510513,0.17063497306702974,0.2612411956384008,main,portfolio
1Y,completed,2025-05-22,2026-05-22,0.4260418986185237,0.4263885887851284,-0.10442230484896142,1.8914192224988366,0.19900794359743917,262309.5168434248,374064.36142510513,0.0678313169617039,0.2612411956384008,main,portfolio
2Y,completed,2024-05-22,2026-05-22,0.702781106240939,0.3051444331659152,-0.20473343578185488,1.4301922400900136,0.20151909767363943,219678.47778795825,374064.36142510513,0.07717715072905482,0.2612411956384008,main,portfolio
FULL,completed,2019-05-01,2026-05-22,2.7499475533592332,0.20594543501347284,-0.3181713672892821,0.9831176195637671,0.21442076059600534,99751.89148712634,374064.36142510513,0.057464814321973555,0.2612411956384008,main,portfolio
1M,completed,2026-04-22,2026-05-22,0.013739016379772595,0.1807311461709924,-0.07772033413582902,0.810798450848535,0.2240686376753091,728338.1613678719,738344.8112969185,2.189826964812102e-05,2.208378624479906e-05,concentrated,portfolio
3M,completed,2026-02-23,2026-05-22,0.047564429945006204,0.212722826018358,-0.07772033413582902,1.0843186491845778,0.18780007372986532,704820.4293607785,738344.8112969185,2.3717133060310142e-05,2.208378624479906e-05,concentrated,portfolio
6M,completed,2025-11-24,2026-05-22,0.47704697259625073,1.2164072202247058,-0.07772033413582902,3.2607786741075846,0.2553951762551326,499879.0322823026,738344.8112969185,0.00010222433643228215,2.208378624479906e-05,concentrated,portfolio
