ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.666407284768212,4.986430553540607,,0.541308427140728,0.6451671227941013,0.4616713161586848,,0.7637214880512598,True,future_relaxed,0.121875,0.0,,neutral,0.1557289868895057,,1.0,0.0,0.1904783948106146,1.0,1.0,,1166116213.660202,0.2627481510315297,0.2334067365595464,19464000000.0,13,2021-11-30,2023-04-28,0,,
VZ,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6618708609271524,4.243075190865157,,0.5944612802021851,0.4824255128039535,0.3362886693146627,,1.12,True,future_relaxed,0.0,0.0,,promote_monster_early,0.4672655111480608,,1.0,1.0,0.7359177840486757,1.0,1.0,,1346412168.8243866,0.0,,138191000000.0,4,2025-03-31,2026-02-27,0,,
SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6452400662251656,2.833618918478253,,0.581331417637978,0.6242902584740408,0.4413505871170359,,0.2975538265134778,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.3295938125144288,1.0,1.0,,1061105627.6293564,0.1795592894521376,,33135000000.0,0,,,0,,
OKE,ONEOK INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6437582781456955,2.654135891369476,,0.5482590123762628,0.6632727245442018,0.501656348859959,,0.6050261139107384,False,rejected,0.0135416666666666,0.0,,neutral,0.3947555765886192,,1.0,0.0,0.3928397458791004,1.0,1.0,,481146874.2302704,0.5498663471287677,0.0,33629000000.0,1,2022-03-31,2022-03-31,0,,
CNQ,Canadian Natural Resources,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6387334437086094,2.2765140531091204,,0.5857483256642406,0.6404638536432765,0.5768461733800928,,0.5355968877242602,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5249555320325467,1.0,1.0,,636884564.5054245,,,44167000000.0,1,2026-01-30,2026-01-30,0,,
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Semiconductors,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,omitted_candidate_gate_block,0.635844370860927,3.2031000635377995,,0.5504770529868073,0.4610968350695351,0.4192435618238349,,0.0982734811955103,False,rejected,0.1333333333333333,0.0,,neutral,0.3191642851666152,,1.0,1.0,0.1603989977997293,1.0,1.0,,2304153608.8679886,0.4208728521145077,,8194600000.0,0,,,0,,
SU,Suncor Energy,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6333692052980133,1.9317051560672784,,0.6116840880285128,0.6810629305957024,0.6299845363444664,,0.5355968877242602,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6137882808908214,1.0,1.0,,367127802.8251457,,,52377000000.0,0,,,0,,
DAL,DELTA AIR LINES INC,Industrials,Transportation & Logistics,current_constituents_proxy,False,False,0.0,0.0,omitted_candidate_gate_block,0.6298344370860929,2.76604219613979,,0.4780424443456401,0.5215117759924561,0.4186787369726016,,0.9717805612094964,False,rejected,0.146875,0.0,,neutral,0.8553015685713621,,1.0,1.0,0.2255170951098869,1.0,1.0,,1032787756.4658736,0.0279188228995992,0.4307551250131161,63364000000.0,2,2024-03-28,2024-04-30,5,2024-02-29,2025-09-30
CIEN,CIENA CORP,Information Technology,Communication Equipment,current_constituents_proxy+strategic_global_hardware,False,False,0.0,0.0,not_selected_low_priority,0.6259933774834437,1.8805373063363064,,0.5591304108320219,0.6469398770836274,0.5992719350970337,,0.7466666666666668,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.4905725698853952,1.0,1.0,,1292330851.1099243,0.1879353566851933,,4769507000.0,0,,,3,2021-01-29,2021-03-31
TRGP,TARGA RESOURCES CORP,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy,False,False,0.0,0.0,not_selected_low_priority,0.6242384105960265,1.7347922761238963,,0.6179238294549612,0.6787791044794175,0.5760848161738945,,0.8033953315863902,True,future_relaxed,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.6166456882367706,1.0,1.0,,385902158.6063385,0.2045030133265426,0.0,17028300000.0,1,2024-06-28,2024-06-28,2,2024-06-28,2024-07-31
